#,Job_ID,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,District Cooling [kWh],c1: Interior Lighting[kWh],c2: Total Energy [kWh],c4: Annual Total Peak Values[kWh],c5: Annual and Peak Values-Cooling[kWh],c7: Not Comfortable[Hours]
23,case_24,0.863791237,0.835669773,1.108588743,3.71440704,0.284769387,0.790905354,0.210231454,0.281624372,0.262801117,0.235020367,0.296994304,0.210767553,456868.7693,73913.25119,1005164.86,548440.7595,456869.1283,3298
24,case_25,0.641286588,1.19335203,1.387663576,3.300868101,0.31755932,0.694448427,0.257787087,0.302529089,0.241613087,0.20832918,0.255014965,0.24743782,461350.7818,78543.37352,1014275.6,553070.8819,461351.1514,3297
25,case_26,0.964562285,1.315720281,1.357920657,3.795924699,0.391017686,0.349576495,0.35758522,0.295779609,0.260790016,0.228455372,0.218326697,0.311450592,490527.1114,98637.67182,1063537.02,573165.2118,490527.5126,3311
26,case_27,0.550175,0.780266502,1.022978141,3.029959606,0.216000683,0.460158437,0.285378507,0.352904761,0.297985947,0.211933377,0.367907663,0.338208884,473190.9811,82475.58406,1030044.26,557003.0924,473191.3613,3265
27,case_28,0.898529388,1.339447849,1.326289467,3.755324072,0.395438199,0.249497973,0.214886628,0.332796965,0.211471436,0.222114722,0.270371407,0.33957676,488698.7741,111546.5222,1074618.1,586074.0622,488699.1648,3304.33
28,case_29,0.844242864,1.386775006,0.842966204,3.001686334,0.327544862,0.590080788,0.279254244,0.293452117,0.229188134,0.221892228,0.301609243,0.230315644,483386.6506,81764.87759,1039526,556292.3859,483387.0413,3289.33
29,case_30,0.927752717,1.329554304,1.161496502,3.969424095,0.217796596,0.649394106,0.349374627,0.366416638,0.222776812,0.230989408,0.280122602,0.397103894,487199.0851,74501.7748,1036074.13,549029.2831,487199.4758,3317.5
30,case_31,0.523740685,0.890238896,1.427683554,3.984818043,0.279783276,0.299620683,0.271844085,0.346121835,0.256863659,0.242711032,0.376693824,0.20466123,473136.8822,100738.628,1048253.23,575266.168,473137.2624,3284.83
31,case_32,0.942259562,1.106676863,1.302389893,3.298103313,0.211241652,0.780839832,0.235958302,0.288085143,0.298805252,0.289153561,0.312632163,0.269617115,458959.6915,71443.43457,1004785.31,545970.9429,458960.0611,3312
32,case_33,0.748540726,1.060401024,0.91569679,3.571116278,0.213014671,0.708184413,0.37714811,0.242768866,0.220130374,0.275275201,0.390976027,0.276327634,481292.1168,72510.74524,1028177.99,547038.2219,481292.497,3299.67
33,case_34,0.902273408,0.931903335,0.66551354,3.997364829,0.300085753,0.782434703,0.379136538,0.216798341,0.264331971,0.246293867,0.33726398,0.316542307,492306.1862,70064.52277,1036742.39,544592.0311,492306.5875,3303.83
34,case_35,0.721437726,0.982112129,1.311461187,3.757940133,0.375031917,0.691342941,0.298858469,0.214203399,0.25247239,0.217642419,0.357708571,0.257517749,472255.4813,74433.46261,1021066.94,548960.971,472255.8614,3304.67
35,case_36,0.64610764,0.821775733,0.790667893,3.094989032,0.312487528,0.69281583,0.212223559,0.258447356,0.294408137,0.286971333,0.358938084,0.35859514,474375.359,71286.22469,1020038.91,545813.733,474375.7392,3277
36,case_37,0.674613347,0.937656418,1.456408044,3.762816907,0.310062545,0.766573517,0.374589951,0.385460456,0.249699702,0.279728855,0.278772419,0.282512176,479906.0957,72782.28382,1027063.94,547309.7922,479906.4758,3306.17
37,case_38,0.75355949,0.792301034,1.489466306,3.364812603,0.319577444,0.559992462,0.372458876,0.336980506,0.251488266,0.266348656,0.338208907,0.372553726,482727.4214,77192.36299,1034294.48,551719.8713,482727.8122,3309.17
38,case_39,0.748396013,0.56538897,0.921571343,3.736280041,0.202526351,0.553101605,0.248001704,0.243679259,0.263005937,0.211787591,0.272491588,0.374211834,453417.36,79155.01623,1006956.3,553682.5246,453417.719,3281.33
39,case_40,0.754235117,0.997039621,1.182490117,3.592529461,0.210056462,0.473529781,0.265199113,0.328754014,0.25874787,0.22418902,0.24874431,0.258487763,460767.1411,88423.62177,1023572.37,562951.1301,460767.5107,3291
40,case_41,0.896433778,0.669280412,1.095786274,3.468841518,0.212836058,0.599421029,0.346561856,0.255531219,0.2532408,0.224635036,0.202815247,0.318353748,455401.7318,81479.9426,1011265,556007.4509,455402.0909,3288.83
41,case_42,0.957173993,1.124413603,0.532772563,3.309635738,0.344303869,0.271627154,0.363967099,0.329551303,0.218890145,0.234301743,0.238054365,0.303722589,507107.6314,111915.256,1093389.87,586442.7643,507108.0432,3280.33
42,case_43,0.905485243,1.494101103,0.518298382,3.443029604,0.249643164,0.764422448,0.358170841,0.382510288,0.256376759,0.263574756,0.355820117,0.346225285,508118.519,70160.4512,1052645.63,544687.9279,508118.9309,3319.33
43,case_44,0.978750984,0.928274991,1.160078774,3.239694278,0.369560785,0.301751993,0.304080598,0.22497016,0.217552671,0.263936186,0.233574067,0.338527008,480105.9437,103951.8345,1058433.3,578479.3745,480106.3238,3290.83
44,case_45,0.907359534,0.883958895,1.187675104,3.23679634,0.341000033,0.789268083,0.319798781,0.208281673,0.23220641,0.200396109,0.24584532,0.291668497,462104.6074,74618.73211,1011104.54,549146.2405,462104.977,3300.5
45,case_46,0.807625331,1.383044224,0.540777874,3.054913864,0.350554718,0.455397569,0.330420187,0.214554051,0.204535304,0.279929663,0.386145906,0.233630254,503780.2176,85564.48584,1063712.76,560092.0259,503780.6294,3291.5
46,case_47,0.630357185,1.098412623,1.214102745,3.722823421,0.352889107,0.622250066,0.202099284,0.374842968,0.216513704,0.231782271,0.250776486,0.266349978,469252.2384,80450.76261,1024081.93,554978.271,469252.6186,3290.5
47,case_48,0.593235392,1.290039797,1.205183254,3.701311309,0.276440884,0.753823285,0.350951712,0.372197317,0.281296855,0.200102457,0.372176343,0.215605065,482151.4157,73192.8537,1029719.12,547720.3304,482151.7958,3303.67
48,case_49,0.823752623,0.77119286,1.448560209,3.933105064,0.385540288,0.617080062,0.250240141,0.250095441,0.281493433,0.280125021,0.364876218,0.255635377,473643.9312,75488.01027,1023509.49,550015.4869,473644.3114,3310.5
49,case_50,0.56119572,0.884867437,1.204401744,3.478128352,0.352059995,0.355450833,0.297559857,0.269012793,0.277998939,0.217579676,0.386075809,0.301843069,479345.0746,91209.40998,1044930.23,565736.9183,479345.4653,3279.17
50,case_51,0.793522047,0.60014083,0.815040355,3.850104846,0.321551591,0.52663337,0.391352794,0.368807958,0.254059586,0.203541455,0.260893674,0.247481768,485311.2739,85203.54285,1044888.7,559731.0512,485311.6646,3261.33
51,case_52,0.867251238,0.599122487,1.006856601,3.708648355,0.325824526,0.634841356,0.375626634,0.380353532,0.287532795,0.271121601,0.23035829,0.315922727,485337.1565,77501.17716,1037212.21,552028.6855,485337.5472,3282.5
52,case_53,0.596328836,1.347660838,0.7885192,3.900727849,0.398142041,0.371721344,0.286667421,0.347812052,0.264681397,0.223498667,0.292842413,0.375324094,504409.5725,89958.9517,1068736.39,564486.4917,504409.9843,3280.83
53,case_54,0.63130531,0.760391958,1.47155727,3.6089966,0.25095573,0.653703092,0.376605705,0.259673052,0.223089914,0.209429326,0.29385543,0.336478411,460700.7293,76151.7818,1011234.17,550679.2901,460701.0989,3298.5
54,case_55,0.729669892,0.560027045,1.302084874,3.006242505,0.358417662,0.470603803,0.354373158,0.288514029,0.285283647,0.202303195,0.226909105,0.250288244,466916.6621,90570.56274,1031866.91,565098.1028,466917.0317,3264.67
55,case_56,0.669158316,0.558521169,0.850206995,3.105331788,0.307864723,0.268544377,0.351220558,0.294505654,0.211058827,0.257897447,0.347326131,0.282135284,490338.3514,106008.8327,1070719.48,580536.3727,490338.7421,3244.5
56,case_57,0.877659548,0.685916656,0.641907733,3.857456527,0.239376877,0.584182364,0.310871773,0.29810392,0.299620888,0.276288073,0.369465143,0.203690606,481982.6563,78041.43569,1034399.01,552568.944,481983.0365,3284.33
57,case_58,0.544723223,0.586680105,0.666354631,3.047230024,0.333054953,0.583549977,0.23709059,0.339272283,0.234234123,0.213875867,0.37501453,0.373608827,481111.6358,76067.8563,1031554.69,550595.3646,481112.016,3243
58,case_59,0.649334403,0.650244982,0.516102986,3.4958793,0.312427795,0.529512575,0.334760052,0.312703131,0.20439528,0.20089625,0.279783562,0.360485563,485491.0579,82129.55764,1041994.44,556657.066,485491.4486,3250.17
59,case_60,0.61182437,0.996714574,1.16965172,3.008630531,0.39435898,0.579769694,0.3947824,0.292285163,0.202324816,0.287837035,0.384967269,0.330658075,499996.1578,76446.66117,1050812.07,550974.1695,499996.5485,3289.33
60,case_61,0.752701168,1.102419325,1.174950186,3.254773804,0.30934313,0.742964219,0.262775678,0.222302633,0.287583441,0.244512967,0.372309368,0.234370647,468062.6016,72671.50216,1015113.42,547199.0105,468062.9712,3301
61,case_62,0.888380306,1.199406029,1.157570947,3.467740907,0.324712261,0.743534486,0.247901595,0.377799484,0.202975346,0.255475417,0.318769714,0.389674638,483776.6314,71263.2006,1029414.2,545790.7089,483777.0221,3310.67
62,case_63,0.60205039,0.977317764,1.242363928,3.246577075,0.274211756,0.50577099,0.344811778,0.2185747,0.205303681,0.265984583,0.256757968,0.229478341,463238.329,87701.57744,1025320.74,562229.0858,463238.6986,3279.17
63,case_64,0.87093043,0.804522041,0.693714952,3.882242552,0.353792738,0.581638955,0.290534186,0.226780456,0.256472789,0.287990508,0.239453389,0.22279303,481393.8413,82258.92959,1038027.89,556786.4696,481394.2214,3276.33
64,case_65,0.873146716,1.121182276,0.614546445,3.20988215,0.220827952,0.442568121,0.367860303,0.380860205,0.264571662,0.269467468,0.38395903,0.326897861,504760.8192,83007.19668,1062135.75,557534.705,504761.2205,3292.67
65,case_66,0.621511233,0.959185122,0.686879173,3.57739317,0.250357815,0.490731296,0.308715915,0.323745312,0.222260388,0.239705911,0.370591606,0.234586518,482759.5766,83938.51637,1041072.77,558466.0247,482759.9674,3266
66,case_67,0.940419933,0.878750097,1.373479811,3.642945928,0.289911208,0.611276793,0.243724779,0.302213189,0.269959959,0.205712781,0.3426916,0.294092387,463736.4019,76906.76293,1015023.87,551434.2713,463736.7715,3311.5
67,case_68,0.617009334,1.415416321,1.182176989,3.815040904,0.35452715,0.246002736,0.315191991,0.28997317,0.265143106,0.225317312,0.330805928,0.329024552,496811.3674,107333.4937,1078515.11,581861.0338,496811.7686,3292
68,case_69,0.982496219,0.682729326,1.185285939,3.458701519,0.244480711,0.496226226,0.270496901,0.344267313,0.240847297,0.260233407,0.278372014,0.274901023,464315.449,84953.57154,1023649.53,559481.0799,464315.8186,3295.5
69,case_70,0.929469233,1.442758521,1.059073934,3.336510536,0.332432014,0.628942391,0.273550912,0.276592234,0.239261099,0.215638366,0.279463648,0.224491726,476584.9651,80944.24455,1031905.83,555471.7529,476585.3453,3305
70,case_71,0.656544583,1.10955369,1.04477636,3.839432744,0.380579646,0.563326487,0.234529261,0.214522979,0.294257209,0.237322714,0.271238984,0.359249851,474727.2394,78206.94311,1027311.39,552734.4515,474727.6195,3293.67
71,case_72,0.770187917,1.047350703,1.091334189,3.659663491,0.348871299,0.54660178,0.329134936,0.307371596,0.283688383,0.255378024,0.336766704,0.267366872,488007.0941,79755.1944,1042135.31,554282.7027,488007.4848,3299.17
72,case_73,0.961747449,1.472340392,1.378928349,3.422270665,0.322829259,0.438445531,0.226860743,0.256466237,0.288242019,0.206321341,0.26396762,0.35346385,472008.5251,87024.18781,1033410.8,561551.7278,472008.9053,3316
73,case_74,0.85290898,1.300202384,1.133688928,3.020688298,0.39352691,0.538164549,0.310003052,0.333820814,0.22729941,0.210329419,0.271154767,0.375468345,490528.0618,81186.77341,1046087.07,555714.2818,490528.4525,3301
74,case_75,0.854245593,1.416394382,0.847862984,3.693251125,0.238618276,0.366004079,0.229129319,0.381485373,0.232012535,0.230366566,0.293381434,0.347873393,487113.7709,92196.84891,1053683.91,566724.3573,487114.1616,3293.17
75,case_76,0.505724577,0.809511856,0.671691182,3.86575017,0.318336728,0.326112102,0.240402044,0.305552552,0.249228333,0.284688648,0.345956315,0.228649019,484925.1686,96886.89088,1056186.06,571414.4309,484925.5594,3246.33
76,case_77,0.725597665,1.014353274,1.075456703,3.208574539,0.336034129,0.602210662,0.315859845,0.378281653,0.287859844,0.207096645,0.317927347,0.30376827,485169.2102,77920.42462,1037463.55,552447.933,485169.601,3287.67
77,case_78,0.725123155,1.002327348,0.826939195,3.729922134,0.372074291,0.446591226,0.336078771,0.345602636,0.274539438,0.21411042,0.277206775,0.318213473,495478.0934,86740.963,1056589.73,561268.4713,495478.4947,3276.17
78,case_79,0.762378743,0.986640264,1.467160838,3.255430954,0.280825735,0.268880681,0.21012414,0.292023025,0.24445613,0.2868711,0.346281251,0.254791934,467268.0355,105234.5962,1046882.2,579762.1362,467268.4051,3296
79,case_80,0.587884889,0.926112451,0.9759567,3.499953098,0.276603212,0.338462644,0.357023976,0.381043277,0.233644886,0.2474748,0.334084525,0.392203964,495432.9494,92107.50784,1061911.13,566635.0162,495433.3402,3272
80,case_81,0.744084019,0.75149076,1.277017447,3.328795972,0.275540932,0.777246682,0.274390019,0.26161099,0.276130149,0.280701533,0.232606194,0.206700955,453180.7526,76072.63847,1003637.39,550600.1151,453181.1117,3289.33
81,case_82,0.711706743,1.29209595,1.405564797,3.911939699,0.30071528,0.706740224,0.260471335,0.306394384,0.209959199,0.275630438,0.291663645,0.339080148,473643.9523,73188.1032,1021209.62,547715.6115,473644.3325,3310
82,case_83,0.699063938,1.387217531,0.801734297,3.558636995,0.259108817,0.331900422,0.327795266,0.301548974,0.258858694,0.285961224,0.334347144,0.216344773,491970.5894,97841.32967,1064183.7,572368.8697,491970.9802,3279.67
83,case_84,0.7167197,0.947495493,0.606421529,3.773701439,0.303949482,0.376499085,0.393499078,0.31286588,0.246720456,0.207550756,0.392086567,0.286302021,506667.8179,89725.35378,1070760.31,564252.8621,506668.2192,3281.33
84,case_85,0.911706747,1.179053835,1.472742117,3.664572184,0.357144505,0.788868,0.278822275,0.363569102,0.237845601,0.211879429,0.306187513,0.238712512,473294.9021,73727.98169,1021400.56,548255.49,473295.2717,3316.67
85,case_86,0.848944095,1.434288915,0.702998368,3.048091859,0.281624477,0.538783088,0.266290353,0.355766907,0.20130462,0.241543233,0.214771439,0.370192907,489563.9549,83153.16371,1047089.66,557680.7037,489564.3456,3285.83
86,case_87,0.805762532,1.188926311,0.86607797,3.25349908,0.284273709,0.292866947,0.39546153,0.283647357,0.28873333,0.28840715,0.320361684,0.317777879,500883.5462,99076.64969,1074329.14,573604.158,500883.9475,3282.33
87,case_88,0.76191804,0.979030957,1.069859921,3.93594991,0.343171891,0.453795056,0.225382298,0.357442669,0.283811547,0.276363505,0.260600607,0.365535426,486045.479,83683.00281,1044102.12,558210.5112,486045.8698,3293.17
88,case_89,0.569976041,1.279337875,0.908197114,3.479310463,0.364771963,0.237262984,0.299408995,0.209738289,0.280050119,0.244461719,0.202098954,0.271155756,487788.671,122422.8869,1084584.66,596950.4269,487789.0618,3256.83
89,case_90,0.864262486,0.606038931,1.322520733,3.801182799,0.3154133,0.680869129,0.368113231,0.28101955,0.214284736,0.212956353,0.251894366,0.215873299,462539.5738,80120.53952,1017041.17,554648.0479,462539.9434,3293.5
90,case_91,0.945894534,0.805693852,0.834969017,3.775156159,0.220155063,0.527511241,0.337170549,0.381291136,0.207322606,0.208922129,0.364319586,0.26364709,484298.3798,81642.37803,1040314.95,556169.8864,484298.7706,3291.5
91,case_92,0.681294262,0.749330681,0.744439849,3.281876629,0.347956355,0.459949407,0.319922745,0.208680522,0.207680949,0.249029656,0.389453294,0.219105555,483604.3766,86171.12469,1044149.9,560698.633,483604.7568,3260.33
92,case_93,0.996504205,1.066979662,0.568555833,3.347234552,0.395698414,0.564266798,0.367973199,0.386712239,0.233807993,0.232757848,0.202334035,0.245345666,500049.3379,86513.63574,1060932.18,561041.1441,500049.7392,3282.17
93,case_94,0.762795949,1.452009373,1.123013258,3.218987444,0.376812407,0.518356343,0.274893505,0.375950723,0.258616186,0.204618675,0.399828648,0.334664254,495155.0208,79168.63433,1048694.44,553696.1427,495155.4221,3306.5
94,case_95,0.679584015,0.975803797,0.820275834,3.061375153,0.257694294,0.342313653,0.224779043,0.22576119,0.234033573,0.294033694,0.290569769,0.235935573,469692.2736,98400.02014,1042471.1,572927.5602,469692.6432,3257.67
95,case_96,0.878913082,0.895979712,1.463562765,3.88368605,0.295952535,0.367558311,0.396457586,0.30889019,0.202952471,0.263802831,0.297293558,0.253745348,482319.7738,95140.7971,1051835.39,569668.3054,482320.1645,3309
96,case_97,0.929213182,0.724317201,0.841276274,3.841558848,0.33266909,0.467003065,0.315676995,0.319744607,0.261702118,0.243055051,0.362394627,0.29336067,492005.353,82741.3587,1049118.49,557268.8987,492005.7437,3290.83
97,case_98,0.945134317,0.597391089,0.911012903,3.215958046,0.231291411,0.541198842,0.314320655,0.206658062,0.234528127,0.278624299,0.384529518,0.274538542,469519.3747,79107.70125,1023005.95,553635.2096,469519.7549,3287.83
98,case_99,0.788745951,1.229290544,0.624925221,3.793645434,0.270834588,0.434610933,0.301243482,0.249315107,0.201340672,0.299576781,0.271493333,0.382495069,489021.4138,85193.2501,1048587.38,559720.7584,489021.8045,3289.33
99,case_100,0.710424651,1.415287779,1.386658586,3.220451588,0.335298539,0.239678037,0.393253161,0.230039664,0.231688623,0.209107114,0.274474345,0.325496989,488351.5507,115476.7058,1078201.15,590004.2458,488351.9414,3298
100,case_101,0.775675327,0.812463391,0.614278965,3.878047141,0.213924072,0.602794609,0.37746903,0.258834731,0.283890528,0.289069389,0.350327047,0.349856899,489528.1142,74222.54041,1038123.19,548750.0488,489528.505,3292
101,case_102,0.599844791,0.513883525,1.180771692,3.270295885,0.385263499,0.231536705,0.272446434,0.281832797,0.230972732,0.285104858,0.26621775,0.388007859,482467.5082,111603.8765,1068446.15,586131.4166,482467.8989,3250.17
102,case_103,0.992691893,1.104938753,1.026773242,3.183129841,0.240186347,0.757244202,0.398678885,0.207382112,0.223611991,0.233969679,0.32625553,0.296530093,476958.2611,72760.81156,1024095.58,547288.3199,476958.6413,3310.33
103,case_104,0.822032704,1.10417922,1.151067474,3.898531912,0.224857187,0.551269128,0.376562103,0.379718852,0.296409114,0.279353448,0.380312333,0.24147731,490479.9926,78141.38621,1042993.62,552668.8946,490480.3834,3310.33
104,case_105,0.554288509,0.505218838,1.100031024,3.841172589,0.302663075,0.234681861,0.304543735,0.367681464,0.262518064,0.213399254,0.386244855,0.206540801,483014.8013,113390.0645,1070779.46,587917.6046,483015.1814,3245.83
105,case_106,0.719991799,1.419481805,1.11122558,3.289415408,0.222059441,0.358139051,0.249367918,0.339510541,0.28218457,0.281346768,0.280874588,0.249627607,474467.2416,95667.4692,1044511.99,570194.9775,474467.6218,3290.33
106,case_107,0.911165153,1.399749408,1.308536348,3.569931031,0.220329903,0.360808503,0.24877279,0.203654588,0.255705836,0.297935305,0.265657066,0.225434081,464168.1686,97019.65152,1035568.37,571547.1915,464168.5382,3306.5
107,case_108,0.554635768,0.521039339,1.125424573,3.316935258,0.395153112,0.523937019,0.327126496,0.370005307,0.261507588,0.263856889,0.266085891,0.369292188,484905.3475,80877.51586,1040156.86,555405.0242,484905.7382,3259.33
108,case_109,0.798507469,0.721356461,1.496581635,3.064194352,0.259439618,0.707349806,0.363548589,0.398227189,0.222843178,0.205840307,0.314170029,0.287370871,469830.3878,75365.16234,1019574.33,549892.6707,469830.768,3303.17
109,case_110,0.78089902,1.039505703,1.396739638,3.555266985,0.321931626,0.405447216,0.261236149,0.381742435,0.264826883,0.235665288,0.221311784,0.261509922,472184.0112,94987.54597,1041549.59,569515.086,472184.3914,3294.67
110,case_111,0.991380585,0.837430656,1.063790291,3.855236029,0.310365082,0.260818699,0.330694575,0.29691019,0.268372421,0.290909486,0.368791409,0.25441367,496031.184,103689.5119,1074091.17,578217.0202,496031.5747,3296.83
111,case_112,0.975530804,1.385105754,1.013059637,3.077992246,0.276394698,0.258179686,0.260251112,0.376268722,0.223477096,0.238151013,0.347050973,0.217448648,490561.7693,111545.3504,1076479.33,586072.8904,490562.1706,3291.83
112,case_113,0.626480077,1.191825936,1.010002805,3.089699063,0.29682727,0.550798746,0.232551131,0.328086135,0.226449451,0.289979786,0.308116417,0.322208681,477499.4611,79524.73181,1031400.53,554052.2402,477499.8413,3283.5
113,case_114,0.776986032,0.739353108,0.816240121,3.64663499,0.320032559,0.605508549,0.329696155,0.216284878,0.20596349,0.205141151,0.200753221,0.341766848,465580.4419,81484.97813,1021445.54,556012.4865,465580.8221,3271.83
114,case_115,0.58718394,1.254333816,1.088680357,3.099272619,0.229629618,0.374724068,0.219083671,0.256264782,0.279970349,0.226261367,0.251211604,0.351242818,464160.6816,92693.37117,1031234.6,567220.8795,464161.0512,3281.67
115,case_116,0.80444132,0.912492221,1.171672303,3.643158135,0.357715523,0.21090796,0.208967013,0.235712508,0.243868021,0.272906257,0.25943866,0.208718597,478461.7306,128875.8078,1081713.57,603403.3478,478462.1107,3272.83
116,case_117,0.892707875,1.199667965,1.015854051,3.810218304,0.379140421,0.397291936,0.226503901,0.330932523,0.262949667,0.295852848,0.348212426,0.321439847,494893.6608,86257.64713,1055522.16,560785.1555,494894.0515,3304.5
117,case_118,0.822166912,0.860354685,0.657129147,3.96608123,0.331114431,0.350747397,0.365013457,0.356166748,0.208299222,0.201754639,0.387005501,0.295380603,508007.6813,92564.18924,1074938.6,567091.7293,508008.0931,3283.5
118,case_119,0.589019823,0.915714536,0.56146829,3.636961872,0.231805198,0.777567281,0.397585294,0.318839957,0.250272382,0.265845827,0.276034615,0.396980746,490335.2573,70305.91151,1035013.46,544833.4199,490335.6586,3279
119,case_120,0.615014134,1.012251361,1.472383245,3.952816969,0.225950359,0.248686783,0.237664939,0.341248065,0.281876445,0.267777148,0.336542863,0.213323572,467849.184,109591.6598,1051820.22,584119.1681,467849.5536,3290.83
120,case_121,0.778788657,1.032382465,1.222977927,3.129703687,0.21614566,0.768662262,0.396755485,0.285110609,0.29335552,0.297749211,0.395341692,0.341252664,484303.4698,68729.85396,1027407.51,543257.3623,484303.8605,3311.67
121,case_122,0.863092133,1.194909977,0.871341473,3.403936829,0.248557465,0.406447059,0.315610636,0.240104632,0.288039429,0.21438547,0.214107516,0.347198048,473856.4618,91885.62782,1040119.59,566413.1362,473856.8419,3288.33
