Job_ID,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,District Cooling [kWh],c1: Interior Lighting[kWh],c2: Total Energy [kWh],c4: Annual Total Peak Values[kWh],c5: Annual and Peak Values-Cooling[kWh],c7: Not Comfortable[Hours]
case_217,0.539387185,0.845203361,0.615826744,3.057517589,0.391093362,0.298080935,0.29270009,0.295775582,0.23027385,0.212160106,0.395600268,0.339636256,500380.9853,97586.00613,1072336.11,572113.5461,500381.3866,3252
case_218,0.836913774,0.857184329,1.300086208,3.11471215,0.368010129,0.419257931,0.201377417,0.344359197,0.235125382,0.270408722,0.227723793,0.396153876,476699.9424,88382.1024,1039458.64,562909.6107,476700.3226,3291.67
case_219,0.758911028,0.750686367,1.456882315,3.605974266,0.38747114,0.701150816,0.246154594,0.348016647,0.224957922,0.284369692,0.312565547,0.249519283,470218.8691,75162.75937,1019760.27,549690.2677,470219.2493,3301.33
case_220,0.839436118,1.106839175,1.235924281,3.59633484,0.201604891,0.377445101,0.239374996,0.328841977,0.2264006,0.294763053,0.359322216,0.219276091,466497.1661,92011.45273,1032888.44,566538.9927,466497.5357,3301.67
case_221,0.968756856,0.819078504,1.275061537,3.933223418,0.330264516,0.462048427,0.201107114,0.33854375,0.26651789,0.257931185,0.368662849,0.264042103,472876.9373,83152.78367,1030407.52,557680.292,472877.3174,3308.5
case_222,0.998446283,1.462791284,0.762886352,3.138822199,0.29626355,0.658486712,0.306062783,0.285534387,0.24672675,0.209713807,0.320920812,0.236746021,487003.0915,77983.8913,1039360.32,552511.3996,487003.4822,3304.67
case_223,0.866485982,1.432269727,1.013765506,3.564166268,0.397328353,0.322831561,0.336250432,0.221693262,0.249870244,0.213479971,0.332628362,0.335983911,496282.9555,96187.74396,1066841.12,570715.284,496283.3462,3302.83
case_224,0.742435223,1.039166027,0.941788685,3.327160227,0.206745258,0.203404479,0.287296105,0.394519542,0.285599873,0.283426011,0.331123909,0.217884308,487135.9258,122935.5609,1084444.8,597463.1009,487136.3165,3266
case_225,0.637979017,0.773999207,1.083865684,3.56102719,0.336746849,0.712130107,0.28715471,0.35948581,0.288288712,0.266622785,0.201779442,0.242601772,469308.671,78100.72193,1021788.3,552628.2303,469309.0406,3270.67
case_226,0.792539742,1.056872177,1.152543324,3.805929061,0.328760735,0.236174566,0.28287896,0.399238888,0.297733622,0.249431707,0.271159575,0.281882032,494443.847,113674.5562,1082489.4,588202.0962,494444.2378,3282.33
case_227,0.775016671,0.717792408,0.726917711,3.71614854,0.2714833,0.444030576,0.346211218,0.290386684,0.206870925,0.287957865,0.294415651,0.330737564,485626.2682,85611.51579,1045611.57,560139.0241,485626.6589,3269.5
case_228,0.920625314,1.447381284,0.71842461,3.301020584,0.218396093,0.303016389,0.211010718,0.258400626,0.242805964,0.23286455,0.230812708,0.391898023,479235.4512,101588.7141,1055199.94,576116.2224,479235.8314,3291.5
case_229,0.992705447,0.959149259,0.638351595,3.356181811,0.222569243,0.472083846,0.349814307,0.375710956,0.206384074,0.290339163,0.226142098,0.394034244,491533.3421,84902.58284,1050807.84,559430.0912,491533.7328,3284.5
case_230,0.934193232,0.921780204,0.877145306,3.459320321,0.216970704,0.710729603,0.378752252,0.376347721,0.243814157,0.205282034,0.385522763,0.272021115,487347.7171,73454.79627,1035175.74,547982.3046,487348.1078,3300.67
case_231,0.707330417,0.822784798,0.578164864,3.69314342,0.247785649,0.267721589,0.38958822,0.34223482,0.296614959,0.232912554,0.342073525,0.393560818,507825.0672,99666.88348,1081858.72,574194.3918,507825.479,3276.17
case_232,0.813776419,0.87269346,0.563577458,3.742263,0.342469738,0.558372312,0.359817968,0.348770594,0.272868869,0.208512607,0.335358512,0.323455119,503455.2019,78512.97032,1056336.31,553040.4787,503455.6138,3284.17
case_233,0.50006333,0.548699648,1.182974733,3.629014154,0.254400096,0.268286842,0.222928276,0.276137413,0.259581242,0.285114171,0.274972951,0.214304807,457716.5472,110601.9011,1042701.03,585129.4411,457716.9168,3248.33
case_234,0.629744573,1.182645757,0.923371679,3.857401866,0.333711864,0.780740511,0.217358489,0.253816651,0.239526788,0.227438308,0.358347228,0.233355132,470863.2086,72137.00757,1017378.64,546664.4842,470863.5782,3290.67
case_235,0.517557004,1.4995973,1.139399773,3.498606036,0.2706732,0.20013877,0.39628688,0.262512705,0.285649037,0.273111647,0.25253346,0.226746125,493722.4618,130726.8876,1098820.57,605254.4276,493722.8525,3272.67
case_236,0.700927418,0.520462168,1.44115212,3.452282892,0.302315867,0.744853057,0.363066205,0.291530337,0.290186237,0.216185151,0.380041166,0.261960404,468130.9776,72151.00571,1014661.28,546678.5141,468131.3578,3300.67
case_237,0.744903088,0.759747132,0.837976702,3.44332841,0.210217746,0.624926024,0.347184684,0.331920482,0.234348335,0.294694043,0.248517388,0.225081547,468064.5763,80846.82763,1023290.71,555374.336,468064.9565,3268.17
case_238,0.681279008,0.609737627,1.261904393,3.122077529,0.305590014,0.240487292,0.283341803,0.251399283,0.223057412,0.263446368,0.224486316,0.381976929,469889.7984,113791.9252,1058060.47,588319.4652,469890.1786,3261.33
case_239,0.90520132,1.206376672,0.599085515,3.249791162,0.322487042,0.3890846,0.221397122,0.397963321,0.231824472,0.29721245,0.258024414,0.381422875,501566.0179,89627.71517,1065562.49,564155.2552,501566.4192,3282.67
case_240,0.825483215,0.892548957,0.587348411,3.39640496,0.207190619,0.317731705,0.25153129,0.215623852,0.290740815,0.265256,0.347845734,0.367604848,475707.9571,93180.39243,1043265.25,567707.9008,475708.3373,3277.5
case_241,0.569979291,1.289212269,0.927098677,3.911207544,0.248165349,0.792132472,0.200744415,0.256992849,0.238860818,0.203454297,0.208169372,0.29303183,458415.577,74838.99696,1007636.93,549366.5053,458415.9466,3287.83
case_242,0.830759947,1.175765584,1.312270468,3.967913444,0.360444742,0.508830805,0.34307598,0.256145301,0.201551658,0.278672206,0.217847901,0.330492515,480729.9024,84281.91418,1039387.15,558809.4542,480730.2826,3305
case_243,0.76628132,1.118903357,1.370938998,3.947632241,0.235017074,0.446921455,0.341158781,0.329593692,0.243132623,0.256015178,0.395207642,0.383193056,488077.0752,80666.49865,1043116.56,555194.007,488077.4659,3317
case_244,0.893621606,0.686557459,0.812461785,3.64176613,0.217779461,0.486659475,0.230707546,0.305685774,0.24617684,0.253855361,0.393146372,0.337389861,470768.5488,79901.66815,1025048.69,554429.1765,470768.929,3289
case_245,0.576462111,0.828496552,0.670826182,3.277858145,0.372283302,0.462769218,0.389795873,0.205666004,0.272974258,0.211966001,0.330000487,0.305265833,491436.3802,84759.08607,1050567.42,559286.5944,491436.7814,3258.67
case_246,0.801495321,1.098593132,1.310410638,3.635335553,0.23869308,0.776305184,0.399916657,0.228122699,0.205135978,0.205513087,0.345982737,0.332692471,472870.2317,71221.61789,1018469.67,545749.1262,472870.6118,3316
case_247,0.727409034,1.049274763,0.996155932,3.475659054,0.215541325,0.466502578,0.353742896,0.296171364,0.292485752,0.26470677,0.225969081,0.267711507,470190.431,88281.7085,1032850.8,562809.2485,470190.8112,3280.33
case_248,0.736320691,0.526568979,1.114341101,3.209878698,0.290643668,0.639886876,0.223271394,0.368516403,0.294052521,0.200780217,0.276445392,0.264428624,457846.2874,78640.94879,1010869.78,553168.4571,457846.6464,3268.67
case_249,0.587889739,1.451419208,1.194494156,3.473788585,0.225481506,0.755297021,0.257556309,0.20892357,0.261598267,0.222353998,0.349464289,0.248265813,459920.4509,72953.84021,1007256.19,547481.3486,459920.8205,3300
case_250,0.652559741,1.272179724,0.957529072,3.929118086,0.262957904,0.33963587,0.329850254,0.312574729,0.204748962,0.273181157,0.24915625,0.3903763,489417.9418,94560.79272,1058351.32,569088.3327,489418.3325,3286.17
case_251,0.826555635,0.904297108,1.273802166,3.1015014,0.337302286,0.379701164,0.256520998,0.239151231,0.252499726,0.279572679,0.225025084,0.317095625,469398.7795,94207.60888,1037985.29,568735.1489,469399.1491,3288.83
case_252,0.613583018,0.643202381,1.11863765,3.73383761,0.27934326,0.390682493,0.33438935,0.248514862,0.254142457,0.212397484,0.295374404,0.382342132,469574.6669,88595.33651,1032548.86,563122.8765,469575.047,3273.83
case_253,0.708974405,1.36872063,1.339032027,3.984382676,0.397931185,0.501812218,0.302800624,0.310567133,0.267132646,0.266401187,0.308948686,0.304831779,493067.4778,81362.06686,1048800.98,555889.5752,493067.8685,3311.83
case_254,0.959737526,1.444848642,0.653815389,3.426090386,0.220560193,0.738032409,0.268700671,0.395133963,0.267644907,0.210073996,0.2496952,0.342085458,486555.527,74069.76433,1034998.77,548597.2727,486555.9178,3300.83
case_255,0.756482284,0.781804558,0.796347627,3.020634808,0.359170277,0.662648707,0.254251602,0.369386419,0.292532358,0.220473747,0.294616435,0.358739076,486808.3018,74585.16191,1035766.87,549112.6703,486808.6819,3270.67
case_256,0.524124414,0.649126605,1.112001765,3.007208057,0.250636402,0.292459744,0.200229242,0.391256959,0.290869599,0.208385313,0.37349163,0.266374978,466138.3056,100768.9045,1041287.13,575296.4128,466138.6752,3247.83
case_257,0.876934298,0.853499891,0.794012486,3.200695083,0.239026018,0.751034593,0.338334453,0.386244356,0.247827493,0.234756816,0.294893548,0.352488666,484786.9594,72222.70659,1031383.7,546750.1833,484787.3501,3285.83
case_258,0.575880364,1.16473476,1.458047865,3.129624118,0.399584486,0.554329969,0.345798679,0.362419148,0.251778948,0.269992082,0.244050884,0.252899691,482872.1779,83662.29063,1040909.11,558189.799,482872.5686,3293
case_259,0.558941252,1.052421913,0.971351971,3.285847591,0.350722797,0.396819073,0.24749362,0.232624007,0.279511911,0.206357254,0.212223839,0.325524589,469808.2224,94166.78625,1038353.78,568694.3263,469808.592,3263.5
case_260,0.965340676,1.040721057,0.60563834,3.364563037,0.326630827,0.737617556,0.252669055,0.298018464,0.242317613,0.253294491,0.30079866,0.302684192,484772.6506,73419.35754,1032566.06,547946.8659,484773.0413,3294.83
case_261,0.619721825,0.562604039,1.08351136,3.099918745,0.201101688,0.360629412,0.318277599,0.314354096,0.230006167,0.207235365,0.295683315,0.298465755,463670.9933,96006.9716,1034058.68,570534.5116,463671.3629,3248.67
case_262,0.760921573,1.492562824,0.860345637,3.596072428,0.232647311,0.467897494,0.288810804,0.318816775,0.217058397,0.298331508,0.388403128,0.325788451,490345.2998,81249.76504,1045967.36,555777.2734,490345.6906,3301.5
case_263,0.764387956,0.935206036,1.292703099,3.980189247,0.326773286,0.441444446,0.241776997,0.376066019,0.241117466,0.243261955,0.260970429,0.380756673,480768.8899,85232.48923,1040376.69,559759.9976,480769.2806,3297.83
case_264,0.961736041,1.427769454,1.220444249,3.841548452,0.307970475,0.61262272,0.370027754,0.364233548,0.203877871,0.241620197,0.268250309,0.242942856,487698.4781,80930.4681,1043002.08,555457.9764,487698.8688,3316.67
case_265,0.724118694,1.274782285,1.386893183,3.149439314,0.247053684,0.535962527,0.356921909,0.298693119,0.245814612,0.225492287,0.227095278,0.278119351,467434.7674,85393.97456,1027208.27,559921.4829,467435.1475,3299.83
case_266,0.844311692,1.151967857,1.188656324,3.779258857,0.379212848,0.580882751,0.262681152,0.2208174,0.218019788,0.286961909,0.318350485,0.380333573,480426.7882,76078.33907,1030880.55,550605.8474,480427.1789,3311.17
case_267,0.511551432,1.212680884,1.023199318,3.347973899,0.20096705,0.247059846,0.31651947,0.236836228,0.223135951,0.204772442,0.242369015,0.357622548,471543.7584,114651.5757,1060573.55,589179.1157,471544.1386,3261.17
case_268,0.770044161,0.535691919,1.318584925,3.579175817,0.368358308,0.578961813,0.300250886,0.304363371,0.259925719,0.249091354,0.375895929,0.341238916,477585.3562,76019.05283,1027980.71,550546.5612,477585.7363,3301.83
case_269,0.880137675,0.764131312,1.283878488,3.926588557,0.316876299,0.716899493,0.240722376,0.370940743,0.276914476,0.290458749,0.355966642,0.307134927,478090.8845,71153.27403,1023620.31,545680.7824,478091.2646,3309.67
case_270,0.98557464,0.68497639,0.60387888,3.507971131,0.388951662,0.734914915,0.294114251,0.386301819,0.255449633,0.221541069,0.235490097,0.382080361,495223.0483,73593.06749,1043186.85,548120.5442,495223.439,3282.17
case_271,0.563647862,1.025150128,0.744143426,3.028168097,0.316266675,0.665955154,0.285910435,0.317395998,0.285837638,0.245052201,0.342971886,0.241853911,483181.8288,75847.71813,1033404.1,550375.2265,483182.2195,3262.17
case_272,0.940577222,1.110923284,0.821981619,3.093333089,0.374141633,0.278982672,0.343417573,0.252972219,0.250107587,0.299148495,0.269391619,0.308890703,502166.2166,104797.1385,1081331.9,579324.6785,502166.6179,3280.33
case_273,0.666467887,0.657546524,0.800182375,3.264864068,0.34987636,0.374602128,0.326873476,0.202708243,0.262062521,0.285204783,0.297086683,0.360065197,482942.6131,89751.79823,1047069.02,564279.3066,482943.0038,3255.33
case_274,0.873298287,1.487253293,1.322278462,3.024345398,0.21736074,0.606355795,0.314735112,0.305946476,0.219277104,0.213537439,0.217008149,0.217047215,464513.0054,85489.58629,1024383.02,560017.0946,464513.375,3305.5
case_275,0.705272782,0.722731174,0.522273876,3.081304926,0.372859752,0.52319359,0.223514296,0.235776574,0.297410007,0.205116321,0.270871107,0.344691556,478710.3974,81671.83113,1034758.19,556199.3395,478710.7776,3255
case_276,0.75556496,1.226320528,0.709836682,3.979054031,0.257697838,0.691234758,0.320420329,0.288094446,0.207025992,0.2280097,0.38344784,0.363661121,492631.1702,71569.35449,1038572.1,546096.8628,492631.561,3303.83
case_277,0.81868029,0.84977404,0.849713771,3.06470925,0.207970078,0.286483765,0.338654869,0.368181178,0.226980724,0.267488498,0.266479944,0.246776316,482664.2938,108593.1047,1065632.11,583120.6447,482664.6739,3258
case_278,0.731979032,1.154408343,1.127419544,3.901699906,0.217694456,0.364356829,0.315189928,0.323016821,0.258566164,0.246265302,0.331792446,0.239347079,478289.6026,93495.03388,1046160.72,568022.5422,478289.9827,3292.17
case_279,0.557566021,1.466455416,1.178273675,3.39133301,0.323110654,0.418763119,0.362964142,0.309592493,0.227811686,0.271955143,0.321338822,0.351701211,492506.1926,86465.46567,1053343.25,560992.974,492506.5834,3296.33
case_280,0.667459158,0.515259201,0.565494216,3.739619232,0.258062502,0.487367094,0.318687267,0.376562916,0.268116701,0.225757957,0.286041079,0.340696549,485922.3706,82927.86333,1043223.92,557455.3717,485922.7613,3250.67
case_281,0.835245215,0.652576398,0.852956152,3.060223326,0.26112827,0.447739968,0.280907436,0.241958954,0.240220916,0.276544033,0.381713116,0.376325581,476613.1286,81648.87038,1032638.63,556176.3787,476613.5088,3278.33
case_282,0.782020503,0.502397563,0.956868039,3.351437642,0.308196134,0.283689496,0.231569024,0.307848996,0.29495949,0.262374192,0.361739859,0.209898735,473339.9194,103659.8054,1051377.39,578187.3454,473340.2995,3254.83
case_283,0.911931072,1.139974627,1.350956914,3.222981809,0.273617803,0.488096676,0.298539592,0.284308033,0.218200481,0.243928388,0.253870068,0.398652959,471125.3712,83366.93621,1028870.66,557894.4446,471125.7514,3309.5
case_284,0.548845608,0.828953528,0.743134911,3.464119271,0.305930135,0.276638159,0.201605427,0.383660026,0.266870484,0.244446561,0.248985238,0.239022311,479334.3878,111521.0278,1065231.19,586048.5678,479334.7786,3238
case_285,0.635141405,1.11775796,0.643644952,3.320243526,0.381224107,0.486121085,0.242814671,0.300621901,0.214617708,0.215488741,0.20348803,0.284217024,481794.7728,90451.00849,1046620.78,564978.5485,481795.153,3257
case_286,0.812959002,0.944207028,1.434767296,3.798052517,0.330538906,0.453028166,0.349242212,0.336361943,0.280159546,0.238432111,0.224589804,0.260697741,475533.6326,89919.42754,1039830.03,564446.9676,475534.0128,3298.83
case_287,0.601059703,0.693014364,0.734426343,3.669052463,0.354988455,0.741354801,0.285307803,0.371831802,0.285161922,0.266807571,0.285900957,0.36563829,490643.5776,71334.86981,1036350.64,545862.3782,490643.9683,3267.67
case_288,0.699195927,1.421060422,0.687497874,3.531815974,0.306524199,0.522081422,0.387216987,0.377159084,0.234226644,0.290902342,0.282466232,0.205122126,500430.0998,85374.27582,1060173.47,559901.7842,500430.5011,3283.83
case_289,0.696313883,1.220914035,1.193302539,3.544387278,0.269327505,0.395221437,0.238509947,0.357536431,0.258647934,0.226060254,0.242537062,0.208703918,468124.6099,97826.47644,1040330.38,572353.9848,468124.9901,3286.17
case_290,0.603093287,0.951075207,1.402799443,3.991138714,0.26195385,0.503539115,0.385431929,0.289770237,0.241401674,0.232337043,0.367676193,0.365115231,483503.4547,78930.60261,1036808.52,553458.111,483503.8454,3307.67
case_291,0.937319389,1.241700035,0.84140569,3.253502011,0.376191453,0.636161079,0.385124457,0.258825125,0.250550673,0.211803399,0.379296998,0.361579112,502374.2275,74058.48981,1050801.21,548585.9982,502374.6288,3308
case_292,0.780269318,1.397055311,1.390173742,3.453866886,0.377622608,0.44049876,0.316861799,0.242207718,0.293675389,0.293410814,0.357966824,0.313786336,489885.4435,83345.49562,1047603.37,557873.004,489885.8342,3316.83
case_293,0.998917452,0.621470116,1.353059205,3.808408602,0.241201541,0.407863173,0.326476686,0.267217343,0.225057311,0.229378168,0.322381503,0.288559635,465985.2595,89263.09846,1029628.32,563790.6068,465985.6291,3305.83
case_294,0.893040091,0.920178687,0.945781817,3.158119533,0.212157498,0.564630806,0.265099354,0.391692377,0.20906747,0.227742795,0.272625722,0.24367836,467700.5414,83785.74029,1025865.71,558313.2486,467700.911,3282.33
case_295,0.72794856,1.294797494,1.475552786,3.536810063,0.315594837,0.38827435,0.317367529,0.257389265,0.24116538,0.202614809,0.3934848,0.262444628,478058.0323,90078.3476,1042512.56,564605.8876,478058.4125,3313
case_296,0.628840386,1.02000092,0.652359199,3.090187418,0.263873958,0.719783415,0.370505416,0.226837465,0.232661615,0.295754037,0.320219039,0.326222911,485507.9856,72505.32967,1032387.13,547032.838,485508.3763,3277.83
case_297,0.890686262,0.648301118,1.479440889,3.58739787,0.352027432,0.437424861,0.290383074,0.395812653,0.290355877,0.295466245,0.321604673,0.348851174,485860.0138,83533.14037,1043766.85,558060.6487,485860.3939,3309.5
case_298,0.826144197,1.178215534,0.907208732,3.832631541,0.214221688,0.662833302,0.284227171,0.252548388,0.239355181,0.24435877,0.293412977,0.396499703,472688.8742,73426.99001,1020493.71,547954.4667,472689.2544,3302.33
case_299,0.815328021,1.156701207,1.164443421,3.753572398,0.204410454,0.258501208,0.271545983,0.364566766,0.26790952,0.265543458,0.222827308,0.226105572,474283.9094,116390.0686,1065051.33,590917.6086,474284.2896,3285.5
case_300,0.813312548,0.999589277,1.46798644,3.029036234,0.275869467,0.338805626,0.330553341,0.384959137,0.230626591,0.244567353,0.354994545,0.284518056,483452.2493,95348.64731,1053175.36,569876.1557,483452.64,3304.33
case_301,0.864504447,1.293097125,0.95605828,3.67146147,0.373567101,0.265213553,0.226422841,0.203227518,0.209805697,0.285625094,0.339181551,0.359235509,488107.3613,101898.7317,1064379.07,576426.2401,488107.752,3298.17
case_302,0.526895145,0.982757515,0.566992418,3.785604944,0.248610164,0.47333933,0.355979333,0.217124424,0.289671275,0.286476342,0.293087246,0.204017522,482882.7485,86387.65248,1043645.05,560915.1608,482883.1392,3260.67
case_303,0.577520601,0.678678587,1.184456533,3.237301791,0.224683003,0.742985802,0.308851816,0.363452071,0.27440998,0.220068206,0.307910175,0.283477162,461498.8963,73600.03489,1009480.3,548127.5116,461499.2659,3274.83
case_304,0.715697363,1.448513665,0.584529393,3.330834894,0.278461081,0.326053808,0.234608676,0.205187841,0.217793613,0.299881637,0.328840872,0.279441365,485803.6339,96881.31696,1057058.67,571408.857,485804.0141,3279.67
case_305,0.610429056,1.443419435,0.858876898,3.675631304,0.376299949,0.457349909,0.399266923,0.205303921,0.226299346,0.262244181,0.248371231,0.2083072,492637.0416,91608.42031,1058617.01,566135.9287,492637.4323,3278.67
case_306,0.73908394,1.48473669,1.263041657,3.714021621,0.20000842,0.570843955,0.292775198,0.207398921,0.277797956,0.220700991,0.270652163,0.266502345,461126.8253,81145.22237,1016653.56,555672.7307,461127.1949,3306.5
case_307,0.880984092,0.892281995,0.870183943,3.527337342,0.349211633,0.306695495,0.360379523,0.363030077,0.207670432,0.23830372,0.290651476,0.315464894,499210.0819,101822.7871,1075402.35,576350.2954,499210.4832,3275.83
case_308,0.537376945,0.807782298,0.519658039,3.514395152,0.257836517,0.791112303,0.209529697,0.300449859,0.275850739,0.293270451,0.281286994,0.371683548,473514.3494,69855.08906,1017747.04,544382.5974,473514.7296,3269
case_309,0.602028885,0.746869882,0.561092476,3.80258865,0.29832476,0.341457687,0.399599765,0.347842432,0.20558524,0.2863713,0.302727272,0.356596014,506805.4358,93263.01946,1074435.55,567790.5595,506805.8371,3263.5
case_310,0.941976576,1.098908471,1.097214143,3.523747859,0.267872143,0.67498479,0.354480589,0.369727772,0.228603953,0.288524196,0.218620373,0.203144652,474447.4838,80950.1035,1029774.87,555477.6118,474447.864,3298.83
case_311,0.889515752,0.85027548,1.107621367,3.182734823,0.203789065,0.451740101,0.387332288,0.214404904,0.257889201,0.260405303,0.233860742,0.281137358,463521.8755,89313.23207,1027215.87,563840.7721,463522.2451,3288.17
case_312,0.547685043,0.779208205,0.582470049,3.573299171,0.37196607,0.621928843,0.328423593,0.37382391,0.214161032,0.267866369,0.220494536,0.222444525,487399.1654,83029.04898,1044801.43,557556.5573,487399.5562,3237.5
case_313,0.538993904,1.44235208,1.091856621,3.619294542,0.268506697,0.221258055,0.391715787,0.284226584,0.27805977,0.298422603,0.310288732,0.303291538,498761.208,112841.6985,1085972.52,587369.2068,498761.6093,3279.67
case_314,0.947185573,1.342185908,0.697324151,3.039366329,0.394133135,0.444639616,0.279904802,0.239304395,0.267606923,0.289698688,0.342294898,0.269771424,501287.2022,85293.04227,1060949.07,559820.5506,501287.6035,3294
case_315,0.843375982,0.971362498,0.99844375,3.790604941,0.283770372,0.586195281,0.226721099,0.26672722,0.282767568,0.212264903,0.398651482,0.362314396,472923.359,74534.58492,1021835.73,549062.0933,472923.7392,3303.17
case_316,0.902231478,0.741659747,1.199095196,3.951622197,0.213396412,0.646073994,0.235605944,0.307023619,0.283726791,0.232013662,0.311772318,0.356310262,461070.3504,73943.17934,1009395.07,548470.6877,461070.72,3306.83
case_317,0.595564252,0.964845322,1.24800025,3.215766491,0.303557278,0.239519719,0.398785976,0.235398282,0.296732489,0.22592175,0.279015488,0.321715213,483688.5504,112514.2624,1070577.19,587041.7707,483688.9411,3274
case_318,0.767221791,0.927486482,0.776594414,3.634305057,0.346555273,0.39452368,0.255859036,0.345666159,0.22806543,0.27771485,0.255089014,0.343620103,490226.7955,90547.76034,1055146.89,565075.3004,490227.1862,3271.67
case_319,0.71701708,0.683595934,1.464708768,3.155759707,0.376686433,0.366391948,0.381737602,0.240748002,0.283895174,0.250663974,0.329289174,0.343866472,482690.5459,90152.04369,1047217.3,564679.552,482690.9366,3293.17
case_320,0.693879673,1.215398285,0.832657019,3.859112585,0.361994095,0.691390643,0.332251511,0.39712465,0.215634875,0.226764099,0.267055957,0.295009395,495164.3347,76293.60006,1045828.69,550821.1084,495164.7254,3286.33
case_321,0.597128317,0.931864567,0.845551491,3.493983866,0.270961226,0.359067686,0.353974967,0.248826726,0.208518602,0.280282261,0.312147262,0.266116228,482041.6339,95027.86188,1051444.4,569555.3702,482042.0246,3258
case_322,0.640653566,0.697586539,0.983517094,3.267291764,0.275297745,0.720740256,0.218667946,0.216733019,0.235019985,0.239996598,0.271876685,0.321872568,451817.3722,74433.43094,1000635.25,548960.9393,451817.7312,3276.17
case_323,0.854060649,0.963175937,1.121427109,3.467478348,0.386161971,0.575904334,0.228999868,0.278274352,0.276813515,0.272494894,0.399084656,0.247015834,479183.665,77330.28584,1030889.76,551857.7942,479184.0451,3303.17
case_324,0.752689507,1.417815671,0.802949045,3.569046973,0.269141756,0.490446378,0.295047918,0.392818458,0.291491994,0.20124058,0.309181635,0.226416477,487259.5728,86009.57602,1047642.4,560537.0844,487259.9635,3287.5
case_325,0.821138815,0.853913206,1.03614596,3.920714596,0.3075345,0.753577793,0.2667936,0.388155644,0.209453593,0.25740049,0.359828913,0.333809895,484697.8858,70565.85887,1029637.81,545093.3672,484698.2765,3301.17
case_326,0.678559613,1.416267783,1.36684024,3.775235607,0.385939972,0.57429252,0.371013505,0.255298034,0.202094862,0.296444579,0.22400812,0.39891347,487086.6739,78725.76105,1040185.74,553253.2694,487087.0646,3309
case_327,0.676557929,0.685296475,1.449601251,3.551324785,0.240303337,0.54332496,0.363733321,0.353149108,0.277573292,0.259480145,0.357013431,0.378863818,477146.831,76857.64276,1028380.91,551385.1511,477147.2112,3304.83
case_328,0.647463031,1.278144473,0.54077743,3.456741066,0.317847803,0.214991603,0.234941443,0.325850429,0.216263201,0.214017942,0.242875167,0.296684316,497647.0118,127826.9924,1099843.98,602354.5324,497647.4026,3255.5
case_329,0.654132164,1.013720463,0.585002179,3.191303086,0.298585218,0.3709103,0.380561226,0.39211556,0.273829863,0.240801052,0.373716797,0.288855227,509962.5274,90396.56776,1074725.19,564924.1078,509962.9286,3274.17
case_330,0.627849183,0.678750183,1.307764035,3.351188128,0.202617349,0.736143034,0.374539048,0.204151751,0.225769576,0.261087395,0.261501538,0.376508193,451508.5872,72816.42408,998709.57,547343.9324,451508.9568,3291.83
case_331,0.660873162,1.409110377,1.128402081,3.332806139,0.237401744,0.533334969,0.313536796,0.208650743,0.299914967,0.272274154,0.316717727,0.291453146,471497.4845,80108.37824,1025984.1,554635.8866,471497.8646,3300.33
case_332,0.574856343,0.724548836,0.705881535,3.387012465,0.396843511,0.758677783,0.200369746,0.365856759,0.224766573,0.236182983,0.276628881,0.329278555,478341.5578,73232.18784,1025949.81,547759.6962,478341.9485,3255.5
case_333,0.730410691,1.35910809,1.216902319,3.345558928,0.331646245,0.678223263,0.331252024,0.245030365,0.260701592,0.252969822,0.351342933,0.345931011,483137.3501,72942.05897,1030453.97,547469.5673,483137.7302,3312.17
case_334,0.622564725,0.847677527,1.050476926,3.085513285,0.310893832,0.61904383,0.24354242,0.382091319,0.256063563,0.23695639,0.360529808,0.297875494,475709.2349,76146.68293,1026232.81,550674.1913,475709.615,3275.33
case_335,0.985712312,1.393881801,0.661206465,3.66280939,0.365195138,0.616113234,0.271264283,0.374220511,0.22867576,0.200002897,0.398888044,0.221994424,498259.5235,77796.68993,1050426.01,552324.1983,498259.9248,3308.67
case_336,0.997112028,1.393232589,1.053579109,3.820667785,0.221497013,0.556870783,0.228570322,0.269662415,0.215475109,0.267220608,0.24046707,0.322686343,468857.7062,81176.2273,1024413.01,555703.7356,468858.0758,3311.67
case_337,0.636036053,0.608044933,1.160851184,3.789378853,0.399972484,0.350627561,0.357137032,0.360869713,0.239752994,0.261178493,0.385418163,0.276133971,499168.4227,91763.12826,1065301.06,566290.6683,499168.824,3274.83
case_338,0.501311821,0.895715278,1.211587765,3.909505754,0.250101338,0.275198141,0.388254229,0.392373844,0.218803396,0.227038431,0.240703122,0.394261054,488823.8784,105099.4603,1068296.12,579627.0003,488824.2691,3268.83
case_339,0.588291691,1.398175629,0.522585718,3.772290541,0.201345338,0.494177064,0.369570791,0.329452257,0.262702756,0.222785022,0.383566779,0.2604661,499173.9139,81878.69957,1055422.12,556406.2079,499174.3152,3292.67
case_340,0.567650981,0.575477232,0.914549641,3.416568237,0.3621725,0.530639855,0.321468474,0.261037897,0.260107081,0.226641763,0.252814012,0.367103814,472800.9898,81543.94767,1028722.74,556071.456,472801.3699,3251.33
case_341,0.979885891,1.433965023,1.347615786,3.841003636,0.235890894,0.621050731,0.248505862,0.377254021,0.298957144,0.276204408,0.232785385,0.257592648,472042.6656,79085.56392,1025506.29,553613.0723,472043.0352,3317.83
