Job_ID,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,District Cooling [kWh],c1: Interior Lighting[kWh],c2: Total Energy [kWh],c4: Annual Total Peak Values[kWh],c5: Annual and Peak Values-Cooling[kWh],c7: Not Comfortable[Hours]
case_92,0.74917754,0.749754085,1.075411803,3.218522723,0.364473313,0.531239898,0.391825589,0.351716996,0.291249735,0.24556502,0.20410894,0.388232253,487454.1091,81952.7757,1043780.09,556480.3157,487454.4998,3274.5
case_93,0.713468865,0.996447771,1.395334477,3.473259751,0.282692057,0.243526136,0.341643727,0.366170021,0.273717174,0.274126097,0.335190532,0.345096942,491202.3494,106193.5954,1071767.94,580721.1038,491202.7402,3297.33
case_94,0.870763112,1.045664182,0.77849445,3.439616604,0.310279261,0.254956945,0.219140236,0.25432165,0.27710241,0.289189904,0.363763938,0.335070953,487443.1901,102462.236,1064278.62,576989.7444,487443.5808,3282.83
case_95,0.533330914,1.028353887,0.570429361,3.41213343,0.363754897,0.729582548,0.237854934,0.216093317,0.269990047,0.264986567,0.252019914,0.231076117,476156.9472,76459.04414,1026992.77,550986.5525,476157.3274,3260.33
case_96,0.786959866,1.351582325,0.632933915,3.446042004,0.333369073,0.67107995,0.382135446,0.266085766,0.269696869,0.282281945,0.257597607,0.207266547,494616.5136,78918.94805,1047906.42,553446.4564,494616.9149,3289.83
case_97,0.535619277,0.584247064,1.201659011,3.613227889,0.22352272,0.24518813,0.334764704,0.389865065,0.232802618,0.251708868,0.381073677,0.244395897,479911.8826,109308.0232,1063595.49,583835.5632,479912.2627,3255.83
case_98,0.804283151,0.865362861,0.501782194,3.530256219,0.284882891,0.722488318,0.289263217,0.387706608,0.236175649,0.217303612,0.233598214,0.285787066,483453.8755,76875.66299,1034703.98,551403.1397,483454.2557,3269.67
case_99,0.983800189,0.857512013,1.328975792,3.410174259,0.34629782,0.332934268,0.375198984,0.383221667,0.221088948,0.273696442,0.308189073,0.296406006,493554.6,97202.29241,1065128.18,571729.8324,493555.0013,3303.67
case_100,0.55682507,1.316898723,0.675467445,3.365274102,0.333220402,0.322019759,0.272098805,0.372799731,0.261734525,0.265468691,0.347276274,0.31554358,501651.5962,95283.50212,1071303.83,569811.0421,501651.9974,3268.83
case_101,0.718920534,0.709727871,1.06977436,3.046176334,0.233987822,0.203832908,0.381121123,0.319785533,0.291546277,0.203352991,0.302183591,0.201741034,485399.7034,131038.6471,1090812.19,605566.1871,485400.0941,3249.83
case_102,0.750907492,0.910372569,1.088131795,3.931460112,0.31964989,0.513265825,0.364465509,0.203477526,0.273517914,0.245910525,0.380582379,0.329887294,486660.145,78427.9047,1039461.5,552955.413,486660.5251,3302.5
case_103,0.676078658,0.955426528,0.508770033,3.913481208,0.343475604,0.44339523,0.295814575,0.215950728,0.28989352,0.252812968,0.217391635,0.338647912,487190.9011,87193.55897,1048757.74,561721.0673,487191.2918,3268.33
case_104,0.528742032,1.324769624,1.249063378,3.25529475,0.261516877,0.595057891,0.248861758,0.387011188,0.200984881,0.251462123,0.314347712,0.362198657,475470.0403,77241.26147,1027088.28,551768.7698,475470.4205,3293.33
case_105,0.933578537,1.458127152,0.953595355,3.884643979,0.25601082,0.406041216,0.247181443,0.293271643,0.295162819,0.243819748,0.31911906,0.281687919,482852.6947,87965.99027,1045193.32,562493.4986,482853.0749,3305.83
case_106,0.58061726,0.554696846,0.730749479,3.336733026,0.387197813,0.687725053,0.213290293,0.207562726,0.219708308,0.259260931,0.370362707,0.37210526,469496.1322,71978.59423,1015853.59,546506.1026,469496.5123,3265.83
case_107,0.572130185,0.572129936,0.93338945,3.983736474,0.276516563,0.422166827,0.376979454,0.220270375,0.294498597,0.292998387,0.263332383,0.21871847,473925.1757,90169.8739,1038472.51,564697.3822,473925.5453,3250.5
case_108,0.525436282,0.503093388,0.681225007,3.519703827,0.213797218,0.724064155,0.208129698,0.206893863,0.22287369,0.244985642,0.324294354,0.359618016,449071.5504,72050.16843,995507.02,546577.6451,449071.9094,3260
case_109,0.725518958,0.988340276,0.93835259,3.89363692,0.388589564,0.558549732,0.325660317,0.234511489,0.238546234,0.213238157,0.287444122,0.20195971,480828.8179,84096.04295,1039300.17,558623.583,480829.2086,3280.33
case_110,0.978315735,0.522025568,0.846299307,3.728006786,0.375447987,0.31232131,0.316217813,0.211512154,0.242443051,0.208667094,0.210800808,0.220545673,475893.433,111256.1716,1061526.45,585783.7116,475893.8131,3258.5
case_111,0.978946683,0.867483601,0.981367361,3.140167365,0.252520666,0.3381575,0.280217816,0.296785363,0.252002471,0.262504765,0.240927954,0.227382753,472157.8118,102961.4186,1049497.26,577488.9586,472158.192,3276.5
case_112,0.878969015,0.562259108,1.165115596,3.065552137,0.316602018,0.619988327,0.321606257,0.200509282,0.245360672,0.255946107,0.222747944,0.345359281,459725.5344,78766.80537,1012874.28,553294.3137,459725.904,3287.17
case_113,0.701853651,0.792420202,1.482435163,3.744440371,0.395986735,0.770116979,0.310455872,0.20915412,0.219790591,0.292306216,0.206641989,0.26339853,462864.3043,75660.54843,1012905.8,550188.0568,462864.6739,3297.33
case_114,0.779414334,1.190100981,0.977772917,3.735917515,0.395047831,0.584720485,0.215034455,0.288348872,0.27599014,0.236358153,0.23267287,0.301229766,479667.8093,80577.41094,1034620.89,555104.9193,479668.1894,3291.5
case_115,0.568502691,0.982287379,0.851869352,3.944049731,0.294209479,0.545004973,0.219702956,0.240207592,0.222522846,0.259797089,0.396755636,0.35261764,473683.679,76368.05623,1024429.27,550895.5646,473684.0592,3287.17
case_116,0.518199565,0.834305477,1.001637932,3.664391743,0.245874677,0.746080572,0.300983408,0.293882309,0.271717151,0.283171433,0.261938367,0.377673099,468219.4282,71413.15805,1014011.85,545940.6664,468219.7978,3281.67
case_117,0.96361948,1.133783414,0.970560143,3.500128727,0.278785348,0.697631963,0.336546179,0.325361042,0.250885919,0.231551644,0.341774514,0.333479039,486807.0768,73075.29466,1034255.77,547602.803,486807.4675,3311
case_118,0.865665379,0.660487437,0.899756098,3.477980072,0.264028064,0.699619872,0.208433015,0.343069215,0.281748812,0.204983739,0.363355378,0.377491425,468664.2576,71572.80652,1014616.2,546100.3149,468664.6378,3291.33
case_119,0.624016877,1.33493338,1.00349899,3.124058809,0.263623553,0.243397468,0.386805621,0.268522613,0.290009734,0.281649971,0.277634293,0.273405849,492918.9197,112208.2035,1079498.6,586735.7435,492919.3104,3269.67
case_120,0.527709147,0.733717304,0.715815758,3.826908628,0.254902758,0.594388893,0.354225715,0.393867821,0.260340727,0.296062839,0.279468027,0.282415417,486757.6138,78308.16043,1039439.18,552835.6688,486758.0045,3253.5
case_121,0.649079858,0.906184351,1.167240908,3.721520816,0.255100583,0.603051392,0.357359737,0.365156047,0.240066221,0.201691121,0.282033361,0.284277352,473311.9987,79770.64936,1027460.3,554298.1577,473312.3789,3287
case_122,0.578821243,0.936814275,1.180482069,3.342192087,0.280020128,0.525071443,0.230384528,0.254133829,0.263848457,0.203636486,0.362047192,0.385331274,462030.5818,78425.46611,1014837.28,552952.9745,462030.9514,3291.17
case_123,0.786575457,0.519015958,1.212577076,3.229522381,0.325456268,0.571505671,0.31534012,0.38257446,0.224742132,0.220601352,0.285629169,0.334124219,473512.9978,80106.38303,1027997,554633.8914,473513.3779,3278
case_124,0.691855342,0.704970408,1.335788931,3.895029832,0.319856196,0.566643786,0.235961062,0.245396095,0.294337741,0.275638726,0.243072317,0.221144335,457657.8442,82378.16714,1014418.61,556905.6755,457658.2138,3290.83
case_125,0.917349211,0.588232999,1.100919923,3.106769001,0.295661349,0.435134829,0.318840187,0.218473334,0.250184996,0.215081369,0.299702566,0.350785386,467400.3101,86610.26091,1028390.09,561137.7693,467400.6797,3283.67
case_126,0.970543525,1.067757908,1.113271384,3.591267249,0.220302467,0.274045512,0.33944363,0.375842919,0.244444947,0.291579251,0.344468077,0.251647606,489419.4096,104057.4223,1067849.4,578584.9623,489419.8003,3299.67
case_127,0.767534151,1.079071494,0.949035487,3.880575773,0.398925716,0.29212249,0.33602201,0.395581919,0.298499626,0.288327578,0.216049291,0.289879957,507493.9267,104676.6658,1086537.47,579204.2058,507494.328,3276
case_128,0.774795399,0.603769336,0.750052496,3.773858196,0.355746569,0.706365502,0.323691506,0.28271562,0.262412957,0.245276111,0.310150751,0.348328061,486268.6118,72540.10333,1033182.28,547067.6117,486269.0026,3277.67
case_129,0.72077419,1.21099063,1.426303458,3.277095678,0.296534494,0.678680418,0.276545259,0.200251669,0.220859142,0.248224407,0.336919867,0.210750831,461267.6851,77235.14916,1012884.29,551762.6575,461268.0547,3306.5
case_130,0.670847217,1.300985439,0.991748595,3.17692335,0.32071455,0.543929738,0.32328941,0.311878881,0.208840694,0.220848111,0.326293764,0.368247647,487885.3478,79523.97173,1041782.39,554051.4801,487885.7386,3291.33
case_131,0.935477004,0.795805525,0.878619515,3.189951979,0.31283273,0.344632,0.309669026,0.264607039,0.284876713,0.23190208,0.289656743,0.357138628,483589.4765,93906.23716,1051870.13,568433.7455,483589.8672,3277.67
case_132,0.789764619,0.961132731,1.000831016,3.256705203,0.299722018,0.512364833,0.378042538,0.260571254,0.248614894,0.217041879,0.373042089,0.366554654,487987.7798,79338.13217,1041698.94,553865.6405,487988.1706,3294.67
case_133,0.776906893,0.734067794,0.919982881,3.138285921,0.357948219,0.334268447,0.316444352,0.391995202,0.249092006,0.26769102,0.276104334,0.391181251,499179.8592,94444.97553,1067994.32,568972.4839,499180.2605,3264
case_134,0.660527147,0.689581875,0.726155618,3.053352678,0.331764795,0.502730245,0.368281628,0.259476666,0.22065437,0.239157518,0.379675124,0.206243712,489544.7146,84275.86521,1048193.11,558803.3736,489545.1053,3252.5
case_135,0.63000596,0.583237536,1.191796816,3.015420946,0.354018353,0.384435084,0.308341244,0.246644484,0.257131754,0.258767449,0.336219773,0.302251372,475602.4099,89919.90259,1039899.23,564447.4109,475602.7901,3264.33
case_136,0.929619538,1.009349868,1.265528515,3.919795384,0.335983041,0.53384491,0.300548393,0.367001214,0.282382623,0.256979932,0.21506696,0.262830515,479831.711,84394.50103,1038601.82,558922.0094,479832.0912,3303.17
case_137,0.651410605,0.668819547,1.067046206,3.88936899,0.258594021,0.368195829,0.210769773,0.384570969,0.298178377,0.210131109,0.293681149,0.37397735,472105.8461,89901.34397,1036385.22,564428.8523,472106.2262,3276
case_138,0.82193098,1.201659197,1.333551976,3.339612446,0.267190095,0.454938698,0.393733314,0.381525427,0.287421439,0.215675435,0.298415927,0.229210981,482213.7302,88822.53709,1045411.13,563350.0454,482214.121,3305.17
case_139,0.630744549,1.207555459,1.162998428,3.284849908,0.325786493,0.496035366,0.31946473,0.336031608,0.216759222,0.25837602,0.234682655,0.374016002,481888.968,84171.10085,1040435.04,558698.6409,481889.3587,3286
case_140,0.958904437,0.753123387,0.988934166,3.680599764,0.264981995,0.251006848,0.264635647,0.263239003,0.282078819,0.248569953,0.209644278,0.292520496,472952.9798,115205.864,1062536.61,589733.404,472953.36,3274
case_141,0.918589366,1.266413837,0.703662353,3.409744958,0.323631182,0.329991118,0.203472235,0.364480599,0.281001182,0.219644858,0.354183923,0.344419108,493905.8678,93692.528,1061969.55,568220.0363,493906.2691,3289.83
case_142,0.877914873,0.682325866,1.378214715,3.096510576,0.267387642,0.586727443,0.352080903,0.367559029,0.215033327,0.280491585,0.384465846,0.276924901,479372.9424,77339.97686,1031088.67,551867.4852,479373.3331,3305.17
case_143,0.555891228,1.457049551,1.431101618,3.617052248,0.22283735,0.620105447,0.375538854,0.209912538,0.243615749,0.264495321,0.219365193,0.383345785,463110.8381,77371.45684,1014863.19,551898.9652,463111.2077,3305.5
case_144,0.816180157,0.589848777,1.080136217,3.814017781,0.370409949,0.683769564,0.306594029,0.249555177,0.298371832,0.235503607,0.263726128,0.323811631,472791.2323,74633.33198,1021802.39,549160.8403,472791.6125,3288.83
case_145,0.607320223,1.169024793,1.356632636,3.27047077,0.39195933,0.307325363,0.23444119,0.23123533,0.295634248,0.260923095,0.283720644,0.231566447,475901.3635,103099.3731,1053377.6,577626.9131,475901.7437,3284
case_146,0.589877674,0.851856019,1.133032008,3.089913866,0.332497403,0.610028817,0.319957417,0.221421158,0.286412956,0.247383487,0.378456027,0.233890977,474714.1978,77174.31109,1026265.71,551701.8194,474714.5779,3279.33
case_147,0.741661775,0.826356915,1.239288201,3.436151863,0.303750138,0.536645397,0.364583255,0.248417591,0.231063711,0.21371464,0.25894132,0.305796278,466649.927,83508.62779,1024538.33,558036.1361,466650.3072,3289.33
case_148,0.942898636,1.496537729,1.255737112,3.304928382,0.389983722,0.235327633,0.388869727,0.360399099,0.219893195,0.268912522,0.251076824,0.232121618,506276.4854,122872.1892,1103515.91,597399.7292,506276.8867,3299.33
case_149,0.559641813,1.212240617,1.05160344,3.329579382,0.246257779,0.657481595,0.230931058,0.317952234,0.20059821,0.279685453,0.382557704,0.261501812,467769.2765,75105.65836,1017254.34,549633.1667,467769.6566,3289.17
case_150,0.759792914,1.478085646,0.545470157,3.154706827,0.374345962,0.332286004,0.338181779,0.223979908,0.274707759,0.225076971,0.255319933,0.31261566,502317.6576,99227.84227,1075914,573755.3506,502318.0694,3280.17
case_151,0.725770073,1.267693181,1.283383179,3.873785201,0.29153972,0.419821715,0.340560157,0.278721854,0.200739586,0.27835245,0.29239092,0.328436429,482915.3789,87493.34719,1044783.36,562020.8555,482915.7696,3304.33
case_152,0.728955374,1.214056136,1.176399275,3.867060961,0.256440852,0.59174709,0.321072465,0.337978706,0.233442324,0.254982777,0.28997075,0.312854439,479351.9069,78192.34324,1031920.02,552719.8516,479352.2976,3302.17
case_153,0.647758203,0.76511752,1.287310956,3.427498724,0.272531469,0.646724113,0.37375974,0.357423864,0.265453533,0.230295257,0.334720763,0.301936036,475938.7142,75662.41696,1025977.97,550189.9253,475939.0944,3294.17
case_154,0.852062077,1.232117375,1.215499137,3.755932437,0.265955701,0.479429071,0.205581174,0.31228655,0.239016414,0.228877512,0.371051117,0.228173984,467192.6794,84334.6764,1025906.94,558862.1847,467193.049,3306.33
case_155,0.92339458,1.328913303,0.533825891,3.259830998,0.334447668,0.616399128,0.321929254,0.227264738,0.201725035,0.271686299,0.300734723,0.311180556,494530.2173,77771.13224,1046672.32,552298.6406,494530.6186,3300.17
case_156,0.991773933,1.060996718,0.624907739,3.707073006,0.219090769,0.600919603,0.294469268,0.287859033,0.271011061,0.282168997,0.291932556,0.276739938,480725.4989,77985.31645,1033086.13,552512.8248,480725.879,3298.17
case_157,0.974969585,0.735528372,0.974975221,3.961665888,0.353653614,0.727678361,0.24494443,0.297041021,0.265517547,0.218904651,0.386265636,0.30693173,479453.4202,71052.43675,1024881.59,545579.9451,479453.8003,3305.5
case_158,0.844684423,1.39887688,1.382019001,3.701420593,0.279861828,0.215587088,0.337052791,0.313973504,0.290388852,0.247758539,0.275206678,0.392686445,493810.5005,113441.3066,1081622.99,587968.8466,493810.8912,3308.33
case_159,0.534901742,0.902153711,1.019295975,3.729360797,0.284488407,0.246052908,0.278626528,0.34708902,0.200104468,0.226496024,0.358812745,0.361457353,487235.2531,106292.8175,1067901.34,580820.3576,487235.6438,3262.5
case_160,0.736079791,0.994728128,0.658431778,3.768110547,0.368903492,0.560578839,0.337965588,0.235692254,0.244680867,0.299465412,0.234255606,0.357798751,492333.6634,79439.19114,1046144.5,553966.6995,492334.0541,3277.83
case_161,0.743355099,1.195372058,1.485970193,3.242541383,0.294757615,0.237570818,0.220010791,0.379249056,0.245438637,0.207322942,0.256637001,0.230344004,473580.455,123912.4854,1071870.52,598440.0254,473580.8352,3289.17
case_162,0.800555367,1.023277952,1.029344368,3.19631306,0.246923566,0.509882185,0.356151921,0.348746463,0.269346464,0.247944619,0.228705052,0.344139153,478799.1648,83719.74001,1036894.83,558247.2484,478799.545,3285
case_163,0.757556969,0.87485443,0.661558934,3.650059453,0.223955217,0.570357779,0.297753779,0.315159369,0.210250638,0.296136184,0.390638544,0.371040825,487385.617,75246.84322,1037005.67,549774.3199,487386.0077,3287.5
case_164,0.632820861,1.371376026,1.36545517,3.370376452,0.347700465,0.43081335,0.221720855,0.325137378,0.234979972,0.248754553,0.394607477,0.387985426,480989.3405,82649.26234,1038013.84,557176.7707,480989.7312,3304.33
case_165,0.52343074,1.100433383,0.858274754,3.186615761,0.311504186,0.324014066,0.258289411,0.397484257,0.280598404,0.225192015,0.208649398,0.305012469,485642.9846,103518.4622,1063535.22,578046.0022,485643.3754,3246
case_166,0.598185214,0.900714054,1.059876622,3.692496184,0.358671964,0.308674496,0.349568367,0.220581678,0.242688063,0.27903104,0.220881661,0.209656427,480668.6227,108772.3885,1063816.36,583299.9285,480669.0029,3254.67
case_167,0.798989313,1.115599093,1.398034331,3.075541995,0.322610264,0.333517974,0.263686351,0.342445916,0.284605158,0.262944207,0.280677391,0.393183039,483836.5594,93571.01021,1051781.89,568098.5186,483836.9395,3301.67
case_168,0.59997474,1.138006718,1.134665663,3.0795481,0.306906627,0.318978445,0.249449918,0.377609837,0.256430753,0.257315827,0.315942002,0.258467751,481619.3501,99675.37104,1055669.77,574202.9111,481619.7302,3270.83
case_169,0.995610955,0.664158482,0.979271975,3.56246414,0.357462385,0.373135985,0.265877477,0.372337263,0.270278408,0.276994214,0.396467884,0.382720299,497565.9005,85800.11064,1057736,560327.619,497566.2912,3298.33
case_170,0.577298089,0.952452741,1.465469617,3.672871605,0.322990233,0.547035838,0.262757921,0.295367777,0.248184368,0.254787376,0.398354362,0.202708008,467323.7712,80259.6975,1021963.02,554787.2058,467324.1514,3300.17
case_171,0.897154971,0.949008955,0.593185303,3.950893345,0.36474217,0.381588158,0.392004743,0.270835214,0.214981272,0.214614543,0.274055881,0.354007537,502898.257,91589.51332,1068856.08,566117.0217,502898.6582,3284.17
case_172,0.547391842,0.976742102,0.791659112,3.750140687,0.228201394,0.656274958,0.242103047,0.316802779,0.295283848,0.208215826,0.28827742,0.294882051,466733.8368,76105.48026,1017219.07,550632.9886,466734.217,3275.67
case_173,0.604474522,1.232688503,1.495447932,3.999772387,0.227120977,0.786753957,0.284924122,0.305284107,0.284058701,0.295069919,0.314722776,0.200526235,463034.5315,72353.09198,1009768.54,546880.6003,463034.9011,3308.33
case_174,0.656942195,0.967994667,1.140888138,3.576775904,0.243205085,0.593056438,0.322673767,0.254911294,0.243931083,0.20956407,0.259576662,0.21537772,459766.919,83412.41433,1017561.26,557939.9227,459767.2886,3283.83
case_175,0.67692458,0.878649332,1.413826669,3.363565544,0.370689401,0.366532228,0.213593799,0.217508098,0.218508122,0.251880186,0.273674214,0.343112542,462135.3264,93558.2472,1030074.78,568085.7872,462135.696,3292.33
case_176,0.714865701,0.930692499,0.940019672,3.79148071,0.242241746,0.362844332,0.3759729,0.330863983,0.251887839,0.250816422,0.392302659,0.280751067,494061.9974,90058.61719,1058491.74,564586.1572,494062.3882,3283.5
case_177,0.876614076,1.412286974,0.954552781,3.961207719,0.23077923,0.414976919,0.251065507,0.359000953,0.210249872,0.214928324,0.290456437,0.255817521,479816.6314,91632.61619,1045824.84,566160.1245,479817.0221,3297.33
case_178,0.679948636,1.453936866,0.752767206,3.381134085,0.250344795,0.560798199,0.372522072,0.244568502,0.259455186,0.234342121,0.27736999,0.32750649,484702.2787,80153.22296,1039229.58,554680.7313,484702.6694,3288.83
case_179,0.718118504,1.39175938,1.154218976,3.534254039,0.341626068,0.310382454,0.391293326,0.309348441,0.220573886,0.258967849,0.300304141,0.385599273,500769.6566,97031.4961,1072170.14,571559.0044,500770.0579,3297.67
case_180,0.791343457,0.61180045,1.448073134,3.730732349,0.362795796,0.719641337,0.346548552,0.335140001,0.237961861,0.269763283,0.200965474,0.260995751,467196.5549,77791.17935,1019367.34,552318.6877,467196.9245,3294.5
case_181,0.591129732,0.739551418,1.14437242,3.917233968,0.384134067,0.612180059,0.22305609,0.35817343,0.251577007,0.289025508,0.323210258,0.314027852,480763.2403,75648.2288,1030786.76,550175.7055,480763.6205,3285.17
case_182,0.52447847,1.034864028,0.963551453,3.107882314,0.385564486,0.272394877,0.294916619,0.229208268,0.228385313,0.277400564,0.343141986,0.348183529,491467.3843,101603.1239,1067442.46,576130.664,491467.7856,3258.17
case_183,0.529315638,1.379113656,1.34058602,3.357854314,0.311764184,0.652447891,0.244237148,0.369224889,0.274275695,0.26623825,0.323790855,0.330229106,477096.6077,74478.68737,1025951.76,549006.1957,477096.9878,3298.33
case_184,0.771418194,1.252150557,1.011449664,3.710017286,0.251394544,0.614539347,0.258657624,0.30174338,0.221919876,0.202321083,0.312448639,0.280006938,470670.7104,78620.93335,1023670.13,553148.4417,470671.0906,3297
case_185,0.915420079,0.788599248,0.72012553,3.395836067,0.323436313,0.756714174,0.216774243,0.270273,0.288183327,0.203548189,0.388848061,0.361172959,474795.288,69750.03967,1018922.53,544277.548,474795.6682,3295.5
case_186,0.975757616,1.320100206,1.042337449,3.878012954,0.344627573,0.227544277,0.364174492,0.323796018,0.230435247,0.285472181,0.257797066,0.355150026,508874.0765,113275.1341,1096515.66,587802.6741,508874.4883,3299
case_187,0.784199653,1.422070791,0.83151596,3.003197865,0.352450553,0.745281334,0.250248044,0.246986282,0.288079283,0.295184702,0.34618752,0.245245319,487701.9629,72307.29716,1034382.38,546834.8055,487702.3536,3295
case_188,0.875418139,1.250419276,0.601118155,3.250533544,0.21927645,0.367910333,0.212542347,0.339486699,0.252691183,0.209906067,0.324619046,0.397339418,486071.0659,89835.88208,1050280.57,564363.3904,486071.4566,3289.17
case_189,0.698203058,1.205425083,1.362549666,3.283480369,0.285079649,0.343034821,0.355237508,0.313325469,0.282248449,0.268144581,0.21294955,0.207639829,474858.6269,104477.3031,1053713.09,579004.8115,474859.007,3286.17
case_190,0.625032863,1.236843957,0.524716571,3.931032386,0.346823634,0.439309705,0.340137732,0.213175537,0.29596887,0.224604738,0.345487884,0.390167709,501859.7021,82047.7857,1058276.13,556575.294,501860.1034,3295.17
case_191,0.591595907,0.560205375,1.406551121,3.007625285,0.396694462,0.458636813,0.293448456,0.278244929,0.21610212,0.233639329,0.394218411,0.298913476,474039.5722,83724.49051,1032141.51,558251.9989,474039.9523,3276.67
case_192,0.747258509,1.141438275,1.197715966,3.953988947,0.360888247,0.451085903,0.398009756,0.210287804,0.203734387,0.270268193,0.241423364,0.392209815,484967.0496,85144.98502,1044486.01,559672.4934,484967.4403,3303.33
case_193,0.782974298,1.249144777,0.809454985,3.726752859,0.303252099,0.507870564,0.335817759,0.257565514,0.236478437,0.234216442,0.30309804,0.26887038,486500.9741,83708.90887,1044583.39,558236.4172,486501.3648,3289.17
case_194,0.550499196,0.954362412,0.842717774,3.965993051,0.262400461,0.417919815,0.219322959,0.234917582,0.271407265,0.275134902,0.259106572,0.391367982,469216.2077,85475.77817,1029070.95,560003.2865,469216.5878,3278
case_195,0.593098003,0.805467377,1.319460457,3.325832494,0.275147003,0.210168925,0.256486072,0.292633881,0.209298349,0.249557084,0.368924419,0.250510343,472752.889,120121.8397,1067252.58,594649.3798,472753.2691,3269.17
case_196,0.510146758,0.822223775,1.44725235,3.19921856,0.250772248,0.789041456,0.359619435,0.27979942,0.253358785,0.295701691,0.254227406,0.22422868,456708.0144,74547.6963,1005638.61,549075.2046,456708.384,3282.17
case_197,0.595915966,1.198055108,1.368760538,3.100800966,0.37148751,0.647056519,0.261066698,0.237044231,0.271595459,0.245162026,0.393511221,0.341955838,475533.696,73074.47124,1022985.12,547601.9796,475534.0762,3303.5
case_198,0.969579839,1.255692065,1.453685702,3.654361578,0.354408544,0.210741642,0.380158602,0.273266465,0.200226925,0.220332557,0.228021542,0.390711079,492595.1501,123526.5548,1090493.29,598054.0948,492595.5408,3309.67
case_199,0.984695422,0.894238652,0.738353202,3.141634092,0.25896784,0.56392889,0.288052286,0.224045926,0.212949075,0.2995948,0.358686844,0.219997312,477268.6195,80304.25719,1031949.3,554831.7655,477268.9997,3288
case_200,0.632499937,1.071308636,1.022430085,3.92233445,0.21525222,0.478590204,0.207876718,0.346593755,0.243446971,0.287818817,0.265448342,0.382864083,471187.2106,81929.49825,1027495.04,556457.0066,471187.5907,3292
case_201,0.810151378,1.07560004,1.338550606,3.854990096,0.389311059,0.309967279,0.328864697,0.360212093,0.206340879,0.278898913,0.262567895,0.375793109,498193.1011,98272.45338,1070835.37,572799.9934,498193.5024,3302.83
case_202,0.930958635,1.179167322,0.952428395,3.318704647,0.263330362,0.247756947,0.210530831,0.398427462,0.297595671,0.219291445,0.24430409,0.308612297,485726.6198,113966.7436,1074067.1,588494.2836,485727.0106,3280.67
case_203,0.656496372,1.043218528,1.297117754,3.941325498,0.22891943,0.70986379,0.272720223,0.341771734,0.220156055,0.254604603,0.298593753,0.286893531,465319.6627,74261.14614,1013960.98,548788.6545,465320.0323,3300.17
case_204,0.987659539,1.418772296,0.854294263,3.928633137,0.389244167,0.398340447,0.397868915,0.307439289,0.254936113,0.234601732,0.264923877,0.316733979,509218.4275,90645.20893,1074229.96,565172.7173,509218.8394,3306.5
case_205,0.999444906,1.147219508,0.841037321,3.598193251,0.236619182,0.207591218,0.325810105,0.3187025,0.261455739,0.258073365,0.361856833,0.213965174,497469.9629,120905.2289,1092745.23,595432.7689,497470.3642,3288.67
case_206,0.938399841,1.015469554,1.46931784,3.051800848,0.232234773,0.482254697,0.366322541,0.37134048,0.240353753,0.220142653,0.372141325,0.202353114,476590.1395,85924.70042,1036891.46,560452.2088,476590.5197,3315.17
case_207,0.646494132,1.472880959,1.031574565,3.887427541,0.307089192,0.303579312,0.286097827,0.38886029,0.218357785,0.248312599,0.358054323,0.242345166,495818.6112,100451.1277,1070640.3,574978.6677,495819.0125,3289.33
case_208,0.614968651,0.610240222,0.986790245,3.900678944,0.252314168,0.250597555,0.313309875,0.265887649,0.248696825,0.291352605,0.313239943,0.399969176,481067.1043,102436.33,1057878.65,576963.8383,481067.495,3264.17
case_209,0.616507048,0.924671409,0.865577342,3.290872068,0.279145311,0.559593269,0.27588132,0.216816328,0.255903643,0.277578355,0.369459624,0.223297415,471146.4595,79795.79534,1025320.6,554323.3037,471146.8397,3273.67
case_210,0.605693282,0.556731989,0.721454404,3.503592512,0.300584728,0.540861445,0.266097584,0.277071829,0.20810676,0.259909182,0.278316656,0.293929458,468764.6093,82362.33214,1025506.06,556889.8722,468764.9894,3245.5
case_211,0.530268304,0.506064571,0.502962249,3.072104669,0.373236408,0.630381354,0.354731577,0.316184213,0.201143117,0.217431649,0.263167192,0.359366044,489280.3027,77975.59376,1041628.52,552503.1021,489280.6934,3228.17
case_212,0.658185801,0.897905937,1.490254414,3.104918653,0.222320104,0.518102581,0.298049603,0.338178597,0.294698801,0.228830382,0.292594267,0.309590516,461717.689,81968.32567,1018067.35,556495.834,461718.0586,3295.67
case_213,0.747887672,0.785947137,0.547363229,3.11050274,0.245469805,0.372298318,0.397504791,0.31638785,0.288924949,0.242312036,0.389420776,0.386409312,506663.5834,86579.22431,1067609.94,561106.7327,506663.9952,3279.33
case_214,0.791173723,0.717257704,0.936605205,3.309419711,0.374887714,0.53840184,0.252487167,0.331537786,0.270947358,0.271275904,0.382992416,0.251938876,483484.5101,79531.63587,1037390.6,554059.1442,483484.9008,3280.5
case_215,0.891258325,1.312066869,1.411223773,3.711452289,0.327752194,0.510746897,0.307467853,0.211115274,0.26235702,0.276112749,0.339588002,0.277992404,478669.7626,81010.78322,1034056.51,555538.2916,478670.1427,3320.67
case_216,0.618981451,0.582423799,1.337048638,3.559563147,0.392641863,0.214190542,0.347898635,0.366556542,0.270738197,0.237243408,0.330397668,0.362861185,497961.5309,113423.0647,1085754.49,587950.6047,497961.9216,3267.67
