#,case,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22,Z23,Z24,Z25,Z26,Z27,Z28,Z29,Z30,Z31,Cooling,Lighting,Equipment,fadian
1551,1552,170,0.152456214,0.178605048,0.70572926,0.547245111,0.602975467,0.635642701,0.499833681,0.379721376,0.533251795,0.391068917,0.651197739,0.618086481,0.743865736,0.829703288,0.438742092,0.661176203,0.550317844,0.181052796,0.181299606,2.389217696,0.530167573,12.17317096,0.920991303,5.998321851,0.757198804,11.39847339,0.808651415,24.51941265,22.81314902,18,46863.84586,8237.75784,41536.53081,61000.87554
1552,1553,240,0.190913302,0.103452524,0.718462636,0.62286419,0.774712523,0.555516964,0.45781246,0.524906106,0.597525735,0.569216208,0.645603076,0.844396142,0.699672542,0.724873456,0.630131299,0.594520784,0.545976105,0.362835385,0.408338385,1.593078545,0.558304805,12.91622742,0.849105671,6.444562297,0.848437475,13.95767788,0.790250172,24.46432613,20.6528593,17,54426.36941,7501.62198,45186.35112,58111.43814
1553,1554,250,0.16813603,0.192136448,0.532470948,0.464525759,0.69226309,0.639610146,0.532165663,0.304195035,0.394454532,0.436289339,0.817948988,0.930855336,0.688314567,0.641058175,0.678377176,0.726041622,0.416501628,0.208364493,0.247715881,2.904012054,0.452164328,12.3619932,0.912053714,6.450609939,0.821255663,11.38285475,0.83328027,25.23985718,24.54223103,17,45030.01242,9558.91632,38857.22688,71417.96739
1554,1555,70,0.12491932,0.169978829,0.735910337,0.798113428,0.745996918,0.671518868,0.363901805,0.436141603,0.502302742,0.405220026,0.773306817,0.755989124,0.683793715,0.692386766,1.113445088,0.785467376,0.41187442,0.314326831,0.443829279,2.096457668,0.691739125,13.73618433,0.923369375,7.500123989,0.808204344,12.37345605,0.813010627,25.42092881,24.96878429,18,55315.77998,9735.0189,45332.47434,62106.00474
1555,1556,10,0.144673023,0.129226367,0.5542044,0.645812706,0.703993161,0.512457114,0.586373755,0.393641966,0.519279514,0.623533853,0.791270822,0.74667785,0.803286575,0.680981927,0.417006809,0.444176806,0.44152404,0.201403716,0.190784794,2.842816266,0.627806814,12.33802562,0.765707268,8.445180102,0.749240452,12.69713128,0.789003708,24.74908734,26.91002113,18,49242.91365,9500.9523,45144.70767,49617.69489
1556,1557,140,0.16801934,0.111769147,0.807443354,0.619222523,0.612624342,0.717819832,0.539072246,0.520645887,0.666488361,0.474591593,0.691508623,0.741366396,0.972294298,0.750070859,0.429558406,0.424730843,0.758489319,0.18467973,0.459525625,2.688194848,0.726312347,14.07139967,0.822483934,4.812231934,0.925651795,12.50259557,0.758146064,24.18549475,27.01868068,18,55246.00145,6117.5487,42714.49272,56913.45075
1557,1558,170,0.160581026,0.156585789,0.599542272,0.693375699,0.783334803,0.411794713,0.301139599,0.695067912,0.363708479,0.47163714,0.655143457,0.666103181,0.755845345,0.741202716,0.536982885,0.728983147,1.181361423,0.279435843,0.202962203,2.555508062,0.561076565,14.80180953,0.925847779,4.856211515,0.86301996,12.4573112,0.799735057,24.92741334,22.10955049,18,42454.68141,7544.47206,44894.44803,55254.78903
1558,1559,0,0.140480107,0.136080232,0.7638223,0.463939174,0.491727898,0.674920035,0.536588805,0.489800755,0.66252052,0.607394624,0.697586741,0.819828654,0.660586218,0.790034157,1.153462871,0.782623018,0.906514698,0.488592101,0.183756106,2.643834801,0.566761034,13.82001256,0.814943565,7.692638322,0.804876816,13.64501024,0.72837134,24.71087593,24.86072893,18,50448.67601,9216.53097,44786.68191,46799.90319
1559,1560,180,0.122970989,0.200481278,0.681122628,0.7457321,0.790483082,0.5682838,0.335386141,0.377116521,0.617721702,0.500137348,0.547170775,0.661292899,0.723532166,0.724992077,0.904429289,0.607994551,1.120067261,0.401170624,0.174671376,2.103400186,0.414685812,13.76403392,0.877498507,5.162590556,0.797654183,13.41341547,0.882200133,24.97851399,21.28385507,19,50741.55901,9596.22048,58172.43345,57563.53656
1560,1561,120,0.16010968,0.185554619,0.617566469,0.774084398,0.495884569,0.696824133,0.410919672,0.52074056,0.576037752,0.46390108,0.596657518,0.744702565,0.726444015,0.783800911,0.78758165,0.403270986,0.551926017,0.49586132,0.311235894,1.919393016,0.552319386,14.11561616,0.815606921,5.676307656,0.867427539,13.0244917,0.795167783,25.31126073,22.22634351,18,51237.5864,8171.03676,46670.42427,64447.71387
1561,1562,170,0.190361073,0.138356871,0.453682765,0.723973644,0.748823893,0.837624767,0.396130884,0.523060926,0.510080408,0.511785218,0.657542881,0.648615582,0.670597116,0.683908614,0.624697546,0.557758585,0.867101813,0.497968791,0.168119678,1.659713921,0.487830759,14.40177865,0.773872405,7.007880546,0.745307743,12.99212378,0.8583848,24.62314408,24.05826124,18,49251.68924,9424.58472,50255.58687,59906.9232
1562,1563,270,0.16497507,0.176200372,0.766345109,0.482255602,0.63623303,0.478378793,0.271069493,0.607195259,0.492109432,0.312571484,0.916545893,0.570426604,0.843195526,0.865659714,0.893369953,0.634737826,1.120944901,0.362169046,0.344398527,1.333408925,0.433754366,10.70037908,0.798150417,5.133639434,0.764020265,11.01547419,0.857627533,23.84006843,26.18202181,17,55279.35763,7372.15941,38701.8234,71399.98566
1563,1564,50,0.157844175,0.154014636,0.732816292,0.474597043,0.593343417,0.714460544,0.438432478,0.437661114,0.57567664,0.32979898,0.637903809,0.693198739,0.769100315,0.858513917,0.694069228,0.557337573,1.140421635,0.448690073,0.417555324,2.892993348,0.662684605,12.36617132,0.729161622,5.667859036,0.756407449,12.21115419,0.889072411,25.26425225,24.696221,17,50023.69809,6133.29702,44475.75723,61478.36094
1564,1565,360,0.187224162,0.184232499,0.790946585,0.857804892,0.676763817,0.590751661,0.543885335,0.287399578,0.524687575,0.422478876,0.904763125,0.603328204,0.641459418,0.661256356,1.100016079,0.562553049,0.480824364,0.435679145,0.435554406,1.939427025,0.569141775,12.40228307,0.893981013,6.049697218,0.836625371,13.01514939,0.894475209,25.12086828,26.77918161,19,64225.54462,10758.3,57230.58843,66696.63348
1565,1566,290,0.146550402,0.180544309,0.357729914,0.733562472,0.781407072,0.764616095,0.570112845,0.288769979,0.34390168,0.619672409,0.511702209,0.878125558,0.696686647,0.723145874,0.656610286,0.460843293,0.956929331,0.245722923,0.418236497,1.80483045,0.450659221,13.77045826,0.793999561,5.993680868,0.724275022,12.4293767,0.900295698,24.14093613,21.75140436,17,50617.85818,7329.13275,45842.04825,67708.9143
1566,1567,360,0.14130857,0.138083257,0.721821309,0.743315601,0.506941513,0.841416094,0.492283887,0.561907049,0.462529764,0.537467643,0.620006404,0.766923915,0.776404864,0.845386292,0.642240194,0.462145767,0.719307061,0.167003828,0.426678695,1.313963813,0.507225549,13.93832279,0.772098793,5.643310972,0.729848365,13.60745403,0.920099571,25.18223089,28.25058344,17,49599.57037,6310.19094,51291.00294,53575.50669
1567,1568,280,0.139031096,0.135964084,0.726576381,0.836327995,0.6355472,0.559439111,0.383544891,0.356168365,0.579089296,0.435763513,0.812595294,0.74076242,0.704839098,0.83131735,0.865031044,0.553130783,0.813896226,0.336220428,0.336994395,2.707391113,0.637571782,13.63687933,0.870717867,6.538585149,0.771406854,12.04333086,0.812415707,23.91719511,27.24167342,17,50834.01063,7067.83032,40082.46645,56206.54215
1568,1569,100,0.125379651,0.102132112,0.75286066,0.667037019,0.764212917,0.550665027,0.444418926,0.506620397,0.443516353,0.341161399,0.785433351,0.771265797,0.63236851,0.887661628,0.617402828,0.777443625,0.455302508,0.422669626,0.358680552,2.40373214,0.581459152,11.61133528,0.872590158,5.155889121,0.864258775,12.90412952,0.800975239,25.48924543,22.62496797,18,54158.75152,8043.29748,46576.83687,46417.30011
1569,1570,140,0.146130546,0.169497667,0.595274564,0.489769309,0.787658075,0.581635329,0.592971411,0.584604265,0.446224175,0.508437157,0.694868734,0.588530207,0.694327543,0.764171887,1.064672509,0.555179946,0.758086119,0.356348014,0.212658723,1.070667599,0.503069572,13.14007825,0.748367917,5.38006259,0.762275425,12.60192469,0.87033334,24.69942679,22.71216449,19,55267.91808,8805.01782,53917.93455,58183.24734
1570,1571,40,0.179526109,0.200111021,0.649259218,0.699403628,0.495284317,0.732992144,0.41192751,0.557213292,0.448620282,0.433049185,0.743954499,0.709385219,0.628257423,0.800923481,0.661785918,0.631335068,0.521180106,0.230515112,0.435107356,2.202789608,0.561213501,13.66093693,0.768541527,5.850544295,0.788109693,10.87915149,0.773325855,25.41610213,25.74695423,19,53200.68185,9768.84378,41358.83574,71374.74453
1571,1572,180,0.143593995,0.205350781,0.821817385,0.697369964,0.3795869,0.51019152,0.334680516,0.55370014,0.388462371,0.355840264,0.732750927,0.656286505,0.832563539,0.710709295,0.787776944,0.62081034,0.834938274,0.361927775,0.475371262,2.862403224,0.514888754,14.67109198,0.857061701,7.855601734,0.807351458,10.59561339,0.845890355,25.0468015,20.27908497,18,46224.89767,12948.9384,40388.93085,66288.18432
1572,1573,120,0.126277854,0.125852977,0.682280418,0.599753968,0.648118973,0.702734823,0.575202137,0.507726473,0.470683898,0.36433859,0.730344165,0.729018166,0.705092949,0.79309496,0.474828765,0.485421327,0.650068338,0.336855313,0.158143636,1.482202964,0.459430151,13.97258098,0.899436343,6.039989693,0.864958889,12.62067509,0.916244581,24.92283935,21.39301507,19,51953.13325,12317.04687,56846.63484,50172.36537
1573,1574,260,0.171107912,0.1442487,0.732751122,0.748020401,0.774646433,0.762864945,0.382915895,0.497335733,0.406812467,0.371029398,0.751032552,0.52563675,0.77560944,0.85013675,0.546333241,0.749032646,0.412820234,0.29826558,0.457246312,2.686272833,0.596519984,15.4489476,0.792026598,6.507335755,0.862866937,13.60095237,0.857571821,24.38707702,24.24922206,18,53826.00504,10133.52399,52560.80607,68509.28277
1574,1575,310,0.169667215,0.175900078,0.705981815,0.3538397,0.761788375,0.609013802,0.493246661,0.494873654,0.460288283,0.421050155,0.73278901,0.660233794,0.784558866,0.672829744,0.683877498,0.557149279,1.042512894,0.240586526,0.465894444,2.875898194,0.513585994,12.70211333,0.856427781,6.365042725,0.790576267,11.42926341,0.858369376,25.1355396,23.06652453,18,51915.94572,9155.45718,44209.40265,63937.51212
1575,1576,190,0.121032339,0.15968684,0.740663012,0.755397557,0.711697201,0.494315388,0.522104597,0.415362897,0.313138764,0.430844959,0.717950731,0.748300559,0.700852132,0.688746461,0.432177028,0.66530787,0.632015,0.333442528,0.315480808,1.057721082,0.571985492,13.2502303,0.829247072,5.925694741,0.860643846,14.26625653,0.775157746,25.01252487,27.59388906,17,49286.08964,8619.19353,45303.27651,52013.55522
1576,1577,330,0.190397751,0.131885325,0.491019371,0.531493651,0.621473484,0.694391596,0.513286906,0.419006369,0.572982308,0.563611889,0.562103912,0.732553687,0.595417456,0.706508496,0.769788499,0.493629025,1.148134509,0.454006312,0.271149308,2.175436177,0.471813849,15.26651488,0.836884134,7.798388878,0.870155393,13.21953183,0.791845954,24.04764805,26.95128415,19,58274.97411,14185.07034,51459.73167,55703.14527
1577,1578,200,0.143802119,0.143452026,0.557515154,0.62988743,0.672626038,0.785090916,0.553304317,0.32180274,0.582740029,0.421668132,0.762481521,0.685266616,0.519215863,0.83745742,0.775435269,0.426449207,0.590533513,0.288335175,0.268404222,1.277927236,0.537529412,14.00696149,0.867150995,5.926040686,0.990739459,12.32055504,0.828141412,24.05642773,23.2741331,19,55350.37004,12642.72906,50158.61175,55183.35588
1578,1579,180,0.181073546,0.178655621,0.635635506,0.674760909,0.707853984,0.555937334,0.486252512,0.309424892,0.453952465,0.403718244,0.937654739,0.788777162,0.740399036,0.711908976,0.63667724,0.402305216,0.786144877,0.378646568,0.228830027,1.221353374,0.639705072,12.24667695,0.738940311,5.265001533,0.932297681,11.23413235,0.760745112,24.11888677,28.39630476,19,57045.66666,10537.3461,42013.55841,67976.39703
1579,1580,210,0.154825979,0.123997723,0.62931966,0.504049119,0.744291119,0.511899128,0.572483446,0.347927204,0.575588979,0.514376845,0.741139397,0.676504481,0.877234192,0.733777119,0.646596606,0.515071432,0.484467982,0.479044281,0.434827065,1.16329929,0.601337834,13.95326504,0.850412996,7.125068973,0.784693683,13.14883214,0.941239689,24.4645163,25.23532693,19,67884.40866,10582.92009,60841.25376,51623.68947
1580,1581,250,0.17141877,0.147944413,0.592413472,0.676415844,0.837777849,0.736261531,0.456716185,0.428475723,0.534815559,0.407709712,0.640882314,0.644621434,0.696063544,0.822697738,0.774023146,0.502096224,0.98485419,0.220549146,0.377721346,1.371106006,0.509787497,13.91985994,0.878009795,7.814754572,0.841801739,13.28533762,0.812244839,24.65890358,25.42353162,18,54478.04631,12031.30119,48627.47676,67604.95119
1581,1582,120,0.116722763,0.181275557,0.821849079,0.570425169,0.631923308,0.841051419,0.56328213,0.428178198,0.455487459,0.48825073,0.730803613,0.833958067,0.567248357,0.918251351,0.665684251,0.71011743,0.687713904,0.49372954,0.174917754,1.45037591,0.500458063,14.26472644,0.795597882,5.929568248,0.812044915,10.90976583,0.943309092,25.18972748,23.18356988,19,51972.67041,10423.3866,50591.80827,61614.49431
1582,1583,150,0.162131228,0.144478465,0.768461307,0.590982761,0.829280495,0.687881675,0.423870473,0.441900813,0.555373606,0.415945212,0.8563622,0.718591268,0.819591864,0.610213118,1.12614278,0.486357502,1.102826587,0.415449598,0.338864749,1.039361885,0.56508379,11.61538526,0.773378285,5.912161383,0.762450386,13.24308348,0.904114172,24.84792929,24.25475465,18,58121.88579,7920.24411,53955.35643,61822.69848
1583,1584,280,0.166855533,0.183287537,0.665563251,0.432588126,0.784499806,0.572335171,0.548132866,0.517317568,0.475464893,0.397088956,0.865128523,0.664083417,0.576310668,0.802710055,0.592286871,0.565681403,0.781248588,0.40185519,0.467936063,1.824930339,0.730914142,12.5284162,0.770434818,6.902488607,0.806524594,11.82232869,0.875675507,24.83852366,26.5064619,17,54253.47579,7479.00339,42410.72934,68162.23113
1584,1585,40,0.174673288,0.194804641,0.819085837,0.693525503,0.706964358,0.690621446,0.674492514,0.608405824,0.447455861,0.407055007,0.812512475,0.631661634,0.581219256,0.72041773,0.577183779,0.519267474,0.757728845,0.499044436,0.196163883,1.148052366,0.532287428,10.78185909,0.841110586,5.474761027,0.822460962,12.45574384,0.954292857,24.68072008,25.56541878,18,62240.14341,7846.9536,53564.06496,71290.47009
1585,1586,280,0.162279132,0.137827264,0.536419487,0.661784574,0.729318421,0.512023948,0.407274524,0.481563147,0.428504813,0.453086758,0.820395159,0.51839608,0.84825659,0.760316474,0.478373276,0.497961661,0.67217722,0.157615374,0.357953186,1.991793175,0.761870044,14.05032449,0.798674916,6.416529577,0.770921531,11.45428382,0.730586829,24.21146381,22.24513807,17,43348.96319,6674.2335,34282.24509,57341.04576
1586,1587,350,0.158865142,0.148984011,0.549049811,0.333920097,0.707898035,0.756131992,0.463758842,0.522466221,0.480663884,0.519049831,0.673269126,0.618370893,0.713538474,0.876553214,1.196716983,0.517262888,1.114912811,0.294714121,0.498274481,2.570179536,0.52531892,12.02209459,0.829211347,5.950695096,0.881866539,10.88650119,0.751468437,25.06479907,22.5659773,18,51756.02637,9115.87056,36865.59414,53816.56782
1587,1588,330,0.139662901,0.165578843,0.66462223,0.582845466,0.685006713,0.533793676,0.402139578,0.457332197,0.557985238,0.523919735,0.741245981,0.601150526,0.581087497,0.717021872,0.874450973,0.634350185,0.825961276,0.302399879,0.411429503,2.797811762,0.508867394,13.97727939,0.753264803,6.06739296,0.807211908,13.08230077,0.84435995,24.87596031,27.59824856,17,49517.87596,7381.17153,45252.36261,52249.73424
1588,1589,0,0.131775669,0.214674551,0.728212678,0.628913762,0.676224134,0.7839859,0.629320621,0.342434617,0.580398538,0.613311703,0.841677669,0.621827042,0.694958194,0.679331082,0.793652457,0.664604471,1.159895356,0.469150644,0.422957574,1.077367451,0.578755616,11.98814151,0.868286232,5.221025881,0.790691267,13.37029201,0.867328599,25.62695211,24.56716099,17,54433.14921,5459.82744,47506.61232,62160.93747
1589,1590,20,0.154196846,0.191480633,0.687629123,0.356699617,0.595581973,0.752454335,0.585365662,0.304998863,0.433901322,0.499956556,0.827607228,0.629347858,0.670113785,0.818633851,1.058793953,0.420626782,0.873012458,0.483785092,0.22806169,2.073044077,0.739178497,14.92354348,0.824665105,6.46034866,0.782039573,11.50662453,0.804487986,24.89252648,26.13998891,17,43150.98649,6765.17874,37922.50392,63656.26269
1590,1591,160,0.184889628,0.165042775,0.663650292,0.545056296,0.756369166,0.569137286,0.44828055,0.422124842,0.524555389,0.53637782,0.857490112,0.753201988,0.919667279,0.723177562,1.08772843,0.435203043,1.163325858,0.288226697,0.197402598,2.653270274,0.436898522,10.93112285,0.829124423,7.097001555,0.803238221,12.1715089,0.845856595,24.75261041,27.90234648,17,50599.78489,9325.17672,42176.51232,68059.71663
1591,1592,190,0.179063364,0.174513892,0.704096326,0.738730052,0.631146905,0.781797479,0.522282203,0.316509918,0.495103521,0.629777961,0.765249133,0.902456491,0.726535409,0.646325003,0.659320721,0.640589018,0.679935058,0.308370957,0.210326847,1.032003661,0.477568841,13.18371955,0.907120285,6.243558509,0.940921285,12.70357732,0.86080502,25.73626617,22.35596746,19,52692.93478,12689.01591,53757.80919,69105.31221
1592,1593,100,0.189088098,0.150420288,0.812366552,0.436798617,0.715899245,0.613839086,0.563447173,0.303813521,0.586867109,0.6248806,0.713773943,0.709818534,0.601611887,0.744124203,0.58429481,0.471515534,0.930076652,0.237288608,0.303861492,2.860540424,0.568144858,13.64813487,0.729905886,5.628728918,0.948833573,13.28471514,0.886931852,23.15802234,26.4052312,18,58174.98841,8122.23855,53096.35032,66806.61339
1593,1594,120,0.189688205,0.161438304,0.661810192,0.640920735,0.560817762,0.668494229,0.469897086,0.585529368,0.504546365,0.428206937,0.742114211,0.82090812,0.568434619,0.79370786,0.560587818,0.745109814,0.824670308,0.397213981,0.277629933,1.546182389,0.556319661,14.15098096,0.754662381,6.450449524,0.839136091,10.89974987,0.855988532,23.91911894,26.05927507,17,48674.56585,8189.61363,38222.049,64899.29106
1594,1595,270,0.139213475,0.184209572,0.809678047,0.692024578,0.595292076,0.795494397,0.482352387,0.365355544,0.57264654,0.612612126,0.549568491,0.714290641,0.636349078,0.735540198,0.893073403,0.751262984,0.530433648,0.402787045,0.404038044,1.899907946,0.571431447,14.02589125,0.802900553,5.748385364,0.969858454,11.47926836,0.801090055,24.47941627,24.17483449,18,57036.54227,8610.94005,41439.80748,64523.62692
1595,1596,240,0.182842413,0.135686712,0.77327938,0.701186354,0.447055001,0.441806217,0.371567668,0.398291357,0.462610594,0.391810615,0.629958905,0.681405269,0.803552968,0.86980108,1.198777064,0.564539976,0.55775418,0.356886779,0.16418044,1.753148666,0.70823915,14.71048677,0.801333044,6.009707189,0.786692235,11.97609257,0.767873998,24.59901699,24.12231944,17,41077.01406,6805.2297,37673.38224,58990.91445
