#,Job_ID,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,District Cooling [kWh],c1: Interior Lighting[kWh],c2: Total Energy [kWh],c4: Annual Total Peak Values[kWh],c5: Annual and Peak Values-Cooling [kWh],c7: Not Comfortable[Hours]
445,case_446,0.705106239,1.059796439,0.515626813,3.621812,0.245478366,0.524941995,0.337499674,0.200405066,0.241322924,0.29196224,0.254599041,0.319049107,480262.105,81928.83318,1036566.4,556456.3415,480262.4957,3277.33
446,case_447,0.691481616,1.255337363,0.5465599,3.676973364,0.309855242,0.69946193,0.335677952,0.265324979,0.234290427,0.220108614,0.352664705,0.328260106,495021.12,72934.33149,1042326.25,547461.8082,495021.5107,3295.33
447,case_448,0.897036904,1.104022493,1.12690676,3.595408468,0.313039955,0.751023118,0.360916865,0.207956071,0.278792489,0.261892298,0.25330822,0.358505097,475210.201,72160.79174,1021748.05,546688.3001,475210.5811,3309.5
448,case_449,0.74284468,1.22516272,1.371176231,3.519424517,0.298515354,0.31612853,0.389836327,0.395240154,0.241958106,0.252678672,0.349423384,0.367735941,500933.7802,94611.02134,1069913.75,569138.5297,500934.1814,3307
449,case_450,0.948331074,1.450215934,0.549898667,3.152998865,0.224449561,0.213576298,0.224361172,0.347069883,0.237815602,0.281939004,0.348840218,0.304211291,500000.16,114838.9354,1089208.34,589366.4754,500000.5613,3285.83
450,case_451,0.556752655,1.109911474,0.634779486,3.683178394,0.394117364,0.594468326,0.310146437,0.219027562,0.283116553,0.239896061,0.2982994,0.286972787,490255.9517,78330.10774,1042958.36,552857.5844,490256.3424,3272.83
451,case_452,0.940567038,1.238073715,0.727450701,3.471826784,0.294056205,0.541830528,0.320870286,0.236994191,0.261653485,0.295082492,0.313603821,0.367304535,490397.4662,78054.99045,1042824.74,552582.4988,490397.857,3304.33
452,case_453,0.919798693,1.312700033,0.848754494,3.672539128,0.208372926,0.411288009,0.279807431,0.380180253,0.236113796,0.209676622,0.248354856,0.235666723,478434.3907,95310.00991,1048120.46,569837.5499,478434.7814,3290.5
453,case_454,0.82179783,0.626601018,1.251016777,3.699114256,0.224267985,0.523455226,0.271942734,0.220969679,0.278647272,0.272549492,0.374619339,0.332722595,459146.6563,77843.37151,1011372.17,552370.8799,459147.0259,3302.83
454,case_455,0.671692055,0.848256073,0.575633744,3.975891052,0.357846906,0.616825145,0.201522522,0.366150043,0.201988105,0.244604932,0.297770757,0.341091664,487695.0461,76638.01131,1038706.17,551165.488,487695.4368,3271
455,case_456,0.686209087,0.566745766,1.19472979,3.553246571,0.272331169,0.638790375,0.352865281,0.304065021,0.241780869,0.206143303,0.288691266,0.268618744,463029.3677,78693.26763,1016103.54,553220.776,463029.7478,3276.67
456,case_457,0.920533256,1.499961648,1.11642608,3.450212374,0.370670302,0.4658292,0.222635198,0.37127418,0.255738913,0.228376275,0.276720507,0.245791988,484299.119,88517.52332,1047190.84,563045.0317,484299.5098,3304.17
457,case_458,0.584165406,0.786883977,1.318597312,3.134136867,0.334141732,0.741012194,0.377285975,0.272417808,0.262326427,0.248356586,0.362367061,0.339668116,479885.6726,70969.46135,1025230.71,545496.938,479886.0528,3293.83
458,case_459,0.729482973,0.891001983,0.637249501,3.825588081,0.213113057,0.646121832,0.270978696,0.297202333,0.253801347,0.23940271,0.360261635,0.244971597,473983.5936,75823.74394,1024184.78,550351.2523,473983.9738,3281.5
459,case_460,0.589038438,0.506511357,1.409999934,3.487434346,0.24470194,0.490635575,0.331817993,0.338017602,0.235039064,0.272080479,0.348966776,0.319180087,466607.9088,81559.4343,1022547.11,556086.9426,466608.289,3282.33
460,case_461,0.649999811,0.978427508,1.314988445,3.05451737,0.336320099,0.595431361,0.226515504,0.398419275,0.29087443,0.264769933,0.288314677,0.298292508,474950.7312,78211.72528,1027539.6,552739.2336,474951.1114,3290.5
461,case_462,0.865933794,1.408329755,0.535048165,3.592256284,0.373346491,0.255020382,0.240268579,0.36208093,0.264055606,0.233995217,0.273307896,0.375711098,511728.001,107061.1317,1093154.69,581588.6718,511728.4128,3285.67
462,case_463,0.782012424,0.933270195,0.571724393,3.804009082,0.353157858,0.760504899,0.341293956,0.220174858,0.215869798,0.232446494,0.335860845,0.237068127,489388.6378,73577.86589,1037339.1,548105.3742,489389.0285,3287
463,case_464,0.974877816,1.09966413,1.037116157,3.774202362,0.269463166,0.213019808,0.271510107,0.224782687,0.271857033,0.277919508,0.222272426,0.316891973,481463.2838,121434.8463,1077273.22,595962.3863,481463.664,3288.33
464,case_465,0.982581866,0.659024163,1.41699972,3.266077431,0.254760986,0.487420952,0.314485222,0.267388501,0.226721156,0.292529268,0.253957445,0.367942056,462481.7472,83255.64783,1020118.48,557783.1562,462482.1168,3305.83
465,case_466,0.831320747,1.339440453,1.399738287,3.820973535,0.3549909,0.751755002,0.351269317,0.21720527,0.284673341,0.285842627,0.279946916,0.250930941,480940.6166,73338.5357,1028654.42,547866.044,480941.0074,3319.83
466,case_467,0.810142962,0.857107756,0.72592296,3.694522678,0.226578289,0.50955747,0.328819661,0.369768463,0.253923358,0.231714435,0.221811348,0.241191413,475316.5824,87866.92651,1037560.55,562394.4665,475316.9626,3267
467,case_468,0.555135498,1.363272648,0.876780691,3.59806215,0.250637628,0.572731161,0.254588522,0.34481206,0.220610571,0.215847243,0.256033376,0.320928047,475342.1482,81125.14359,1030844.32,555652.6519,475342.5283,3281
468,case_469,0.922669455,1.373555443,0.51063927,3.937148632,0.227787152,0.480163436,0.352299807,0.285746479,0.246263882,0.267973724,0.26541619,0.375777832,497568.1392,82300.41729,1054238.56,556827.9256,497568.5405,3306
469,case_470,0.613062215,0.540434313,0.6407251,3.557115771,0.349529796,0.580976861,0.301212175,0.344429876,0.245807148,0.270979763,0.360692781,0.397752922,495770.1197,75031.89893,1045172.57,549559.3756,495770.5104,3261.83
470,case_471,0.695906351,0.934971325,1.335927217,3.842563193,0.315051015,0.621836865,0.353153787,0.380818506,0.21659822,0.266737021,0.229356494,0.383449545,482711.2858,77136.24375,1034222.23,551663.7521,482711.6765,3300
471,case_472,0.64706133,0.782246061,0.849354462,3.024739454,0.284443868,0.708000325,0.289629072,0.200210079,0.274023131,0.254816278,0.239772262,0.37818131,463904.7072,73773.45981,1012058.79,548300.9682,463905.0768,3271
472,case_473,0.791651723,0.728431206,0.65659723,3.378026075,0.306805665,0.760818918,0.374170903,0.232987759,0.259869223,0.257624866,0.217971151,0.269947633,474540.0845,75760.49895,1024677.87,550288.0073,474540.4646,3267.83
473,case_474,0.895140486,0.865857229,0.806904989,3.082821291,0.203747029,0.416015139,0.313582297,0.332690129,0.295405702,0.230581356,0.306051404,0.336165903,480425.0246,87224.05718,1042024.49,561751.5655,480425.4048,3277.17
474,case_475,0.574988726,0.519947906,0.832039026,3.992153847,0.396155809,0.785997802,0.232128394,0.235520391,0.271912126,0.206444152,0.303403613,0.35166227,468434.1658,70339.92509,1013153.28,544867.4018,468434.5354,3271.33
475,case_476,0.873077301,0.765264173,0.863986822,3.536279838,0.355472874,0.269797551,0.229112143,0.20379467,0.282737586,0.203567749,0.387049091,0.201255537,477340.0051,106961.8463,1058678.23,581489.3546,477340.3853,3270.67
476,case_477,0.881591594,0.987990112,1.288823491,3.544506436,0.361735506,0.616317054,0.272409968,0.387411458,0.285592941,0.235688253,0.388064953,0.315826185,486826.3277,74701.35914,1035901.09,549228.8675,486826.7184,3314
477,case_478,0.750107512,0.998162833,1.038832065,3.059653864,0.213337865,0.455404952,0.203022513,0.24661978,0.232723994,0.262109484,0.319482542,0.292919806,458399.1456,85531.96075,1018313.48,560059.4691,458399.5046,3287.17
478,case_479,0.690444316,1.368314908,0.644540802,3.753406147,0.286841753,0.798661014,0.39370136,0.373051561,0.206274918,0.273967242,0.203850146,0.36252301,497429.4336,72686.00702,1044485.48,547213.5154,497429.8243,3288.5
479,case_480,0.82814019,0.670944625,1.079139285,3.809846781,0.369701193,0.698099143,0.37855633,0.291018596,0.232338759,0.243141278,0.366213001,0.38172125,493577.7898,71219.71769,1039168.76,545747.226,493578.1805,3300.33
480,case_481,0.985545417,0.75633,1.309840358,3.112389731,0.247853255,0.395660946,0.202283981,0.376819629,0.243540232,0.256933756,0.323961445,0.392898331,470399.519,86815.54585,1031593.65,561343.0542,470399.8886,3302.17
481,case_482,0.914368674,0.843868345,1.298216174,3.999455872,0.271527786,0.325893589,0.2406584,0.372256193,0.292062916,0.213650451,0.218349698,0.325240972,473004.2064,99973.92413,1047355.9,574501.4641,473004.5866,3297.5
482,case_483,0.503618966,0.502129142,0.671243597,3.224155436,0.374471861,0.73965704,0.340728792,0.330673323,0.221964264,0.243783945,0.31480081,0.346152961,488640.1238,72459.12314,1035472.08,546986.6315,488640.5146,3236.33
483,case_484,0.808271368,0.947446729,1.205762788,3.989597735,0.378990333,0.280414527,0.398737317,0.336998924,0.204619896,0.219566935,0.313052177,0.236516668,498851.3376,108134.0163,1081354.97,582661.5563,498851.7389,3285.5
484,case_485,0.598863707,0.646011091,1.35772432,3.670768785,0.256659568,0.731221472,0.394607383,0.36140957,0.247996037,0.284920532,0.268252087,0.297118585,470127.9686,73804.62309,1018311.26,548332.1314,470128.3488,3289.17
485,case_486,0.809754945,1.063027233,1.376584929,3.790187264,0.382307651,0.731483157,0.302596217,0.300681432,0.213530788,0.211301025,0.266314736,0.230012815,470743.9757,77289.6849,1022412.12,551817.1932,470744.3558,3304.67
486,case_487,0.641608167,0.65001965,0.960785194,3.145958532,0.382047746,0.454019041,0.283306825,0.34285437,0.293012093,0.204554341,0.338183803,0.254510913,481030.5562,86554.30002,1041960.1,561081.84,481030.9363,3253.33
487,case_488,0.591784015,0.806625798,0.610809736,3.415576807,0.362815728,0.757599355,0.345973336,0.292683325,0.208184647,0.265196662,0.353067097,0.322264338,493913.3654,71440.8693,1039725.38,545968.346,493913.7562,3272.5
488,case_489,0.707910091,0.965342881,0.64273728,3.987089651,0.258189987,0.444632754,0.39315561,0.323083963,0.21068376,0.232985189,0.264763546,0.313292245,492756.5914,87809.28711,1054937.4,562336.7955,492756.9821,3271.5
489,case_490,0.799139778,0.574226492,1.040556566,3.43181763,0.334664394,0.639697689,0.270459193,0.303973808,0.282242147,0.224540776,0.398490031,0.289505444,473326.1702,74498.32277,1022202.14,549025.7994,473326.5504,3286.33
490,case_491,0.781625556,0.930924068,0.527660425,3.021850885,0.28270562,0.432707434,0.239587275,0.273626419,0.25181893,0.266805456,0.338671794,0.319945203,485052.3955,85324.49058,1044750.83,559851.9989,485052.7862,3269.67
491,case_492,0.713716024,0.684474878,0.600521164,3.107439676,0.341787333,0.265811228,0.238534661,0.264834436,0.270609114,0.289117276,0.395510793,0.388191139,495301.0445,97742.55094,1067414.3,572270.0593,495301.4352,3259.33
492,case_493,0.884710114,1.214478508,1.463597727,3.60123942,0.266724596,0.579503326,0.364424843,0.318699228,0.221597873,0.245250424,0.205914948,0.295264657,469627.0339,83142.23756,1027148.08,557669.7459,469627.4035,3310.33
493,case_494,0.629254239,0.916737572,0.692968337,3.924921525,0.30445924,0.434919685,0.234834227,0.380598035,0.261542501,0.269014162,0.333995572,0.28262967,488467.3306,85376.96777,1048217.19,559904.5078,488467.7213,3267.83
494,case_495,0.939496576,0.530841814,1.404585093,3.465750447,0.297926737,0.741348504,0.31762361,0.287589977,0.223654951,0.25792988,0.294236709,0.279206106,460671.7949,74209.17567,1009262.62,548736.684,460672.1645,3304
495,case_496,0.514802793,0.824348043,1.044056096,3.841346842,0.340402619,0.283832217,0.200403716,0.243907021,0.292616067,0.208927459,0.369121989,0.245387943,469379.3386,102023.7966,1045782.02,576551.3049,469379.7082,3264.83
496,case_497,0.892571862,0.950038708,1.164052713,3.262296048,0.299118295,0.258434773,0.334193221,0.250435994,0.202615906,0.241636176,0.239140472,0.218123903,477623.1187,121181.6446,1073181.06,595709.1846,477623.4989,3275
497,case_498,0.996448699,0.643348697,1.378700581,3.733169653,0.250826727,0.498382719,0.399409469,0.203179994,0.249443431,0.24031047,0.260316889,0.212861311,461233.1856,87710.57172,1023325.23,562238.0801,461233.5552,3304.5
498,case_499,0.63368346,0.671593838,1.0674261,3.895132516,0.38885065,0.487130993,0.214844744,0.364167287,0.245499147,0.224865954,0.368099435,0.300849011,478278.9686,81595.98148,1034251.06,556123.5215,478279.3488,3278
499,case_500,0.815633394,1.172679708,1.312957151,3.588665255,0.209947168,0.442872454,0.213185976,0.251514722,0.2986448,0.225202293,0.299449971,0.270447476,455960.1869,87104.59794,1017447.93,561632.138,455960.5565,3304.83
500,case_501,0.733722212,1.413467605,1.122476687,3.912630395,0.397301783,0.417013359,0.274244103,0.280826728,0.256553562,0.209127312,0.235873144,0.234399832,483661.7069,94537.23024,1052573.34,569064.7386,483662.0976,3292.17
501,case_502,0.982822255,1.436071497,0.61683126,3.07680818,0.352893936,0.705017719,0.284982019,0.373346363,0.24806389,0.244003294,0.370502191,0.337868504,507006.2765,72118.51229,1053491.82,546646.0206,507006.6778,3310.83
502,case_503,0.564684938,1.289841087,1.0878849,3.905080868,0.377076771,0.719196956,0.295874232,0.22288191,0.237512481,0.27030096,0.224218464,0.378735373,478416.6077,73439.62634,1026232.3,547967.1347,478416.9984,3295.17
503,case_504,0.969353041,1.407441327,0.605686183,3.502866592,0.253304366,0.353984992,0.241343901,0.329602359,0.274555327,0.290626941,0.368873313,0.201640634,491463.815,93940.25074,1059775.99,568467.7591,491464.2058,3299.33
504,case_505,0.880588574,1.356730928,0.67577806,3.965129604,0.290875485,0.678986401,0.266916221,0.375150774,0.256776866,0.299635214,0.379757226,0.319660451,502097.112,71632.66282,1048098.34,546160.1712,502097.5133,3314.17
505,case_506,0.504888006,0.652291088,0.615917207,3.801444645,0.329545057,0.787886537,0.354127128,0.343897251,0.257206716,0.203243554,0.262729526,0.281834925,482615.137,73537.1066,1030526.98,548064.6149,482615.5277,3244.5
506,case_507,0.817106607,0.62974122,0.872406027,3.710249316,0.36073244,0.53840009,0.328095214,0.232500843,0.236876158,0.266442266,0.359682768,0.203713125,483346.0157,81802.75491,1039523.26,556330.2633,483346.4064,3276.67
507,case_508,0.919069612,0.556244801,1.15127556,3.505240795,0.317384551,0.521522188,0.22458296,0.384171929,0.227071106,0.297603227,0.216308404,0.30654334,469319.9808,84418.63357,1028117.54,558946.1419,469320.3504,3284.83
508,case_509,0.626250374,0.688521192,0.637799052,3.389870344,0.377699406,0.231713971,0.396078832,0.274882462,0.273275762,0.258039264,0.215432284,0.305165105,500574.9302,120129.7256,1095073.72,594657.2656,500575.3315,3236.5
509,case_510,0.53001133,0.92700648,1.339405428,3.825059979,0.272880961,0.370618519,0.353770623,0.291494464,0.203451838,0.288779892,0.200780483,0.246366644,467748.4205,100236.8168,1042364.67,574764.3568,467748.8006,3270.5
510,case_511,0.955010442,0.755512184,0.953641106,3.543002486,0.256213081,0.336470069,0.340621634,0.350772014,0.27759619,0.28123027,0.240299181,0.254316345,480623.2042,100148.4575,1055147,574675.9658,480623.5843,3275
511,case_512,0.739704098,0.605116902,0.964575978,3.095419176,0.234564429,0.510485108,0.381377803,0.308419494,0.247120863,0.279896545,0.391156644,0.313486388,485164.4054,79369.96052,1038908.28,553897.4689,485164.7962,3275.17
512,case_513,0.604362279,0.914953298,1.372384617,3.322961558,0.310926481,0.332947069,0.305557789,0.285242718,0.251189566,0.256522508,0.354785505,0.358905161,477790.199,92702.39712,1044868.84,567229.9055,477790.5898,3290.83
513,case_514,0.994638564,0.892104807,0.62424206,3.418675217,0.242112925,0.287241515,0.372381642,0.218859153,0.256815228,0.201803176,0.380502845,0.373057714,494422.5475,98048.32479,1066841.88,572575.8648,494422.9488,3290.83
514,case_515,0.821591633,0.759324227,1.156441899,3.582216377,0.275293242,0.306559289,0.250369213,0.396580847,0.241383484,0.233008972,0.368487223,0.382701896,483656.2579,94701.72422,1052732.37,569229.2326,483656.6381,3290
515,case_516,0.863320038,0.752503347,1.107290364,3.12108973,0.201636763,0.58168709,0.259991482,0.303331232,0.24655046,0.235855682,0.348500593,0.373746806,464514.9907,76313.80552,1015209.23,550841.3139,464515.3603,3295.5
516,case_517,0.924721647,0.743850973,1.06265271,3.482386174,0.337073473,0.745342607,0.270083805,0.203108694,0.248400826,0.280345206,0.311670341,0.276149611,467213.5459,72980.41134,1014573.54,547507.9197,467213.9155,3298.17
517,case_518,0.806943362,0.944037479,0.687960531,3.597206804,0.365679393,0.355672071,0.330372451,0.317116449,0.243835006,0.243336799,0.270745629,0.371063184,499586.303,93248.54627,1067204.23,567776.0863,499586.7043,3273.17
518,case_519,0.587063341,0.572304108,1.132831557,3.688104623,0.2768439,0.37408095,0.369811769,0.305538121,0.219663805,0.257539373,0.226255157,0.242674464,468046.8989,99200.73275,1041626.96,573728.2411,468047.279,3247.5
519,case_520,0.964061997,0.885220768,1.269748424,3.245892016,0.302144804,0.754069186,0.343570797,0.362915061,0.243696001,0.266280034,0.218170317,0.316109427,474005.0832,74840.45378,1023222.99,549367.9621,474005.4634,3305.83
520,case_521,0.507769,0.602304064,0.756618485,3.832031935,0.225994369,0.260425167,0.364194045,0.31765786,0.223965163,0.25040326,0.379197881,0.371173107,494183.6064,100802.443,1069357.13,575329.983,494184.0077,3252.17
521,case_522,0.61097207,1.115879126,0.566966333,3.607872405,0.232005018,0.287979376,0.356641622,0.231326051,0.288922541,0.242358858,0.373281407,0.345870915,495517.3872,96987.53814,1066875.59,571515.0782,495517.7885,3276.17
522,case_523,0.923356798,0.515311521,0.752222514,3.955747624,0.346101082,0.419687198,0.290460872,0.210471771,0.295261775,0.226691064,0.238140646,0.349422657,475565.8195,88078.13374,1038020.9,562605.6421,475566.1997,3272.17
523,case_524,0.724053289,0.898958947,0.757235618,3.823029904,0.396496499,0.412156576,0.321141393,0.335881303,0.280934041,0.219001939,0.365520988,0.221888584,499677.193,88977.59341,1063024.12,563505.1018,499677.5942,3272.17
524,case_525,0.647297404,1.079946385,0.560899152,3.754687007,0.300287431,0.740191608,0.21224279,0.208170433,0.244304141,0.221403864,0.331726082,0.346563182,472269.9485,71465.50856,1018113.45,545993.0169,472270.3286,3283.67
525,case_526,0.599932388,0.98108234,0.561914802,3.145255643,0.208107305,0.314083339,0.243763527,0.379878735,0.212703436,0.201957401,0.26854801,0.396670336,486387.2218,99554.93003,1060315.68,574082.4384,486387.6125,3247
526,case_527,0.827428103,0.640077664,1.189746707,3.117412505,0.37518973,0.504649098,0.221720607,0.367156967,0.231230631,0.279296044,0.316492876,0.272939146,475156.6618,83127.44767,1032661.19,557654.956,475157.0419,3280.33
527,case_528,0.886452996,1.307678613,1.221752083,3.565718928,0.394720499,0.422761212,0.276648438,0.314967902,0.24608818,0.293296335,0.229896521,0.296132402,488693.5574,90525.46466,1053591.83,565053.0047,488693.9482,3304.17
528,case_529,0.745342251,1.154377123,1.442660596,3.648544128,0.203975168,0.631040263,0.275032118,0.381935329,0.261780301,0.297716373,0.374780593,0.380041,475911.6384,72538.26647,1022826.76,547065.7748,475912.0186,3313.67
529,case_530,0.841377905,0.504125488,0.507949473,3.775022966,0.251634667,0.319233433,0.378212648,0.256760128,0.266554931,0.200789534,0.346413793,0.388539972,493906.7549,93616.64668,1061894.57,568144.1867,493907.1456,3272.5
530,case_531,0.71129352,1.173733879,1.493155016,3.708829628,0.361946288,0.77080681,0.32865791,0.269583787,0.242361994,0.246658674,0.310624988,0.343947947,477712.6042,70997.36262,1023086.23,545524.871,477712.9843,3314
531,case_532,0.758330885,0.636426058,1.407797542,3.204289466,0.314846663,0.691558553,0.248645983,0.392922848,0.221743056,0.285611898,0.296381575,0.329356893,468413.4576,74216.45977,1017009.12,548743.9681,468413.8272,3295.83
532,case_533,0.565680714,1.019137473,1.076923353,3.960154294,0.391367256,0.600587418,0.385120619,0.229105463,0.262740826,0.244532667,0.372343137,0.315341682,495599.0899,75267.58707,1045237.3,549795.0954,495599.4912,3292.17
533,case_534,0.808604577,0.870220782,0.625069338,3.42542164,0.388964334,0.706087711,0.28643592,0.389153551,0.214737733,0.281735315,0.311442606,0.362878717,501561.3821,72791.62647,1048721.75,547319.1348,501561.7834,3282.83
534,case_535,0.875080355,1.073389632,1.24795897,3.523246095,0.310050387,0.371654739,0.222151284,0.294791225,0.243091138,0.251101207,0.329174603,0.225503027,470273.2637,94531.783,1039183.66,569059.2913,470273.6333,3299.83
535,case_536,0.817889039,0.51806726,0.758036161,3.439184192,0.362919812,0.398648904,0.344787477,0.259355043,0.249321068,0.229394044,0.387556572,0.338841418,492164.5872,86518.82962,1053055.14,561046.3696,492164.9779,3269.5
536,case_537,0.954704723,1.273699295,0.778783415,3.160437222,0.332936713,0.266826263,0.298990457,0.323292086,0.221309617,0.232169996,0.383031694,0.390089919,506625.5251,100716.554,1081709.23,575244.094,506625.937,3294.5
537,case_538,0.640349665,1.270292344,1.33334567,3.887666618,0.249631223,0.427786148,0.35742783,0.240890517,0.292983948,0.293988349,0.228583338,0.391869814,474317.5325,85374.0858,1034068.97,559901.5941,474317.9126,3302.33
538,case_539,0.855986533,0.612668929,0.905337362,3.990108631,0.321794134,0.619101578,0.35682356,0.334747742,0.290299355,0.235271812,0.291577456,0.291110504,486581.2406,76970.22961,1037924.95,551497.738,486581.6314,3286.33
539,case_540,0.515010239,0.821804884,0.941773839,3.675433091,0.31526137,0.38677451,0.308276564,0.355987424,0.200538581,0.227984046,0.293796813,0.330908839,482810.4019,91700.61168,1048885.67,566228.12,482810.7926,3254.83
540,case_541,0.602763121,1.397752978,0.618589819,3.728381563,0.289540426,0.497328139,0.241731739,0.251803418,0.238848331,0.293472059,0.393478372,0.328769139,489024.6029,78936.04985,1042333.36,553463.5582,489024.9936,3291.33
541,case_542,0.73494487,1.4918758,0.513186204,3.794953178,0.323466545,0.683546266,0.26177331,0.3161413,0.289905124,0.26886973,0.230910273,0.277946298,493870.7981,76511.04628,1044753.01,551038.5546,493871.1888,3289.83
542,case_543,0.913329463,1.497966539,0.735793076,3.279991306,0.285543163,0.266138225,0.217732072,0.227278528,0.218925985,0.22380592,0.306556823,0.370589461,485540.4893,105227.8505,1065142.12,579755.3588,485540.88,3291.5
543,case_544,0.555746489,0.536913024,0.950599211,3.8685709,0.298068886,0.587811716,0.398253637,0.278605045,0.224306021,0.213296387,0.213640978,0.345165967,468925.2902,80889.04374,1024193.39,555416.5521,468925.6704,3250.5
544,case_545,0.612458988,1.375309094,0.599292862,3.142525695,0.280141246,0.685664238,0.273591907,0.399157495,0.217403318,0.248297577,0.399178219,0.284554464,495504.071,73470.69461,1043345.43,547998.203,495504.4723,3285.83
545,case_546,0.956894604,1.177001026,0.520345306,3.8654979,0.314116308,0.67567547,0.316593357,0.215586864,0.213799349,0.28449837,0.339174223,0.352759909,496059.6643,72675.39757,1043105.55,547202.9059,496060.055,3313.83
546,case_547,0.902471478,0.999026243,0.802283423,3.81464768,0.325433808,0.578727091,0.311322387,0.341489381,0.201262075,0.261133565,0.280107637,0.213087692,485516.6659,82842.92439,1042733.41,557370.4327,485517.0566,3286.33
547,case_548,0.559519734,0.729228526,1.193743985,3.703390993,0.265710574,0.796267306,0.373063124,0.22649138,0.220173676,0.281388753,0.318979427,0.250043493,465960.8765,72037.78546,1012378.64,546565.2938,465961.2566,3285.5
548,case_549,0.741733198,1.11187553,1.234994088,3.846380827,0.287249239,0.406994387,0.260967218,0.249962879,0.296203134,0.247070288,0.22124247,0.278472311,467569.5341,92237.63987,1034186.63,566765.1482,467569.9037,3294.83
549,case_550,0.967872313,0.779746259,1.450397251,3.564125123,0.25894751,0.721596839,0.363800555,0.234660483,0.250347627,0.265100377,0.262525049,0.26718215,460186.0032,75396.51564,1009964.34,549924.024,460186.3728,3311.33
550,case_551,0.542904814,1.470330227,0.737287903,3.337237039,0.345784022,0.743094729,0.264685795,0.270431135,0.263212769,0.238509349,0.276524464,0.266851434,482043.2918,74749.49754,1031167.68,549276.9742,482043.6826,3280.5
551,case_552,0.904223285,1.428883135,1.071986733,3.570534786,0.294993624,0.430424267,0.263309005,0.20570885,0.276643685,0.249980836,0.340217686,0.242351745,477259.0099,87502.56316,1039137.98,562030.0715,477259.3901,3306.5
552,case_553,0.861008651,0.924763444,1.168859134,3.599245857,0.323891736,0.605074655,0.316027424,0.305097995,0.275317626,0.224302553,0.384084402,0.272856568,481294.2182,76439.0287,1032108.39,550966.537,481294.609,3306.83
553,case_554,0.683714,1.286852782,0.763288195,3.228421638,0.234841757,0.687988551,0.271570447,0.2871356,0.265881605,0.209064062,0.203059887,0.271276516,468188.1072,79508.99182,1022076.37,554036.5002,468188.4874,3278.67
554,case_555,0.980255042,1.29589713,1.042501159,3.239317334,0.390329986,0.662306055,0.20735505,0.285965696,0.294334728,0.293111312,0.247603902,0.321503333,484203.287,75729.46235,1034306.98,550256.9707,484203.6672,3307.83
555,case_556,0.597492219,1.309320544,0.621233287,3.861806339,0.287558372,0.501448049,0.257049246,0.265754246,0.271246394,0.298354799,0.285892975,0.379467072,489118.4496,79683.55686,1043174.7,554211.0652,489118.8403,3283.83
556,case_557,0.627782226,1.22072099,1.43087452,3.003579657,0.392706616,0.315061732,0.383752366,0.203484556,0.251391812,0.245954217,0.378574239,0.346275357,493558.2326,94451.21452,1062380.72,568978.7229,493558.6339,3300.5
557,case_558,0.572564925,1.356207143,1.187175176,3.886113587,0.339276075,0.697248191,0.312882706,0.357635524,0.287624628,0.290027361,0.241655284,0.250325444,484701.5818,76106.68372,1035182.32,550634.1604,484701.9725,3295.67
558,case_559,0.60745333,1.032438958,0.727907117,3.209850999,0.33323769,0.380792147,0.364684308,0.36701048,0.249570803,0.226290174,0.305760306,0.300213098,499356.3485,92530.20733,1066256.01,567057.7473,499356.7392,3260
559,case_560,0.69670135,1.101795451,0.505537179,3.386021096,0.352390794,0.336873828,0.316435826,0.396014706,0.250074957,0.283000136,0.344761209,0.253470487,510468.1718,95917.37717,1080751.47,570444.8855,510468.5837,3276.33
560,case_561,0.694419137,1.481416222,1.007231192,3.734144506,0.367630433,0.55513108,0.368062433,0.334129221,0.229810296,0.283694997,0.207038512,0.253204216,492740.0438,84805.79932,1051917.37,559333.3077,492740.4346,3292.33
561,case_562,0.858696381,1.025584257,0.791695202,3.539038514,0.216674214,0.463546523,0.354251555,0.324216139,0.269667973,0.286805075,0.22780249,0.24865851,478084.5696,89032.54086,1041493.28,563560.0809,478084.9498,3278.67
562,case_563,0.736648757,1.069197305,0.51881777,3.347541983,0.204496484,0.700115234,0.290420873,0.231887751,0.277049498,0.278182223,0.292984093,0.303287513,473961.3014,73974.786,1022313.55,548502.2943,473961.6816,3282.5
563,case_564,0.764918829,0.901932468,1.053831751,3.189529606,0.399530357,0.36533664,0.228358968,0.378094211,0.226018097,0.286209396,0.329035063,0.397128256,494959.967,88960.23825,1058291.04,563487.7466,494960.3683,3280.83
564,case_565,0.539714095,1.399629356,1.498114376,3.419729505,0.306537362,0.238113142,0.368556401,0.309758929,0.275526102,0.203164791,0.282561862,0.332614622,486969.3206,113798.8609,1075141.53,588326.4009,486969.7114,3293.83
565,case_566,0.839212616,0.982009937,1.390112457,3.968188329,0.212316795,0.212653694,0.286990541,0.237212275,0.249484369,0.253948597,0.307854079,0.229070988,470931.2678,121414.9258,1066724.62,595942.4659,470931.648,3297.83
566,case_567,0.594724522,1.364679843,1.059445456,3.808366656,0.29637395,0.202649785,0.244649988,0.265962143,0.237379245,0.203709281,0.252754501,0.267395981,483485.7667,131304.4534,1089164.65,605831.9934,483486.1469,3270.5
567,case_568,0.669434784,0.649844039,0.62704585,3.730313734,0.202508807,0.612203533,0.388599003,0.246020088,0.244827234,0.220672441,0.275263267,0.261921189,470876.0074,79805.35968,1025059.81,554332.868,470876.3875,3256.83
