#,Job_ID,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,District Cooling [kWh],c1: Interior Lighting[kWh],c2: Total Energy [kWh],c4: Annual Total Peak Values[kWh],c5: Annual and Peak Values-Cooling [kWh],c7: Not Comfortable[Hours]
0,case_1,0.765151586,0.893091441,0.744243876,3.783267852,0.274211397,0.340740362,0.300329888,0.342031585,0.227263357,0.247424881,0.20794097,0.371769808,486345.5203,97918.66781,1058637.73,572446.1762,486345.911,3266.17
1,case_2,0.540806659,0.811442283,0.521672706,3.186853432,0.319022125,0.494458511,0.362413785,0.323757801,0.201571479,0.255920467,0.330739892,0.215677594,493508.9491,86273.70382,1054153.93,560801.2122,493509.3504,3247.67
2,case_3,0.910958807,0.511490248,1.067795585,3.613094407,0.265311648,0.376351315,0.201612955,0.241956203,0.210016462,0.200278194,0.398125898,0.254131478,454986.6499,91599.55271,1020969.66,566127.0927,454987.009,3285.17
3,case_4,0.898881806,0.867572999,0.731389669,3.749150889,0.222237224,0.343829237,0.350543785,0.394898834,0.235986561,0.235521887,0.306753522,0.309287695,493458.9158,95186.46524,1063016.7,569714.0053,493459.3066,3279.83
4,case_5,0.961514255,1.00166858,1.146529204,3.577461315,0.234898507,0.631814414,0.382605727,0.276463682,0.206033617,0.288284221,0.259439164,0.314389262,473485.1299,77729.10615,1025591.85,552256.6145,473485.5101,3307.5
5,case_6,0.651104231,1.437508307,0.925110648,3.097096023,0.246842501,0.68953338,0.21048026,0.217611312,0.269518496,0.276676383,0.261211295,0.244538009,463854.9168,76874.77623,1015110.35,551402.2846,463855.2864,3290.83
6,case_7,0.898004609,1.439671054,1.157457289,3.552210199,0.348459167,0.794814957,0.226426181,0.325351444,0.240998753,0.262554122,0.260739896,0.340860862,480033.2803,71618.12629,1026026.95,546145.6346,480033.671,3312.5
7,case_8,0.670943362,1.300527456,0.795533339,3.897514513,0.290486416,0.243168138,0.257893065,0.319461211,0.287221058,0.252653904,0.376039426,0.200549348,494274.5914,109779.9062,1078425.54,584307.4462,494274.9926,3276.17
8,case_9,0.971016851,0.586302468,1.351868969,3.048788373,0.253412945,0.680044206,0.21969806,0.224010213,0.205263319,0.242100584,0.219950331,0.380853075,444932.664,76243.14975,995562.44,550770.6581,444933.023,3301.83
9,case_10,0.667391765,1.157356061,1.447821607,3.191561587,0.326842655,0.533174498,0.329526945,0.361788582,0.207171601,0.275926306,0.201156274,0.24315171,471705.7277,88075.41012,1034159.29,562602.9185,471706.1078,3292
10,case_11,0.579063719,0.97665209,1.181215432,3.666815436,0.354462814,0.586806666,0.255526948,0.24358699,0.294113308,0.234115347,0.398824848,0.395006892,476549.3357,73684.56212,1024610.55,548212.0705,476549.7158,3298.83
11,case_12,0.986861347,0.664230318,1.142324974,3.663824121,0.388090683,0.413989624,0.355205561,0.327119362,0.265320597,0.237174317,0.263331506,0.312541583,487775.4499,89809.08926,1051957.64,564336.6293,487775.8406,3293.33
12,case_13,0.934981023,1.19104018,1.203275701,3.533946997,0.281321542,0.320770648,0.34551633,0.343470329,0.286702748,0.285494414,0.35990399,0.206354248,491118.6509,97953.21978,1063443.9,572480.7281,491119.0416,3305.17
13,case_14,0.810590519,1.155645317,1.215798149,3.528593347,0.358264738,0.449307098,0.231586182,0.325643442,0.295991236,0.296540581,0.35793144,0.29553757,484842.0192,83035.54133,1042251.58,557563.0497,484842.4099,3306.67
14,case_15,0.704224614,1.195366559,0.550550535,3.95248865,0.261519537,0.396671087,0.36062485,0.366851192,0.235575863,0.204708524,0.236449454,0.318771235,497498.9606,93147.58231,1065016.58,567675.1223,497499.3514,3273
15,case_16,0.820621835,1.457160424,0.658122606,3.622792661,0.398110824,0.780071619,0.277096363,0.227895385,0.28985969,0.201707941,0.204167437,0.33059831,485868.6202,74032.36206,1034274.69,548559.8704,485869.0109,3294.83
16,case_17,0.93766176,1.031140812,0.948275683,3.833447757,0.352031421,0.405006189,0.344041048,0.244320926,0.291565262,0.282823683,0.270021791,0.311981368,492278.9837,88389.54485,1055040.2,562917.0532,492279.385,3299.5
17,case_18,0.648924782,0.627099944,1.017560976,3.942648953,0.32246939,0.59877322,0.295273791,0.262505969,0.285887833,0.201541101,0.231427003,0.385103489,467199.1315,77745.85958,1019324.56,552273.3363,467199.5011,3278.5
18,case_19,0.998015002,1.185496338,1.08977688,3.215830053,0.247443158,0.442575527,0.31493833,0.209575656,0.294008652,0.290466641,0.205674927,0.30591631,469440.4493,88981.14045,1032800.48,563508.6805,469440.8294,3300.83
19,case_20,0.87240813,0.544415382,0.972947341,3.078363225,0.323246896,0.419234571,0.200200636,0.257882508,0.295080647,0.234055857,0.36997158,0.22436926,464695.345,88222.01055,1027297.73,562749.5189,464695.7146,3270.83
20,case_21,0.840293208,1.302163868,0.987547474,3.686907392,0.240311629,0.29493457,0.2776531,0.36524982,0.253058863,0.214169885,0.364251876,0.281357647,488149.5274,100261.2027,1062783.7,574788.711,488149.9181,3294.17
21,case_22,0.905063327,1.003834911,1.435984061,3.310837411,0.397795669,0.228952394,0.258119581,0.247896737,0.24830974,0.257787988,0.339819726,0.333183354,484661.8445,110675.1538,1069711.08,585202.6938,484662.2246,3305.83
22,case_23,0.890289295,1.000236407,1.362290734,3.658464338,0.384850016,0.204227263,0.28941344,0.351177298,0.263881895,0.259645646,0.213892594,0.219221528,492085.1232,135693.8837,1102150.74,610221.4237,492085.5245,3284
23,case_24,0.519426971,1.249973696,0.852923494,3.378915406,0.269649952,0.784572254,0.301520944,0.334574307,0.277966881,0.289012201,0.338953171,0.37235052,486572.0218,69075.56368,1030021.07,543603.072,486572.4125,3288
24,case_25,0.793199299,1.127318221,0.86192882,3.284905778,0.372810088,0.55834207,0.276746833,0.204420742,0.258497775,0.225738995,0.37040228,0.319364788,482579.7715,78016.5114,1034971.01,552544.0197,482580.1517,3293.33
25,case_26,0.733260911,0.911340363,1.245130119,3.350015333,0.319157749,0.577818233,0.379061004,0.268527039,0.225284397,0.26851489,0.232193846,0.231464538,470081.3568,84259.87186,1028719.9,558787.3802,470081.737,3284.67
26,case_27,0.832808134,0.826952439,0.825809322,3.403845132,0.273045081,0.759219991,0.27957512,0.37740615,0.256666334,0.290957848,0.368932703,0.379893295,488061.9955,69198.09491,1031633.09,543725.6033,488062.3862,3293.33
27,case_28,0.680929244,0.944461632,0.53782444,3.27565173,0.391108061,0.333436002,0.266614672,0.356636107,0.202700406,0.240800987,0.387911779,0.211180499,499674.7114,98347.89132,1072391.94,572875.4313,499675.1126,3262.67
28,case_29,0.68179928,1.246436115,0.927825296,3.170751714,0.350697328,0.658160372,0.256706897,0.296223706,0.274430349,0.28786614,0.34592877,0.370000739,488992.1942,72708.9361,1036073.84,547236.4444,488992.585,3294.33
29,case_30,0.921308637,0.708653724,1.472665418,3.523931867,0.234412933,0.409715323,0.374257253,0.346781228,0.203747283,0.262198321,0.240927791,0.269331242,466230.431,94009.67138,1034620,568537.1797,466230.8006,3298.83
30,case_31,0.790979559,1.251827133,1.02655068,3.758846204,0.364962427,0.408561777,0.30459469,0.360761813,0.293557079,0.236135182,0.343917105,0.348345447,500943.8861,85508.87332,1060821.7,560036.3817,500944.2874,3302.17
31,case_32,0.797012995,0.697673539,1.361849792,3.213737958,0.386197349,0.278990962,0.382704478,0.216507781,0.24232435,0.298815004,0.346926302,0.210715248,490475.2618,105516.3008,1070363.82,580043.8408,490475.6525,3281.17
32,case_33,0.883361682,1.424726928,1.467762561,3.565143041,0.270620639,0.583349731,0.28839498,0.20955129,0.28374845,0.26561424,0.380092741,0.25593889,471525.12,77129.40303,1023032.74,551656.9114,471525.4896,3322.67
33,case_34,0.50991302,0.902961667,0.647693882,3.568535714,0.232679818,0.709093551,0.338694781,0.344201481,0.266692774,0.290806683,0.322155666,0.353105521,486844.7126,71761.30636,1032979.42,546288.8147,486845.1034,3272.67
34,case_35,0.846671964,1.338433366,1.240486059,3.208151952,0.383794091,0.599942297,0.37252555,0.23812843,0.270339336,0.207571066,0.393084242,0.286667886,492319.6714,76607.54477,1043298.89,551135.0531,492320.0726,3313.67
35,case_36,0.9785507,0.966088771,0.52935868,3.12981812,0.330651592,0.224084364,0.302709682,0.380889968,0.275117887,0.254093273,0.242726186,0.209404902,506783.4288,127402.7411,1108553.28,601930.3128,506783.8301,3270.17
36,case_37,0.844031649,1.49006182,1.118485516,3.348327991,0.216083574,0.264840737,0.214906465,0.367840861,0.254603002,0.22100543,0.251938799,0.393535422,482440.4218,106838.3333,1063653.53,581365.8416,482440.8019,3297.33
37,case_38,0.502827538,1.372585953,0.648712867,3.821877729,0.275057863,0.589945509,0.324651834,0.258244824,0.237707945,0.262711498,0.259925269,0.383743094,486915.4013,77200.75554,1038489.52,551728.2639,486915.792,3281.83
38,case_39,0.527884044,1.345604853,0.920443047,3.278755473,0.21425466,0.781142547,0.260413093,0.339583651,0.236674864,0.251223129,0.26616236,0.261347557,467216.5978,74193.40401,1015789.6,548720.9124,467216.9779,3282.83
39,case_40,0.946248389,1.358331899,1.453497037,3.29719979,0.291761774,0.752006087,0.201009464,0.335101336,0.26295895,0.216506624,0.286572691,0.207351552,460766.9616,76289.89467,1011438.47,550817.403,460767.3312,3315.5
40,case_41,0.619301659,0.861256744,1.42769987,3.696439962,0.226338829,0.253547661,0.278641987,0.345316088,0.290556606,0.210239874,0.259052376,0.353705874,469571.0554,108983.6591,1052933.55,583511.1674,469571.4355,3283.67
41,case_42,0.811479887,0.524289659,0.686190858,3.913564957,0.341677904,0.676424394,0.344960802,0.29605247,0.23858518,0.211770298,0.224636307,0.368822135,480692.351,75968.22248,1031035.91,550495.7308,480692.7418,3267.5
42,case_43,0.912458869,1.102932934,1.422090327,3.44182422,0.306966534,0.520760398,0.390034537,0.367700034,0.28732511,0.22588473,0.396546838,0.390751809,497691.2266,77276.51018,1049337.69,551804.0185,497691.6278,3322.67
43,case_44,0.950493473,0.886532246,0.906787749,3.39246025,0.343919955,0.527350724,0.388083581,0.345604601,0.270552739,0.223003207,0.334201002,0.36183256,499048.5773,79421.10757,1052839.22,553948.6159,499048.9786,3298.83
44,case_45,0.776506865,0.872466483,0.593673454,3.589307351,0.261963849,0.506066989,0.368836613,0.240875849,0.234897109,0.277598307,0.286862795,0.322725731,485644.0723,82171.10868,1042188.96,556698.617,485644.463,3275
45,case_46,0.999335711,0.559427573,1.24380623,3.498812325,0.317775469,0.649803393,0.289073259,0.393485474,0.244589295,0.261785322,0.234183135,0.361680869,474164.6026,76634.27425,1025176.27,551161.7826,474164.9827,3299.5
46,case_47,0.624810466,1.195650591,0.64936729,3.181023878,0.256222345,0.466573687,0.349407337,0.241482303,0.219945521,0.254524125,0.240614507,0.28048558,480285.9917,88897.88002,1043559.33,563425.3884,480286.3718,3262.83
47,case_48,0.959798788,1.283589093,0.81065521,3.902158562,0.281541086,0.498735674,0.39566198,0.258576977,0.26568284,0.277700019,0.266957177,0.274774771,493644.4762,83748.90808,1051764.62,558276.4164,493644.8669,3303.83
48,case_49,0.660237167,0.579769437,0.775869725,3.358515006,0.391784693,0.365316974,0.373494274,0.231068653,0.266087298,0.237053736,0.373606848,0.217334944,494241.3907,93773.50819,1062385.94,568301.0165,494241.792,3251.83
49,case_50,0.674260368,1.211631685,0.881529029,3.440850513,0.252751966,0.643587559,0.331494915,0.202648807,0.283962452,0.228623974,0.334284385,0.320325031,474855.2054,75034.71756,1024267.1,549562.2259,474855.5856,3293.67
50,case_51,0.865128954,1.150171716,0.506340603,3.677809067,0.23936864,0.458063747,0.321609028,0.370197204,0.211324076,0.2044244,0.323236373,0.389276825,500260.8758,83519.07889,1058149.12,558046.5872,500261.2771,3293.83
51,case_52,0.657960332,0.512494343,1.032354911,3.270720854,0.282169646,0.426886302,0.362508858,0.381536628,0.224170954,0.273206912,0.309307334,0.234981724,478761.8563,90290.40992,1043428.2,564817.9183,478762.2365,3251
52,case_53,0.75189618,1.21788224,0.917609738,3.879998866,0.371139084,0.383754767,0.23223088,0.281265657,0.296292029,0.211929117,0.321529567,0.211498699,483975.8035,93317.99858,1051668.1,567845.5069,483976.1942,3285.5
53,case_54,0.629610735,1.054104333,0.970443678,3.847495499,0.219071735,0.20771473,0.348072154,0.265365822,0.279903479,0.202446677,0.360934326,0.207265764,487837.7962,122411.7708,1084622.65,596939.3108,487838.1869,3266.33
54,case_55,0.562461849,0.750145158,0.622289681,3.086516443,0.235509038,0.374799225,0.301714892,0.341124211,0.258977809,0.254165599,0.266875309,0.334382717,482017.0502,92578.72577,1048970.68,567106.2341,482017.4304,3236.83
55,case_56,0.828799052,1.303108194,1.21991799,3.686287117,0.351636239,0.29437298,0.359306016,0.210985807,0.264676499,0.241927997,0.337051161,0.321991056,492232.9421,98938.41014,1065543.05,573465.9502,492233.3434,3308
56,case_57,0.788306297,1.042691887,0.731089086,3.330369678,0.309692102,0.242380765,0.205061715,0.253147575,0.219348931,0.249581912,0.337347232,0.219717093,481661.2205,115198.5799,1071234.82,589726.1199,481661.6112,3264.83
57,case_58,0.659163932,0.563446116,1.209572446,3.015707194,0.333654959,0.597188523,0.378269147,0.336420892,0.234345646,0.288674257,0.363072602,0.334832396,488613.4493,75789.44533,1038775.72,550316.9537,488613.84,3277.33
58,case_59,0.915468215,1.058581076,1.214929756,3.888320708,0.240878584,0.423602585,0.357001358,0.338968018,0.209426194,0.299552022,0.202055774,0.345517647,478987.9354,89882.56366,1043246.37,564410.1037,478988.3155,3301
59,case_60,0.773182036,1.107536114,1.009717136,3.723876042,0.307691993,0.47918119,0.391524967,0.27194867,0.282494104,0.241191477,0.289782761,0.303376667,488414.4355,83919.29268,1046706.61,558446.801,488414.8262,3296
60,case_61,0.918537866,1.401441829,1.48752906,3.11448123,0.322228991,0.300729616,0.334231814,0.320665827,0.227389899,0.261620393,0.342566223,0.386305781,494320.6963,96596.92036,1065288.65,571124.4604,494321.0976,3319.67
61,case_62,0.662715882,0.840691513,1.117194994,3.578944942,0.335487614,0.484784164,0.317468374,0.309330189,0.23153019,0.226839661,0.225960046,0.275457025,471112.0339,88761.85737,1034252.26,563289.3974,471112.4141,3270.5
62,case_63,0.65116175,0.906537271,0.660274608,3.002275069,0.366404637,0.672540248,0.272670026,0.387252772,0.2993339,0.258232164,0.290789816,0.2351474,490692.1747,76876.83478,1041941.18,551404.3431,490692.576,3256
63,case_64,0.654729654,1.134556468,0.832626818,3.515890179,0.350178191,0.586500756,0.245529649,0.364566559,0.296426642,0.213004047,0.279206646,0.394875934,488628.5078,76988.47153,1039989.79,551515.9799,488628.8986,3283.5
64,case_65,0.869716213,0.62038523,1.205133114,3.303658454,0.254225943,0.270234725,0.397368366,0.318430451,0.231865248,0.236726236,0.20435502,0.310899973,474677.1322,113889.6905,1062944.05,588417.2305,474677.5123,3265.33
65,case_66,0.976720191,0.785079159,0.55989033,3.05221883,0.23148619,0.697932885,0.321394104,0.379405936,0.236056056,0.236583146,0.210117032,0.323916824,481541.8925,77287.59468,1033204.55,551815.103,481542.2832,3274.83
66,case_67,0.958546056,1.483865861,1.443808294,3.836037329,0.22187579,0.630015976,0.214165645,0.237729703,0.29776014,0.213950406,0.206157681,0.230829368,455044.8355,81801.64646,1011229.92,556329.1548,455045.2051,3321.17
67,case_68,0.582199769,0.510450416,1.095258367,3.8284872,0.238805891,0.607758618,0.263955482,0.216097633,0.228938447,0.273391846,0.222170669,0.347304668,448070.8848,78471.03924,1000927.55,552998.5476,448071.2333,3273.67
68,case_69,0.779987515,0.733696428,1.106019533,3.288857013,0.236188787,0.323231987,0.245224424,0.314077567,0.213580807,0.298217079,0.262415897,0.272640265,465428.3251,101160.504,1040968.96,575688.0124,465428.6947,3270.67
69,case_70,0.803709412,1.403291325,0.641528549,3.221441427,0.275991318,0.511142967,0.29289593,0.322771358,0.229608327,0.247255446,0.356759433,0.365740452,496378.9882,79684.38028,1050433.76,554211.8886,496379.3789,3294.5
70,case_71,0.726359974,0.794674627,1.471720269,3.433016307,0.332437484,0.782745029,0.253781993,0.356075745,0.261427798,0.224990705,0.27582745,0.390228922,467070.5952,70904.53785,1012354.78,545432.0462,467070.9754,3303.17
71,case_72,0.784348304,0.769326313,0.991474767,3.374569499,0.399734572,0.664244407,0.35342493,0.252935803,0.295141198,0.225969623,0.242246596,0.244117379,477158.4682,79082.39692,1030617.3,553609.9053,477158.8483,3275.33
72,case_73,0.859532909,0.951278669,1.363731495,3.394242122,0.230996424,0.41822574,0.331043664,0.354696984,0.286052179,0.296951039,0.346198023,0.269578876,476440.4093,86651.68527,1037468.75,561179.1936,476440.7894,3307.83
73,case_74,0.873393062,1.342661926,1.308567233,3.530467471,0.365960076,0.2353835,0.385487793,0.370365594,0.222827629,0.261279174,0.367401478,0.303669085,510748.3498,109587.5743,1094701.76,584115.1143,510748.751,3306.17
74,case_75,0.774488515,1.273243851,0.628957039,3.752058262,0.299057246,0.565361981,0.366083377,0.323340532,0.240562775,0.205782388,0.336154857,0.285211148,499206.2064,79639.56723,1053215.25,554167.0756,499206.6077,3293.17
75,case_76,0.830436178,1.037282221,1.085573042,3.987982853,0.351103774,0.37208385,0.262198133,0.379656874,0.26278919,0.253281264,0.249380141,0.324889837,490599.4474,92682.85673,1057654.51,567210.3967,490599.8381,3292.5
76,case_77,0.858101401,0.662032866,0.951824694,3.251073528,0.271137093,0.766423928,0.285391562,0.227334181,0.225444331,0.254714065,0.270405722,0.332060019,460890.6192,72787.88941,1008060.07,547315.3661,460890.9782,3285.83
77,case_78,0.571065454,0.682388325,0.628015295,3.047674742,0.278528707,0.20270951,0.34713073,0.352283113,0.295737943,0.200637441,0.24632888,0.23311688,494703.4541,134736.2463,1103810.61,609263.7863,494703.8448,3218.83
78,case_79,0.801105337,0.87823056,1.353750201,3.269336924,0.23411206,0.606784404,0.29181629,0.299865281,0.27839901,0.294304755,0.349825903,0.34186602,467984.4259,74922.82745,1017286.6,549450.3358,467984.7955,3305.33
79,case_80,0.553971961,0.849378178,0.716065008,3.508428755,0.204040707,0.519236744,0.342932046,0.30256889,0.287854988,0.294900696,0.237080421,0.208440668,468882.2266,86143.06507,1029404.37,560670.6051,468882.5962,3247.17
80,case_81,0.761559762,0.712934594,0.569442151,3.259763527,0.227674727,0.537048942,0.392716525,0.30215416,0.233401784,0.284356007,0.282186896,0.216469202,482525.5248,84383.89158,1041284.17,558911.3999,482525.9155,3256.83
81,case_82,0.533980862,1.416545803,1.317601291,3.423673168,0.376723988,0.377017669,0.355481439,0.348851794,0.2353425,0.240578279,0.244348432,0.399718693,492641.2128,91916.44273,1058929.21,566443.9511,492641.6035,3292.17
82,case_83,0.716058345,0.895878806,0.962743129,3.97475939,0.211568164,0.570175903,0.249766354,0.310644346,0.297245062,0.275322889,0.20848076,0.387981428,467252.5546,78313.51266,1019945.63,552841.021,467252.9242,3291.5
83,case_84,0.887371728,1.379689384,0.824621923,3.455570921,0.260128484,0.693146086,0.215917888,0.282216338,0.294928779,0.28861874,0.22039879,0.253561723,472382.1802,77275.4334,1024035.58,551802.9417,472382.5603,3296.67
84,case_85,0.839817848,1.257643776,0.779000471,3.659632059,0.222165611,0.608857043,0.266243772,0.389576,0.283607402,0.246265057,0.332976054,0.323487075,486159.1786,75796.22271,1036329,550323.7311,486159.5693,3298.33
85,case_86,0.966228992,1.390089072,1.368744399,3.627122626,0.343002287,0.493817135,0.286599549,0.221152016,0.207053553,0.213197494,0.315597392,0.366355579,475528.3104,82163.31786,1032068.6,556690.8262,475528.6906,3320.5
86,case_87,0.665955247,1.065174036,1.428014187,3.190620325,0.369289381,0.260694519,0.221109373,0.257098917,0.219514918,0.224386402,0.25372224,0.354218061,471752.2445,110256.9514,1056387.34,584784.4598,471752.6246,3286.83
87,case_88,0.743705012,0.600372689,1.096549471,3.652696483,0.327134622,0.293920296,0.396926531,0.274432621,0.241614385,0.285249837,0.245661374,0.385190594,486415.3219,100472.6316,1061261.49,575000.1716,486415.7021,3269.17
88,case_89,0.661736052,0.90926674,1.241155258,3.053093661,0.22118191,0.305142064,0.297100007,0.226067084,0.280665288,0.279350738,0.278177378,0.27990207,464087.4374,101221.4371,1039689.46,575748.9771,464087.807,3275.67
89,case_90,0.720584767,1.223861295,0.884192507,3.058695454,0.357621008,0.512719737,0.31834465,0.34193381,0.260861218,0.294426434,0.224433675,0.237260185,490200.48,86801.83274,1051374.63,561329.3411,490200.8707,3273.33
90,case_91,0.546974139,1.004627,1.183600996,3.023444698,0.200172855,0.720566056,0.355065294,0.253551048,0.226535218,0.25134607,0.221083032,0.315700868,457034.6246,76172.684,1007590.1,550700.1923,457034.9837,3280.5
91,case_92,0.508118675,0.549056245,0.961303081,3.760212397,0.240122887,0.420520802,0.262230894,0.206478048,0.271208344,0.290127282,0.381931879,0.221742058,461056.8125,86419.98755,1021858.33,560947.4959,461057.1821,3256.83
92,case_93,0.665421599,1.242573135,0.760626653,3.880446986,0.286224088,0.407662724,0.335393563,0.327391568,0.257980833,0.233303504,0.385864924,0.247884782,498030.7517,87610.9379,1060011.54,562138.4462,498031.153,3289
93,case_94,0.942665952,0.809433255,1.381304688,3.645327157,0.259244854,0.200373169,0.318509297,0.309037851,0.225806458,0.24889769,0.220539175,0.382327095,479876.3693,125753.1141,1080005.06,600280.6541,479876.7494,3293
94,case_95,0.680531559,1.083748779,0.815075962,3.701851106,0.274352892,0.648372378,0.210876509,0.273896783,0.236487421,0.261717408,0.267932817,0.24667586,466692.5578,78499.44723,1019571.74,553026.9556,466692.9274,3283
95,case_96,0.852352673,0.955310022,0.959779867,3.100416498,0.324464221,0.315592405,0.379217276,0.353599485,0.203430031,0.282401503,0.341757694,0.220869937,499344.5846,101418.2028,1075132.23,575945.7112,499344.9859,3272.33
96,case_97,0.719147525,1.332715652,1.195564922,3.922934192,0.209100009,0.437383573,0.392059287,0.213150428,0.289640408,0.212032912,0.233343307,0.23240519,469169.5325,92022.34721,1035570.84,566549.8556,469169.9021,3297.17
97,case_98,0.989070968,1.259504058,1.042165068,3.381654736,0.271918706,0.46488146,0.292807647,0.347570191,0.252646156,0.294517829,0.233574704,0.369743182,484989.5213,84968.01306,1044331.5,559495.5214,484989.912,3304
98,case_99,0.899729264,0.961545468,1.402980624,3.087008082,0.358860302,0.327492346,0.258713143,0.393151934,0.2866214,0.214528712,0.249943861,0.372219833,484914.2602,97683.70808,1056971.98,572211.2481,484914.6509,3298.17
99,case_100,0.742777721,0.61005212,0.749937853,3.057630622,0.257113084,0.284302403,0.303223749,0.211194449,0.274286197,0.293616727,0.322842971,0.349879185,479306.4566,99045.67643,1052727.9,573573.1848,479306.8368,3253.67
100,case_101,0.585690114,1.322755591,0.609822761,3.03332453,0.209165385,0.413082026,0.209879731,0.282410749,0.253636337,0.286465701,0.284504795,0.360482764,477460.7587,86990.2059,1038827.31,561517.7142,477461.1389,3270.5
101,case_102,0.544185453,0.830370952,1.361047462,3.06329302,0.385404766,0.393783953,0.398027405,0.207268855,0.291085041,0.269370174,0.275603636,0.305433153,480870.4877,90479.00477,1045724.77,565006.5131,480870.8784,3274.67
102,case_103,0.981885664,1.410638691,0.789660225,3.211178221,0.256817271,0.253212257,0.351084642,0.391130431,0.279472049,0.203870759,0.382305558,0.223238694,506192.5757,109879.5084,1090439.36,584407.0484,506192.9875,3295
103,case_104,0.769586257,0.873353152,1.073817123,3.661007233,0.229772593,0.544302619,0.237216813,0.306834923,0.200165434,0.291645984,0.377487891,0.228652426,464365.9152,80295.99132,1019042.4,554823.5313,464366.2848,3294
104,case_105,0.867839916,0.858639563,0.525366508,3.932838445,0.324772607,0.654747749,0.24738676,0.384402223,0.219738435,0.281065213,0.231872741,0.272191266,489699.6509,78408.52266,1042480.66,552936.031,489700.0416,3276.83
105,case_106,0.721355414,1.145972937,1.491615858,3.138267421,0.296208687,0.669559731,0.258508925,0.353191537,0.296758892,0.297460136,0.241236733,0.232536101,466261.129,78067.40509,1018708.41,552594.9134,466261.4986,3302.83
106,case_107,0.689661451,1.320338631,1.206955169,3.032157814,0.241190393,0.761403833,0.228531402,0.359209147,0.293984698,0.236944532,0.258270509,0.355195703,469691.3126,72145.59014,1016215.7,546673.0985,469691.6822,3298.17
107,case_108,0.968861023,0.713546864,0.901591329,3.49504795,0.229390371,0.482975605,0.327386556,0.346566799,0.2156194,0.254424538,0.271102171,0.365972601,478002.7718,83718.25152,1036097.21,558245.7599,478003.152,3284.5
108,case_109,0.976339598,0.707485697,1.393846526,3.478552949,0.311462498,0.634305128,0.25122784,0.346058959,0.205469905,0.278514093,0.278852999,0.373153257,468800.0275,75897.91508,1019077.03,550425.4234,468800.4077,3308.33
109,case_110,0.829505139,1.114872879,1.014626137,3.706526677,0.33563087,0.436987951,0.262531186,0.280508292,0.226650453,0.234252606,0.399614805,0.27438174,483292.8566,84904.83141,1042572.22,559432.3714,483293.2474,3300.33
110,case_111,0.945794048,0.57539073,1.465966443,3.452981928,0.217543473,0.56122787,0.25065029,0.210830412,0.241460549,0.269161466,0.299704171,0.386769817,446678.929,77579.59208,998644.59,552107.1004,446679.288,3310.67
111,case_112,0.529498489,0.753694166,0.783559479,3.541038803,0.238506759,0.402091183,0.222266314,0.286603197,0.240510045,0.239738117,0.334528238,0.292302681,464894.1686,89093.28392,1028367.77,563620.7923,464894.5382,3253.83
112,case_113,0.755344597,0.794175233,0.800989537,3.829335769,0.387084271,0.777820727,0.27511537,0.259678089,0.290711065,0.241832921,0.228151801,0.370808278,480443.4413,71585.53786,1026404.38,546113.0462,480443.8214,3283.33
113,case_114,0.954376643,1.122006848,0.943649071,3.805039743,0.301900191,0.450801636,0.22776637,0.331811365,0.265953207,0.264578581,0.308659926,0.296834556,482842.5149,84923.61172,1042140.78,559451.1201,482842.895,3299.33
114,case_115,0.531118511,1.240726106,0.681087798,3.127957591,0.277335283,0.500886131,0.212860313,0.384991355,0.279317351,0.217100222,0.297411557,0.351993248,484718.8368,81964.65195,1041057.56,556492.1603,484719.217,3263.67
115,case_116,0.770205734,1.341043377,1.291821012,3.896278353,0.305237211,0.211280482,0.254798787,0.352939149,0.257767286,0.286105252,0.284797927,0.395432164,496495.5494,112584.8548,1083450.74,587112.3631,496495.9507,3299.83
116,case_117,0.930010832,1.395736321,1.225179328,3.460015635,0.278749655,0.21184972,0.330622303,0.382022739,0.273132312,0.244142317,0.211866905,0.277676672,494134.8086,129489.414,1097995.3,604016.954,494135.1994,3294.17
117,case_118,0.971701133,0.823052737,0.662298851,3.314188578,0.266897892,0.759562606,0.245002148,0.223874842,0.245889229,0.27858553,0.24553226,0.366803445,468308.6813,72252.66641,1014940.59,546780.1748,468309.0614,3291.67
118,case_119,0.550143136,1.279498993,0.667228725,3.61753268,0.214863236,0.638134059,0.223915195,0.391348131,0.215407042,0.286995282,0.397391598,0.369128252,486234.4819,72623.93382,1033232,547151.4422,486234.8621,3284.67
119,case_120,0.694498771,1.433857044,0.586377139,3.788964302,0.285204348,0.337728979,0.252555552,0.257192868,0.2654672,0.289900491,0.291175303,0.20691208,490132.8432,98772.30099,1063277.51,573299.841,490133.2339,3276.83
120,case_121,0.722783872,1.285847559,0.705610255,3.328420816,0.284457347,0.285598602,0.322984101,0.390038889,0.258127014,0.227716609,0.313478088,0.325815203,502852.4582,102701.8196,1079922.63,577229.3596,502852.8595,3272.67
121,case_122,0.656396696,0.714703364,0.869232313,3.320064177,0.302234267,0.59221041,0.280055807,0.262697233,0.296646,0.20707894,0.337262944,0.301774241,470121.2842,77650.18451,1022150.15,552177.6929,470121.6538,3270.33
122,case_123,0.525209761,0.648684202,1.150013783,3.505925572,0.328291869,0.655850277,0.327778161,0.290838455,0.202995773,0.203426641,0.335447433,0.261763477,466535.5728,77495.72992,1018411.12,552023.2383,466535.9424,3267.83
