#,Job_ID,@@tag1@@,@@tag2@@,@@tag3@@,@@tag4@@,@@tag5@@,@@tag6@@,@@tag7@@,@@tag8@@,@@tag9@@,@@tag10@@,@@tag11@@,@@tag12@@,Cooling£¨MWh),Cooling£¨kWh/©O),Total£¨MWh),Total£¨kWh/©O),Coolingpeak£¨kW),Coolingpeak£¨W/©O),Very-hot(h),COM(h)
194,LHS-000194,0.5,1.5,0.5,3,0.2,0.4,0.3,0.3,0.3,0.2,0.4,0.4,112.17,23.37,389.87,81.22,147.12,30.65,329,3255
195,LHS-000195,1,1.5,0.5,4,0.4,0.2,0.4,0.3,0.2,0.3,0.4,0.4,115.28,24.02,393.35,81.95,156.85,32.68,329.07,3254.93
196,LHS-000196,0.5,0.5,1,4,0.2,0.3,0.2,0.4,0.3,0.2,0.3,0.4,106.23,22.13,383.44,79.88,137.1,28.56,267.48,3316.52
197,LHS-000197,1,1,0.5,3.5,0.2,0.2,0.4,0.4,0.2,0.2,0.3,0.3,110.77,23.08,388.31,80.9,144.6,30.13,336.65,3247.35
198,LHS-000198,1,1.5,1,3,0.2,0.3,0.3,0.4,0.2,0.3,0.4,0.4,112.83,23.51,390.69,81.39,151.82,31.63,309.66,3274.34
199,LHS-000199,1,1,0.5,3.5,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.4,109.07,22.72,386.66,80.55,142.79,29.75,288.11,3295.89
200,LHS-000200,0.5,1.5,1,3.5,0.4,0.2,0.4,0.3,0.2,0.3,0.4,0.2,110.14,22.95,387.71,80.77,144.98,30.2,278.25,3305.75
201,LHS-000201,1,0.5,0.5,3,0.3,0.3,0.4,0.4,0.2,0.3,0.2,0.4,111.25,23.18,388.72,80.98,141.66,29.51,429.77,3154.23
202,LHS-000202,0.5,1.5,0.5,3,0.4,0.2,0.2,0.3,0.3,0.2,0.4,0.3,109.34,22.78,386.86,80.6,142.72,29.73,289.35,3294.65
203,LHS-000203,0.5,0.5,0.5,4,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.3,105.71,22.02,382.78,79.75,132.23,27.55,326.24,3257.76
204,LHS-000204,0.5,1,1.5,4,0.4,0.2,0.3,0.3,0.2,0.2,0.3,0.3,105.38,21.95,382.61,79.71,137.46,28.64,227.96,3356.04
205,LHS-000205,1,1,1.5,3,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.4,109.94,22.9,387.51,80.73,145.82,30.38,288.65,3295.35
206,LHS-000206,0.5,1,0.5,3.5,0.4,0.4,0.3,0.3,0.3,0.2,0.3,0.3,110.19,22.96,387.67,80.77,141.62,29.5,337.95,3246.05
207,LHS-000207,0.5,1.5,1.5,4,0.3,0.2,0.3,0.2,0.3,0.2,0.4,0.2,106.34,22.15,383.76,79.95,140.63,29.3,207.18,3376.82
208,LHS-000208,1,1.5,1,4,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.2,110.5,23.02,388.33,80.9,148.85,31.01,260.97,3323.03
209,LHS-000209,0.5,1,1,3,0.3,0.4,0.3,0.2,0.2,0.3,0.3,0.4,107.77,22.45,385.13,80.24,138.52,28.86,292.4,3291.6
210,LHS-000210,1,1,1.5,3.5,0.4,0.4,0.2,0.2,0.3,0.3,0.4,0.3,107.26,22.35,384.83,80.17,141.49,29.48,248.39,3335.61
211,LHS-000211,0.5,1,0.5,3,0.2,0.2,0.4,0.4,0.3,0.2,0.4,0.2,110.3,22.98,387.65,80.76,141.34,29.45,359.54,3224.46
212,LHS-000212,1,1.5,1.5,3,0.3,0.2,0.3,0.2,0.3,0.2,0.3,0.2,105.9,22.06,383.31,79.86,139.3,29.02,226.31,3357.69
213,LHS-000213,0.5,0.5,0.5,3,0.4,0.2,0.2,0.2,0.2,0.3,0.3,0.4,104.5,21.77,381.52,79.48,130.01,27.08,303.74,3280.26
214,LHS-000214,0.5,0.5,1,3.5,0.2,0.3,0.3,0.4,0.2,0.2,0.4,0.2,105.08,21.89,382.08,79.6,131.98,27.5,295.4,3288.6
215,LHS-000215,1,0.5,0.5,4,0.3,0.4,0.4,0.2,0.2,0.2,0.4,0.2,110.21,22.96,387.64,80.76,140.09,29.19,379.02,3204.98
216,LHS-000216,0.5,1,1.5,3.5,0.4,0.2,0.3,0.2,0.2,0.2,0.2,0.3,102.44,21.34,379.44,79.05,130.87,27.27,214.76,3369.24
217,LHS-000217,0.5,0.5,0.5,3,0.2,0.4,0.3,0.2,0.3,0.3,0.3,0.3,107.27,22.35,384.45,80.09,135.05,28.14,369.62,3214.38
218,LHS-000218,1,0.5,1.5,3.5,0.2,0.3,0.2,0.3,0.2,0.2,0.2,0.3,101.54,21.16,378.5,78.85,128.24,26.72,242.93,3341.07
219,LHS-000219,0.5,1.5,1.5,4,0.4,0.4,0.2,0.3,0.2,0.2,0.3,0.3,107.06,22.3,384.56,80.12,142.06,29.6,223.24,3360.76
220,LHS-000220,0.5,1.5,1,3,0.2,0.2,0.3,0.3,0.2,0.3,0.2,0.2,105.52,21.98,382.79,79.75,136.22,28.38,241.26,3342.74
221,LHS-000221,0.5,0.5,1.5,3,0.2,0.3,0.3,0.4,0.2,0.2,0.2,0.4,104.33,21.73,381.27,79.43,131.9,27.48,295.82,3288.18
222,LHS-000222,0.5,1.5,1,3,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.4,107.51,22.4,384.89,80.19,140.47,29.26,257.22,3326.78
223,LHS-000223,1,1,0.5,4,0.2,0.2,0.3,0.4,0.3,0.3,0.2,0.4,111.01,23.13,388.72,80.98,147.12,30.65,310.16,3273.84
224,LHS-000224,0.5,1.5,0.5,3.5,0.2,0.2,0.3,0.2,0.3,0.3,0.3,0.2,107.62,22.42,385.06,80.22,139.34,29.03,263.02,3320.98
225,LHS-000225,0.5,0.5,1.5,4,0.4,0.4,0.2,0.4,0.3,0.3,0.4,0.2,106.33,22.15,383.59,79.92,136.37,28.41,279.78,3304.22
226,LHS-000226,0.5,1.5,0.5,3,0.3,0.2,0.3,0.4,0.3,0.3,0.3,0.4,112.51,23.44,390.21,81.29,148.44,30.92,334.23,3249.77
227,LHS-000227,1,0.5,0.5,4,0.3,0.3,0.2,0.4,0.2,0.2,0.3,0.3,107.82,22.46,385.17,80.24,138.07,28.76,326.52,3257.48
228,LHS-000228,1,0.5,1,3.5,0.3,0.3,0.3,0.3,0.2,0.2,0.3,0.2,104.53,21.78,381.61,79.5,131.69,27.44,292.42,3291.58
229,LHS-000229,1,1,1,3.5,0.4,0.4,0.2,0.4,0.3,0.2,0.2,0.4,109.94,22.91,387.56,80.74,145.1,30.23,301.76,3282.24
230,LHS-000230,1,1.5,1,3,0.3,0.4,0.4,0.2,0.2,0.2,0.2,0.2,108.13,22.53,385.65,80.34,141.01,29.38,275.64,3308.36
231,LHS-000231,1,1.5,0.5,4,0.4,0.3,0.3,0.3,0.3,0.2,0.2,0.3,111.58,23.25,389.42,81.13,149,31.04,303.41,3280.59
232,LHS-000232,1,1.5,1.5,3.5,0.4,0.4,0.3,0.3,0.3,0.2,0.3,0.4,110.3,22.98,388.07,80.85,149.1,31.06,258.19,3325.81
233,LHS-000233,0.5,1,0.5,4,0.2,0.4,0.3,0.2,0.3,0.3,0.4,0.3,110.49,23.02,388.15,80.86,143.97,29.99,309.95,3274.05
234,LHS-000234,0.5,0.5,0.5,3,0.2,0.4,0.4,0.4,0.3,0.2,0.3,0.4,111.48,23.23,388.82,81,141.67,29.51,432.13,3151.87
235,LHS-000235,0.5,1.5,1.5,4,0.3,0.3,0.2,0.3,0.2,0.3,0.2,0.4,107.13,22.32,384.69,80.14,143.08,29.81,220.95,3363.05
236,LHS-000236,0.5,1.5,1.5,4,0.2,0.2,0.3,0.4,0.2,0.2,0.2,0.2,104.99,21.87,382.26,79.64,137.82,28.71,211.15,3372.85
237,LHS-000237,0.5,1,1.5,3,0.2,0.2,0.4,0.4,0.3,0.2,0.2,0.3,105.33,21.94,382.43,79.67,135.72,28.28,260.26,3323.74
238,LHS-000238,0.5,0.5,1,4,0.4,0.4,0.4,0.2,0.2,0.3,0.4,0.4,110.25,22.97,387.74,80.78,142.17,29.62,322.92,3261.08
239,LHS-000239,0.5,0.5,1,3,0.4,0.4,0.3,0.3,0.3,0.3,0.4,0.4,110.16,22.95,387.56,80.74,140.37,29.24,363.03,3220.97
240,LHS-000240,1,1,1.5,4,0.2,0.4,0.2,0.4,0.2,0.2,0.3,0.3,106.82,22.25,384.3,80.06,141.02,29.38,243.34,3340.66
241,LHS-000241,0.5,1.5,1,4,0.2,0.4,0.3,0.3,0.3,0.2,0.3,0.3,109.17,22.74,386.8,80.58,144.85,30.18,252.03,3331.97
242,LHS-000242,0.5,1,1,3,0.2,0.3,0.3,0.4,0.3,0.2,0.3,0.3,107.55,22.41,384.81,80.17,138.51,28.86,291.26,3292.74
243,LHS-000243,0.5,1.5,0.5,3,0.4,0.3,0.4,0.3,0.3,0.2,0.3,0.4,113.18,23.58,390.89,81.44,148.78,31,352.18,3231.82
244,LHS-000244,0.5,1,0.5,3.5,0.4,0.2,0.4,0.2,0.2,0.3,0.4,0.4,110.59,23.04,388.1,80.85,143.43,29.88,318.51,3265.49
245,LHS-000245,1,0.5,0.5,3,0.3,0.4,0.2,0.3,0.3,0.2,0.3,0.3,107.43,22.38,384.7,80.15,135.09,28.14,358.09,3225.91
246,LHS-000246,0.5,1.5,1,3,0.4,0.4,0.4,0.4,0.2,0.3,0.2,0.3,111.61,23.25,389.26,81.1,146.49,30.52,327.84,3256.16
247,LHS-000247,0.5,1,0.5,3,0.4,0.3,0.2,0.4,0.3,0.2,0.2,0.3,108.78,22.66,386.1,80.44,138.86,28.93,343.09,3240.91
248,LHS-000248,1,0.5,1.5,4,0.3,0.2,0.2,0.2,0.2,0.3,0.4,0.4,103.19,21.5,380.42,79.25,133.78,27.87,203.57,3380.43
249,LHS-000249,1,1,0.5,3,0.3,0.4,0.2,0.4,0.3,0.3,0.3,0.2,110.47,23.01,388.08,80.85,142.34,29.65,361.47,3222.53
250,LHS-000250,1,1.5,1,3.5,0.4,0.2,0.2,0.2,0.2,0.3,0.2,0.3,106.17,22.12,383.69,79.93,139.83,29.13,226.98,3357.02
251,LHS-000251,0.5,1.5,0.5,3,0.4,0.2,0.2,0.4,0.2,0.3,0.2,0.3,109.36,22.78,386.86,80.6,142.23,29.63,305.5,3278.5
252,LHS-000252,0.5,1,1,4,0.3,0.3,0.2,0.3,0.2,0.2,0.3,0.4,106.49,22.18,383.84,79.97,139.07,28.97,239.24,3344.76
253,LHS-000253,1,1.5,1,3,0.2,0.3,0.2,0.2,0.2,0.3,0.2,0.3,106.43,22.17,383.92,79.98,139.44,29.05,243.65,3340.35
254,LHS-000254,0.5,0.5,1.5,3,0.3,0.2,0.3,0.2,0.3,0.2,0.4,0.3,102.89,21.44,379.77,79.12,129.5,26.98,252.57,3331.43
255,LHS-000255,0.5,1.5,1.5,3.5,0.2,0.3,0.2,0.2,0.3,0.3,0.3,0.2,104.37,21.74,381.69,79.52,135.84,28.3,203.47,3380.53
256,LHS-000256,1,1,1.5,4,0.3,0.2,0.3,0.3,0.3,0.2,0.4,0.3,107.63,22.42,385.14,80.24,143.18,29.83,233.76,3350.24
257,LHS-000257,1,0.5,1,3,0.3,0.2,0.2,0.4,0.3,0.3,0.4,0.3,106.58,22.2,383.84,79.97,136.61,28.46,297.84,3286.16
258,LHS-000258,0.5,1.5,1.5,3.5,0.4,0.4,0.3,0.2,0.2,0.3,0.2,0.2,106.47,22.18,383.88,79.98,139.51,29.07,243.56,3340.44
259,LHS-000259,1,1,1.5,4,0.2,0.2,0.4,0.2,0.3,0.3,0.2,0.2,104.34,21.74,381.62,79.5,135.38,28.21,222.38,3361.62
260,LHS-000260,0.5,1.5,1,3,0.3,0.4,0.2,0.3,0.2,0.3,0.3,0.4,109.48,22.81,387.07,80.64,144.09,30.02,280.58,3303.42
261,LHS-000261,0.5,1,1,3,0.3,0.2,0.4,0.2,0.2,0.2,0.4,0.2,106.9,22.27,384.07,80.01,136.59,28.46,288.32,3295.68
262,LHS-000262,1,1.5,0.5,3,0.4,0.4,0.2,0.4,0.2,0.3,0.3,0.4,114.33,23.82,392.31,81.73,153.17,31.91,362.68,3221.32
263,LHS-000263,1,0.5,1,3,0.3,0.3,0.2,0.2,0.3,0.2,0.2,0.2,101.95,21.24,378.88,78.93,126.54,26.36,280.19,3303.81
264,LHS-000264,0.5,1.5,1,3.5,0.3,0.3,0.4,0.2,0.2,0.3,0.2,0.4,108.01,22.5,385.52,80.32,141.63,29.51,250.63,3333.37
265,LHS-000265,1,1.5,1,4,0.2,0.4,0.3,0.2,0.3,0.3,0.4,0.2,110.74,23.07,388.62,80.96,149.17,31.08,267.71,3316.29
266,LHS-000266,0.5,1.5,1.5,4,0.4,0.3,0.3,0.4,0.3,0.2,0.4,0.4,111.91,23.31,389.7,81.19,152.27,31.72,259.75,3324.25
267,LHS-000267,1,1,1.5,4,0.3,0.4,0.3,0.3,0.2,0.2,0.3,0.3,107.54,22.4,385.04,80.22,141.71,29.52,252.67,3331.33
268,LHS-000268,1,1,1.5,4,0.3,0.3,0.4,0.2,0.3,0.2,0.3,0.3,107.41,22.38,384.89,80.19,141.46,29.47,244.07,3339.93
269,LHS-000269,0.5,1,0.5,3.5,0.2,0.3,0.3,0.2,0.2,0.2,0.4,0.4,108.03,22.51,385.4,80.29,139.11,28.98,282.06,3301.94
270,LHS-000270,1,1.5,0.5,3.5,0.3,0.4,0.4,0.3,0.3,0.2,0.2,0.4,112.79,23.5,390.66,81.39,150.54,31.36,326.88,3257.12
271,LHS-000271,1,1.5,0.5,3.5,0.3,0.4,0.4,0.4,0.2,0.3,0.3,0.2,114.13,23.78,392.07,81.68,151.68,31.6,365.65,3218.35
272,LHS-000272,1,1,0.5,3,0.4,0.3,0.3,0.3,0.2,0.3,0.3,0.2,109.85,22.89,387.36,80.7,140.59,29.29,354.48,3229.52
273,LHS-000273,1,0.5,0.5,3,0.3,0.2,0.4,0.3,0.3,0.3,0.4,0.2,110.15,22.95,387.52,80.73,139.39,29.04,404.13,3179.87
274,LHS-000274,1,1.5,0.5,3,0.4,0.2,0.2,0.4,0.2,0.3,0.3,0.2,109.67,22.85,387.31,80.69,143.55,29.91,301.65,3282.35
275,LHS-000275,1,0.5,1.5,4,0.4,0.4,0.2,0.2,0.2,0.2,0.3,0.3,103.18,21.5,380.33,79.23,131.51,27.4,238.07,3345.93
276,LHS-000276,1,1.5,1,3,0.3,0.3,0.2,0.3,0.2,0.2,0.2,0.3,107.24,22.34,384.73,80.15,140.8,29.33,254.08,3329.92
277,LHS-000277,1,0.5,0.5,3.5,0.4,0.2,0.3,0.3,0.3,0.3,0.4,0.4,110.67,23.06,388.22,80.88,143.4,29.87,343.9,3240.1
278,LHS-000278,0.5,1,0.5,3.5,0.3,0.4,0.4,0.4,0.3,0.2,0.4,0.3,113.68,23.68,391.33,81.53,147.92,30.82,385.63,3198.37
279,LHS-000279,0.5,0.5,0.5,3.5,0.3,0.4,0.3,0.4,0.3,0.3,0.4,0.3,111.65,23.26,389.14,81.07,141.72,29.53,401.52,3182.48
280,LHS-000280,1,0.5,0.5,3.5,0.4,0.2,0.2,0.3,0.2,0.2,0.4,0.2,105.26,21.93,382.41,79.67,132.55,27.61,303.94,3280.06
281,LHS-000281,1,0.5,1,3.5,0.4,0.4,0.3,0.2,0.2,0.3,0.4,0.4,108.62,22.63,386.11,80.44,140.13,29.19,306.51,3277.49
282,LHS-000282,0.5,1.5,1.5,3,0.2,0.2,0.4,0.3,0.3,0.2,0.2,0.2,104.9,21.85,382.1,79.6,136.31,28.4,225.56,3358.44
283,LHS-000283,1,0.5,0.5,3,0.3,0.2,0.3,0.2,0.3,0.2,0.3,0.3,105.98,22.08,383.13,79.82,133.14,27.74,329.08,3254.92
284,LHS-000284,0.5,1,0.5,4,0.4,0.4,0.4,0.4,0.2,0.3,0.3,0.4,115.55,24.07,393.44,81.97,153.1,31.9,396.97,3187.03
285,LHS-000285,0.5,0.5,0.5,3.5,0.3,0.3,0.3,0.4,0.3,0.2,0.3,0.4,109.73,22.86,387.04,80.63,140.07,29.18,365.08,3218.92
286,LHS-000286,1,1,0.5,3.5,0.3,0.4,0.2,0.3,0.3,0.2,0.2,0.3,108.54,22.61,386.05,80.43,139.95,29.16,312.71,3271.29
287,LHS-000287,1,0.5,1.5,3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.4,105.69,22.02,382.9,79.77,134.99,28.12,294.24,3289.76
288,LHS-000288,1,1,1,3.5,0.2,0.3,0.3,0.4,0.2,0.3,0.4,0.2,108.92,22.69,386.45,80.51,141.95,29.57,288.99,3295.01
289,LHS-000289,0.5,0.5,1,3,0.4,0.3,0.3,0.2,0.2,0.3,0.3,0.4,105.34,21.95,382.41,79.67,131.99,27.5,301.68,3282.32
290,LHS-000290,0.5,0.5,0.5,4,0.2,0.4,0.4,0.2,0.2,0.2,0.4,0.2,108.64,22.63,385.87,80.39,136.22,28.38,364.97,3219.03
291,LHS-000291,1,1,1,3,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.2,106.61,22.21,384.01,80,137.08,28.56,278.37,3305.63
292,LHS-000292,0.5,0.5,1,3.5,0.4,0.3,0.4,0.3,0.2,0.2,0.3,0.3,106.45,22.18,383.53,79.9,134.3,27.98,318.98,3265.02
293,LHS-000293,1,1.5,1,3.5,0.3,0.3,0.2,0.4,0.3,0.2,0.3,0.2,108.15,22.53,385.75,80.37,143.22,29.84,251.25,3332.75
294,LHS-000294,1,1.5,1,3.5,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.4,106.66,22.22,384.24,80.05,141.7,29.52,222.46,3361.54
295,LHS-000295,1,1,1,3,0.3,0.4,0.2,0.2,0.2,0.3,0.2,0.4,106.82,22.25,384.26,80.05,138.2,28.79,279.25,3304.75
296,LHS-000296,0.5,1,0.5,3,0.4,0.4,0.3,0.3,0.3,0.3,0.4,0.2,111.76,23.28,389.32,81.11,142.4,29.67,388.34,3195.66
297,LHS-000297,1,1.5,1.5,3.5,0.2,0.4,0.4,0.4,0.2,0.3,0.2,0.2,109.14,22.74,386.8,80.58,145.21,30.25,269.98,3314.02
298,LHS-000298,1,0.5,1.5,3,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.3,100.5,20.94,377.41,78.63,126.05,26.26,232.26,3351.74
299,LHS-000299,1,1,0.5,3.5,0.4,0.3,0.4,0.3,0.3,0.2,0.3,0.4,112.74,23.49,390.49,81.35,148.25,30.88,352.34,3231.66
300,LHS-000300,1,0.5,1,3,0.4,0.4,0.2,0.3,0.3,0.3,0.3,0.4,108.61,22.63,386.05,80.43,139.25,29.01,337.26,3246.74
301,LHS-000301,0.5,1.5,1,4,0.3,0.2,0.2,0.4,0.2,0.2,0.3,0.2,106.3,22.15,383.69,79.94,139.64,29.09,224.6,3359.4
302,LHS-000302,0.5,1.5,1,3.5,0.4,0.2,0.3,0.3,0.2,0.3,0.3,0.2,107.37,22.37,384.79,80.16,140.23,29.21,247.48,3336.52
303,LHS-000303,1,0.5,1.5,4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.4,108.23,22.55,385.73,80.36,142.17,29.62,276.53,3307.47
304,LHS-000304,1,1,1,3,0.2,0.2,0.2,0.3,0.2,0.3,0.2,0.4,105.79,22.04,383.12,79.82,137.18,28.58,257.49,3326.51
305,LHS-000305,0.5,0.5,1,3.5,0.3,0.2,0.3,0.4,0.2,0.3,0.3,0.2,104.18,21.7,381.14,79.4,130.34,27.15,290.89,3293.11
306,LHS-000306,1,1,1.5,4,0.3,0.4,0.3,0.2,0.2,0.2,0.4,0.2,106.82,22.25,384.26,80.05,139.65,29.09,243.92,3340.08
307,LHS-000307,1,1.5,0.5,3.5,0.4,0.2,0.3,0.4,0.2,0.2,0.2,0.2,109.56,22.82,387.17,80.66,143.79,29.96,298.08,3285.92
308,LHS-000308,1,1.5,0.5,4,0.3,0.4,0.3,0.3,0.2,0.2,0.2,0.2,110.28,22.97,387.99,80.83,145.46,30.3,302.44,3281.56
309,LHS-000309,0.5,1.5,1.5,3,0.4,0.2,0.4,0.2,0.3,0.3,0.2,0.2,105.89,22.06,383.18,79.83,137.57,28.66,237.91,3346.09
310,LHS-000310,0.5,1.5,1,3,0.4,0.2,0.4,0.3,0.3,0.2,0.3,0.4,110.63,23.05,388.19,80.87,146.27,30.47,289.79,3294.21
311,LHS-000311,0.5,1.5,0.5,4,0.3,0.4,0.2,0.2,0.2,0.3,0.3,0.2,109.11,22.73,386.76,80.57,144.16,30.03,283.57,3300.43
312,LHS-000312,0.5,0.5,0.5,3.5,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.2,102.55,21.36,379.39,79.04,125.23,26.09,314.28,3269.72
313,LHS-000313,1,0.5,1.5,4,0.3,0.3,0.2,0.2,0.3,0.2,0.2,0.2,101.06,21.05,378.02,78.75,127.21,26.5,232.51,3351.49
314,LHS-000314,0.5,1,0.5,3,0.3,0.4,0.2,0.3,0.3,0.3,0.4,0.3,110.06,22.93,387.57,80.74,140.91,29.36,342.75,3241.25
315,LHS-000315,0.5,1,1.5,4,0.3,0.4,0.3,0.2,0.3,0.2,0.3,0.3,105.68,22.02,382.98,79.79,137.07,28.56,230.85,3353.15
316,LHS-000316,0.5,0.5,0.5,3,0.3,0.3,0.4,0.4,0.2,0.2,0.2,0.2,106.18,22.12,383.15,79.82,131.16,27.33,402.44,3181.56
317,LHS-000317,0.5,0.5,1.5,3,0.2,0.4,0.4,0.3,0.3,0.3,0.3,0.4,107.68,22.43,384.9,80.19,136.68,28.48,326.71,3257.29
318,LHS-000318,1,1,1.5,4,0.2,0.3,0.3,0.4,0.2,0.3,0.3,0.2,107.16,22.33,384.64,80.13,140.62,29.3,254.49,3329.51
319,LHS-000319,1,1,0.5,3,0.2,0.3,0.4,0.3,0.3,0.3,0.2,0.2,109.1,22.73,386.56,80.53,139.16,28.99,347.44,3236.56
320,LHS-000320,1,1.5,1,3,0.3,0.3,0.2,0.4,0.2,0.3,0.4,0.4,111.5,23.23,389.31,81.11,149.94,31.24,290.38,3293.62
321,LHS-000321,1,0.5,0.5,3.5,0.3,0.4,0.3,0.2,0.2,0.2,0.3,0.4,107.49,22.39,384.81,80.17,136.23,28.38,326.85,3257.15
322,LHS-000322,0.5,0.5,1,3.5,0.4,0.3,0.2,0.2,0.3,0.2,0.4,0.4,104.24,21.72,381.34,79.45,132.37,27.58,246.2,3337.8
323,LHS-000323,0.5,1,0.5,3,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.2,104.52,21.77,381.55,79.49,130.87,27.26,290.61,3293.39
324,LHS-000324,1,1,1,3.5,0.3,0.4,0.2,0.3,0.3,0.3,0.4,0.3,109.18,22.74,386.83,80.59,144.08,30.02,279.75,3304.25
325,LHS-000325,0.5,1.5,0.5,3,0.3,0.3,0.3,0.4,0.3,0.2,0.4,0.3,112.5,23.44,390.18,81.29,147.71,30.77,340.41,3243.59
326,LHS-000326,0.5,0.5,0.5,3,0.3,0.4,0.4,0.3,0.3,0.2,0.4,0.3,111.11,23.15,388.42,80.92,140.13,29.19,432.08,3151.92
327,LHS-000327,1,0.5,1.5,3.5,0.4,0.2,0.3,0.2,0.3,0.2,0.4,0.2,103.98,21.66,381.08,79.39,132.62,27.63,254.04,3329.96
328,LHS-000328,1,1.5,1.5,3,0.3,0.2,0.3,0.3,0.2,0.3,0.4,0.4,109.31,22.77,386.94,80.61,146.31,30.48,250.86,3333.14
329,LHS-000329,1,0.5,1.5,3.5,0.2,0.4,0.2,0.4,0.3,0.3,0.3,0.3,106.08,22.1,383.39,79.87,136.28,28.39,282.53,3301.47
330,LHS-000330,0.5,1.5,1.5,3.5,0.2,0.2,0.2,0.4,0.2,0.3,0.4,0.4,107.61,22.42,385.12,80.23,143.59,29.92,220.3,3363.7
331,LHS-000331,1,1.5,1,3,0.3,0.2,0.3,0.3,0.3,0.3,0.2,0.3,108.38,22.58,385.95,80.41,142.93,29.78,262.65,3321.35
332,LHS-000332,1,0.5,1.5,3.5,0.4,0.3,0.2,0.4,0.3,0.3,0.2,0.4,107.03,22.3,384.39,80.08,138.61,28.88,294.13,3289.87
333,LHS-000333,0.5,1,0.5,3,0.4,0.2,0.2,0.3,0.3,0.2,0.4,0.3,107.88,22.47,385.19,80.25,138.27,28.81,304.06,3279.94
334,LHS-000334,0.5,1.5,0.5,4,0.3,0.2,0.4,0.2,0.3,0.2,0.4,0.2,111.24,23.17,388.89,81.02,146.53,30.53,297.75,3286.25
335,LHS-000335,1,1,1.5,3.5,0.3,0.4,0.2,0.3,0.2,0.2,0.4,0.4,106.97,22.29,384.47,80.1,141.26,29.43,238.96,3345.04
336,LHS-000336,0.5,1.5,0.5,4,0.2,0.4,0.3,0.2,0.2,0.2,0.2,0.4,108.69,22.64,386.28,80.48,142.55,29.7,266.76,3317.24
337,LHS-000337,1,1.5,1,4,0.4,0.3,0.2,0.4,0.2,0.2,0.3,0.4,111.19,23.16,389.07,81.06,151.36,31.53,264.77,3319.23
338,LHS-000338,1,1.5,0.5,3,0.2,0.4,0.3,0.2,0.2,0.2,0.2,0.4,109.41,22.79,387.05,80.64,143.31,29.86,296.31,3287.69
339,LHS-000339,0.5,0.5,1.5,3,0.4,0.3,0.3,0.2,0.2,0.2,0.2,0.2,100.38,20.91,377.08,78.56,123.19,25.66,271.56,3312.44
340,LHS-000340,1,0.5,1.5,4,0.4,0.4,0.4,0.4,0.2,0.2,0.3,0.4,110.32,22.98,387.83,80.8,145.15,30.24,320.3,3263.7
341,LHS-000341,0.5,1,1,4,0.3,0.2,0.4,0.4,0.2,0.3,0.2,0.2,106.54,22.2,383.78,79.95,137.14,28.57,271.01,3312.99
342,LHS-000342,0.5,1,1,3,0.4,0.3,0.4,0.3,0.3,0.2,0.4,0.2,109.67,22.85,387.02,80.63,141.11,29.4,329.77,3254.23
343,LHS-000343,1,1,0.5,4,0.3,0.3,0.2,0.2,0.2,0.2,0.4,0.3,107.56,22.41,385.09,80.23,140.05,29.18,263.04,3320.96
344,LHS-000344,0.5,0.5,0.5,3,0.4,0.4,0.2,0.4,0.2,0.3,0.3,0.3,109.09,22.73,386.37,80.49,137.29,28.6,412.19,3171.81
345,LHS-000345,0.5,1,1,4,0.4,0.4,0.2,0.4,0.2,0.2,0.2,0.4,108.82,22.67,386.29,80.48,142.48,29.68,285.05,3298.95
346,LHS-000346,1,1.5,1,4,0.4,0.4,0.3,0.4,0.2,0.2,0.3,0.4,113.36,23.62,391.34,81.53,154.9,32.27,295.23,3288.77
347,LHS-000347,0.5,1,1.5,4,0.4,0.3,0.3,0.2,0.3,0.2,0.2,0.3,104.46,21.76,381.66,79.51,134.93,28.11,225.8,3358.2
348,LHS-000348,0.5,0.5,1,3,0.2,0.3,0.3,0.4,0.2,0.2,0.4,0.2,105.14,21.9,382.1,79.6,131.26,27.35,318.49,3265.51
349,LHS-000349,0.5,0.5,1.5,3.5,0.4,0.2,0.3,0.3,0.3,0.2,0.3,0.3,103.62,21.59,380.58,79.29,131.4,27.37,258.21,3325.79
350,LHS-000350,0.5,0.5,1.5,3.5,0.3,0.2,0.4,0.2,0.2,0.2,0.3,0.4,103.13,21.49,380.05,79.18,130.72,27.23,241.78,3342.22
351,LHS-000351,1,1.5,1.5,4,0.2,0.2,0.3,0.4,0.3,0.2,0.3,0.2,107.36,22.37,384.93,80.19,143.61,29.92,221.93,3362.07
352,LHS-000352,1,1.5,0.5,3,0.4,0.2,0.4,0.3,0.2,0.3,0.2,0.3,111.05,23.14,388.74,80.99,145.81,30.38,322.74,3261.26
353,LHS-000353,1,1,1.5,3.5,0.3,0.4,0.3,0.4,0.3,0.2,0.3,0.4,109.83,22.88,387.45,80.72,146.01,30.42,280.21,3303.79
