#,Job_ID,@@tag1@@,@@tag2@@,@@tag3@@,@@tag4@@,@@tag5@@,@@tag6@@,@@tag7@@,@@tag8@@,@@tag9@@,@@tag10@@,@@tag11@@,@@tag12@@,Cooling£¨MWh),Cooling£¨kWh/©O),Total£¨MWh),Total£¨kWh/©O),Coolingpeak£¨kW),Coolingpeak£¨W/©O),Very-hot(h),COM(h)
34,LHS-000034,0.5,1.5,1.5,4,0.4,0.4,0.2,0.3,0.3,0.3,0.2,0.2,107.62,22.42,385.18,80.24,142.79,29.75,244.17,3339.83
35,LHS-000035,1,0.5,1,3,0.2,0.4,0.3,0.2,0.2,0.3,0.3,0.3,106.04,22.09,383.27,79.85,133.83,27.88,319.13,3264.87
36,LHS-000036,0.5,1.5,1,4,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.2,105.68,22.02,383.02,79.8,138.12,28.78,221.44,3362.56
37,LHS-000037,0.5,1.5,1.5,4,0.4,0.2,0.3,0.4,0.3,0.2,0.4,0.2,108.67,22.64,386.2,80.46,145.04,30.22,234.93,3349.07
38,LHS-000038,0.5,0.5,0.5,3,0.4,0.3,0.4,0.2,0.3,0.2,0.2,0.2,105.62,22,382.6,79.71,130.1,27.1,382.72,3201.28
39,LHS-000039,1,1,0.5,3.5,0.2,0.2,0.3,0.2,0.3,0.2,0.3,0.3,107.05,22.3,384.45,80.09,138.26,28.8,273.95,3310.05
40,LHS-000040,1,1,1.5,3.5,0.3,0.3,0.2,0.2,0.3,0.2,0.3,0.3,104.04,21.67,381.33,79.44,135.12,28.15,216.46,3367.54
41,LHS-000041,1,1.5,0.5,3.5,0.3,0.3,0.2,0.3,0.3,0.2,0.3,0.4,110.74,23.07,388.54,80.95,147.84,30.8,285.44,3298.56
42,LHS-000042,1,1,0.5,3.5,0.2,0.4,0.3,0.2,0.3,0.3,0.3,0.2,109.43,22.8,387.01,80.63,141.1,29.39,326.72,3257.28
43,LHS-000043,1,1.5,1.5,3,0.3,0.2,0.2,0.4,0.2,0.2,0.3,0.2,105.69,22.02,383.09,79.81,139.31,29.02,226.53,3357.47
44,LHS-000044,0.5,1.5,1,3,0.2,0.3,0.3,0.4,0.2,0.3,0.4,0.2,109.41,22.79,386.93,80.61,142.72,29.73,284.63,3299.37
45,LHS-000045,0.5,0.5,1,3.5,0.4,0.2,0.2,0.3,0.2,0.3,0.4,0.3,104.02,21.67,381.07,79.39,131.51,27.4,256.42,3327.58
46,LHS-000046,1,0.5,1.5,4,0.2,0.3,0.2,0.2,0.2,0.3,0.2,0.4,102.39,21.33,379.54,79.07,130.83,27.26,222.39,3361.61
47,LHS-000047,1,1,0.5,4,0.3,0.4,0.3,0.2,0.2,0.3,0.4,0.4,112.22,23.38,390.1,81.27,149.41,31.13,320.25,3263.75
48,LHS-000048,1,1,0.5,3.5,0.2,0.3,0.3,0.4,0.3,0.3,0.3,0.4,112.57,23.45,390.36,81.32,148.8,31,343.66,3240.34
49,LHS-000049,0.5,1,1.5,3.5,0.3,0.4,0.4,0.4,0.3,0.3,0.3,0.3,110.16,22.95,387.68,80.77,143.83,29.96,305.79,3278.21
50,LHS-000050,1,0.5,1.5,3,0.3,0.2,0.3,0.2,0.2,0.2,0.3,0.3,102.17,21.28,379.1,78.98,129,26.87,251.31,3332.69
51,LHS-000051,0.5,1.5,0.5,3.5,0.4,0.3,0.4,0.4,0.2,0.3,0.3,0.2,112.47,23.43,390.17,81.29,146.88,30.6,346.15,3237.85
52,LHS-000052,1,0.5,1.5,3.5,0.4,0.3,0.4,0.3,0.3,0.3,0.4,0.3,109.43,22.8,386.89,80.6,142,29.58,315.95,3268.05
53,LHS-000053,1,1.5,1.5,3.5,0.2,0.2,0.3,0.2,0.2,0.3,0.2,0.3,104.96,21.87,382.4,79.67,138.35,28.82,206.19,3377.81
54,LHS-000054,0.5,1,1.5,3,0.3,0.4,0.4,0.2,0.3,0.3,0.3,0.2,107.31,22.36,384.59,80.12,137.28,28.6,295.39,3288.61
55,LHS-000055,0.5,1,1.5,4,0.2,0.4,0.4,0.2,0.2,0.2,0.2,0.4,105,21.88,382.25,79.63,135.9,28.31,227,3357
56,LHS-000056,1,1,0.5,4,0.2,0.2,0.3,0.2,0.2,0.3,0.2,0.4,107.15,22.32,384.64,80.13,139.34,29.03,262.46,3321.54
57,LHS-000057,1,1.5,1,3,0.2,0.2,0.4,0.4,0.2,0.2,0.3,0.4,111.73,23.28,389.44,81.13,149.63,31.17,298.8,3285.2
58,LHS-000058,0.5,0.5,1,3.5,0.2,0.3,0.4,0.3,0.2,0.3,0.2,0.4,105.88,22.06,383,79.79,133.61,27.84,302.73,3281.27
59,LHS-000059,1,0.5,1,3,0.2,0.2,0.3,0.2,0.3,0.3,0.4,0.3,105.24,21.92,382.4,79.67,133.71,27.86,278.01,3305.99
60,LHS-000060,0.5,1.5,0.5,3.5,0.3,0.3,0.3,0.2,0.3,0.2,0.2,0.4,108.46,22.6,385.98,80.41,141.33,29.44,270.04,3313.96
61,LHS-000061,1,1,1.5,3,0.4,0.3,0.2,0.3,0.2,0.3,0.3,0.4,107.05,22.3,384.5,80.1,140.12,29.19,262.57,3321.43
62,LHS-000062,0.5,0.5,1,3.5,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0.3,104.76,21.83,381.85,79.55,131.43,27.38,278.89,3305.11
63,LHS-000063,1,0.5,1,3.5,0.3,0.3,0.2,0.4,0.2,0.3,0.3,0.3,106.41,22.17,383.7,79.94,135.87,28.31,299.64,3284.36
64,LHS-000064,1,0.5,0.5,3.5,0.2,0.4,0.2,0.4,0.2,0.2,0.2,0.4,108.4,22.58,385.76,80.37,138.06,28.76,357.94,3226.06
65,LHS-000065,0.5,1.5,1.5,3,0.3,0.2,0.3,0.2,0.3,0.3,0.4,0.3,106.72,22.23,384.11,80.02,139.89,29.14,228.54,3355.46
66,LHS-000066,1,1,0.5,4,0.4,0.2,0.4,0.3,0.2,0.2,0.4,0.2,111.67,23.26,389.31,81.11,146.29,30.48,339.47,3244.53
67,LHS-000067,0.5,0.5,1,4,0.4,0.2,0.2,0.2,0.3,0.3,0.2,0.4,103.13,21.48,380.19,79.21,130.77,27.24,236.02,3347.98
68,LHS-000068,0.5,0.5,1.5,3.5,0.4,0.4,0.4,0.4,0.2,0.3,0.2,0.2,105.5,21.98,382.56,79.7,133.3,27.77,332.92,3251.08
69,LHS-000069,1,1.5,1,4,0.3,0.3,0.2,0.4,0.3,0.3,0.2,0.2,109.04,22.72,386.76,80.58,145.88,30.39,259.3,3324.7
70,LHS-000070,0.5,1,1,3,0.4,0.2,0.2,0.3,0.2,0.2,0.3,0.4,105.67,22.01,382.86,79.76,136.17,28.37,257.84,3326.16
71,LHS-000071,1,1,1,3,0.3,0.3,0.3,0.4,0.2,0.3,0.2,0.2,107.27,22.35,384.64,80.13,137.69,28.69,302.76,3281.24
72,LHS-000072,0.5,1,0.5,4,0.4,0.3,0.4,0.2,0.3,0.3,0.3,0.4,111.62,23.25,389.3,81.1,145.97,30.41,323.41,3260.59
73,LHS-000073,1,1.5,0.5,3.5,0.2,0.4,0.2,0.4,0.2,0.2,0.4,0.4,112.64,23.47,390.56,81.37,151.57,31.58,309.09,3274.91
74,LHS-000074,0.5,0.5,1,3.5,0.4,0.3,0.2,0.4,0.3,0.2,0.4,0.3,106.27,22.14,383.42,79.88,135.42,28.21,289.34,3294.66
75,LHS-000075,1,1.5,1,3.5,0.3,0.2,0.4,0.4,0.3,0.2,0.3,0.2,110.13,22.94,387.78,80.79,146.46,30.51,275.61,3308.39
76,LHS-000076,0.5,1,0.5,4,0.4,0.2,0.4,0.2,0.2,0.3,0.3,0.4,109.64,22.84,387.16,80.66,142.59,29.71,295.57,3288.43
77,LHS-000077,1,1.5,0.5,3.5,0.3,0.3,0.3,0.4,0.2,0.2,0.3,0.4,113.25,23.59,391.13,81.49,151.82,31.63,325.67,3258.33
78,LHS-000078,1,0.5,1.5,3.5,0.2,0.2,0.4,0.4,0.3,0.3,0.4,0.2,106.88,22.27,384.12,80.02,137.57,28.66,288.55,3295.45
79,LHS-000079,0.5,0.5,1,4,0.4,0.2,0.3,0.4,0.2,0.2,0.4,0.4,108.83,22.67,386.14,80.45,141.98,29.58,294.81,3289.19
80,LHS-000080,1,1,0.5,4,0.2,0.3,0.3,0.4,0.3,0.2,0.3,0.3,110.98,23.12,388.65,80.97,146.02,30.42,317.7,3266.3
81,LHS-000081,0.5,0.5,0.5,3,0.4,0.2,0.3,0.2,0.2,0.3,0.4,0.4,107.24,22.34,384.4,80.08,134.74,28.07,334.81,3249.19
82,LHS-000082,0.5,0.5,1,4,0.3,0.2,0.3,0.2,0.2,0.2,0.3,0.3,102.81,21.42,379.74,79.11,129.54,26.99,241.98,3342.02
83,LHS-000083,1,1.5,0.5,3.5,0.2,0.2,0.4,0.2,0.3,0.2,0.2,0.3,108.59,22.62,386.18,80.45,142.53,29.69,271.09,3312.91
84,LHS-000084,0.5,1.5,1,3.5,0.2,0.4,0.4,0.3,0.2,0.2,0.2,0.2,107.42,22.38,384.82,80.17,139.3,29.02,262.44,3321.56
85,LHS-000085,1,1,0.5,4,0.4,0.4,0.2,0.4,0.2,0.3,0.2,0.4,113.02,23.55,390.91,81.44,150.64,31.38,356.03,3227.97
86,LHS-000086,0.5,1.5,1.5,3.5,0.4,0.2,0.2,0.4,0.3,0.2,0.2,0.4,107.66,22.43,385.13,80.23,143.39,29.87,234.77,3349.23
87,LHS-000087,1,1.5,0.5,4,0.2,0.2,0.4,0.4,0.3,0.3,0.2,0.2,110.81,23.09,388.56,80.95,146.96,30.62,296.96,3287.04
88,LHS-000088,1,1.5,1.5,3.5,0.2,0.4,0.3,0.4,0.2,0.3,0.3,0.4,111.5,23.23,389.36,81.12,151.61,31.59,276.26,3307.74
89,LHS-000089,0.5,0.5,1.5,3,0.3,0.3,0.4,0.4,0.2,0.3,0.3,0.4,108.38,22.58,385.59,80.33,138.56,28.87,342.23,3241.77
90,LHS-000090,1,1.5,1,3.5,0.3,0.3,0.2,0.3,0.2,0.3,0.4,0.4,109.86,22.89,387.66,80.76,148.17,30.87,253.24,3330.76
91,LHS-000091,1,0.5,0.5,3.5,0.2,0.3,0.2,0.3,0.2,0.2,0.4,0.3,106.16,22.12,383.4,79.88,134.61,28.04,302.2,3281.8
92,LHS-000092,0.5,1,1.5,3,0.3,0.2,0.4,0.2,0.3,0.2,0.4,0.2,106.06,22.1,383.2,79.83,136.23,28.38,262.92,3321.08
93,LHS-000093,1,0.5,1.5,3.5,0.3,0.4,0.4,0.2,0.3,0.2,0.3,0.2,105.13,21.9,382.27,79.64,133.11,27.73,289.05,3294.95
94,LHS-000094,1,1.5,0.5,4,0.4,0.4,0.2,0.3,0.2,0.2,0.3,0.4,111.99,23.33,389.93,81.24,151.19,31.5,295.17,3288.83
95,LHS-000095,1,1.5,0.5,3,0.2,0.4,0.3,0.3,0.3,0.3,0.3,0.3,112.63,23.47,390.49,81.35,149.2,31.08,342.5,3241.5
96,LHS-000096,1,1.5,1.5,4,0.2,0.2,0.4,0.4,0.3,0.2,0.3,0.2,108.73,22.65,386.35,80.49,145.85,30.39,237.92,3346.08
97,LHS-000097,0.5,1.5,1,3.5,0.3,0.4,0.3,0.2,0.2,0.2,0.3,0.4,107.96,22.49,385.46,80.3,141.69,29.52,244.91,3339.09
98,LHS-000098,0.5,1,1.5,4,0.2,0.3,0.4,0.4,0.3,0.3,0.2,0.3,107.63,22.42,385.03,80.21,140.57,29.29,262.1,3321.9
99,LHS-000099,1,1.5,1,4,0.3,0.3,0.2,0.3,0.3,0.2,0.2,0.4,109.09,22.73,386.86,80.6,147.21,30.67,243.64,3340.36
100,LHS-000100,0.5,1.5,0.5,3,0.4,0.4,0.3,0.3,0.2,0.3,0.4,0.3,113.21,23.59,390.99,81.46,148.29,30.89,360.49,3223.51
101,LHS-000101,0.5,1.5,0.5,3.5,0.2,0.4,0.3,0.3,0.3,0.2,0.2,0.2,108.48,22.6,385.96,80.41,140.04,29.18,291.16,3292.84
102,LHS-000102,1,1,1.5,3.5,0.2,0.2,0.2,0.3,0.2,0.3,0.3,0.3,104.15,21.7,381.44,79.47,135.66,28.26,216.66,3367.34
103,LHS-000103,1,1,1.5,4,0.3,0.2,0.2,0.3,0.3,0.2,0.4,0.3,105.68,22.02,383.12,79.82,139.99,29.16,211.46,3372.54
104,LHS-000104,0.5,0.5,0.5,3.5,0.4,0.3,0.4,0.3,0.3,0.3,0.3,0.2,109.28,22.77,386.54,80.53,136.74,28.49,399.8,3184.2
105,LHS-000105,0.5,1.5,0.5,3,0.3,0.4,0.4,0.2,0.3,0.2,0.4,0.3,112.63,23.47,390.31,81.31,146.77,30.58,349.41,3234.59
106,LHS-000106,1,1,1,3,0.3,0.4,0.4,0.4,0.2,0.3,0.2,0.2,109.38,22.79,386.86,80.6,140.78,29.33,339.8,3244.2
107,LHS-000107,1,1.5,1,4,0.2,0.3,0.2,0.3,0.2,0.3,0.4,0.2,108.32,22.57,386.05,80.43,145.12,30.23,236.85,3347.15
108,LHS-000108,0.5,0.5,1,4,0.2,0.4,0.2,0.2,0.3,0.2,0.3,0.3,102.69,21.39,379.7,79.1,128.93,26.86,237.95,3346.05
109,LHS-000109,0.5,1.5,1,3.5,0.2,0.4,0.3,0.3,0.3,0.2,0.3,0.3,108.56,22.62,386.08,80.43,142.48,29.68,256.41,3327.59
110,LHS-000110,0.5,1.5,0.5,4,0.2,0.3,0.4,0.3,0.3,0.3,0.4,0.2,113.1,23.56,390.92,81.44,149.76,31.2,326.27,3257.73
111,LHS-000111,0.5,1.5,0.5,4,0.3,0.4,0.4,0.3,0.3,0.3,0.2,0.2,112,23.33,389.77,81.2,147.28,30.68,332.04,3251.96
112,LHS-000112,0.5,1.5,1,3.5,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.3,104.88,21.85,382.17,79.62,135.93,28.32,219.73,3364.27
113,LHS-000113,1,1.5,1,3,0.2,0.3,0.4,0.3,0.3,0.3,0.2,0.2,108.88,22.68,386.47,80.51,142.95,29.78,279.44,3304.56
114,LHS-000114,1,1.5,1.5,3,0.3,0.4,0.3,0.4,0.3,0.2,0.4,0.3,110.99,23.12,388.73,80.98,148.82,31,282.4,3301.6
115,LHS-000115,0.5,1.5,0.5,3.5,0.2,0.4,0.2,0.4,0.2,0.2,0.3,0.2,108.63,22.63,386.14,80.45,140.73,29.32,287.9,3296.1
116,LHS-000116,1,0.5,1.5,3,0.3,0.3,0.4,0.4,0.2,0.3,0.2,0.3,106.36,22.16,383.54,79.9,135.2,28.17,327.31,3256.69
117,LHS-000117,0.5,1.5,1.5,3.5,0.2,0.2,0.2,0.3,0.2,0.3,0.2,0.4,105.04,21.88,382.39,79.66,138.27,28.81,204.59,3379.41
118,LHS-000118,1,1.5,0.5,3,0.2,0.2,0.2,0.3,0.2,0.3,0.4,0.2,108.49,22.6,386.07,80.43,141.67,29.51,277.22,3306.78
119,LHS-000119,0.5,1,1,4,0.2,0.2,0.3,0.4,0.2,0.3,0.4,0.3,108.73,22.65,386.2,80.46,142.89,29.77,262.7,3321.3
120,LHS-000120,1,1,0.5,3,0.4,0.2,0.3,0.3,0.3,0.2,0.3,0.2,108.84,22.68,386.28,80.47,139.88,29.14,332.41,3251.59
121,LHS-000121,0.5,1,1.5,3,0.4,0.2,0.2,0.3,0.3,0.3,0.2,0.3,104.09,21.69,381.21,79.42,133.41,27.79,243.05,3340.95
122,LHS-000122,0.5,1.5,0.5,3.5,0.4,0.2,0.2,0.2,0.3,0.2,0.2,0.2,106.52,22.19,383.88,79.98,137.38,28.62,259.36,3324.64
123,LHS-000123,1,1.5,1.5,4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.4,115.14,23.99,393.27,81.93,159.63,33.26,307.4,3276.6
124,LHS-000124,1,1,1,3,0.4,0.4,0.2,0.3,0.2,0.2,0.4,0.3,107.9,22.48,385.36,80.28,139.93,29.15,284.93,3299.07
125,LHS-000125,1,1,1,3.5,0.3,0.4,0.2,0.2,0.3,0.2,0.2,0.3,105.44,21.97,382.79,79.75,135.91,28.32,251.9,3332.1
126,LHS-000126,1,1.5,1.5,4,0.4,0.4,0.2,0.3,0.3,0.2,0.3,0.2,107.94,22.49,385.6,80.33,144.8,30.17,233.85,3350.15
127,LHS-000127,1,1,0.5,3.5,0.4,0.2,0.4,0.4,0.3,0.3,0.3,0.4,114.16,23.78,391.99,81.66,151.28,31.52,367.65,3216.35
128,LHS-000128,0.5,1.5,1.5,3.5,0.3,0.4,0.2,0.4,0.3,0.2,0.4,0.2,106.99,22.29,384.44,80.09,140.76,29.33,229.96,3354.04
129,LHS-000129,0.5,1,1,3.5,0.2,0.3,0.2,0.4,0.3,0.2,0.4,0.4,107.97,22.49,385.38,80.29,141.51,29.48,257.8,3326.2
130,LHS-000130,1,0.5,1.5,4,0.3,0.2,0.2,0.2,0.2,0.2,0.4,0.3,101.88,21.22,378.94,78.95,130.7,27.23,203.62,3380.38
131,LHS-000131,0.5,1.5,1,4,0.3,0.4,0.2,0.4,0.3,0.2,0.4,0.3,110.18,22.95,387.91,80.81,147.69,30.77,255.87,3328.13
132,LHS-000132,0.5,1,1.5,3,0.2,0.4,0.4,0.3,0.3,0.3,0.3,0.4,109.23,22.76,386.66,80.55,141.61,29.5,300.55,3283.45
133,LHS-000133,0.5,1.5,1.5,4,0.3,0.3,0.4,0.2,0.2,0.2,0.2,0.2,105.47,21.97,382.78,79.75,137.72,28.69,219.35,3364.65
134,LHS-000134,1,0.5,0.5,3,0.3,0.3,0.4,0.2,0.2,0.2,0.4,0.2,108.89,22.69,386.14,80.45,136.53,28.44,399.3,3184.7
135,LHS-000135,1,1,1.5,3,0.2,0.3,0.4,0.2,0.2,0.2,0.3,0.2,105.38,21.95,382.6,79.71,135.61,28.25,259.22,3324.78
136,LHS-000136,1,0.5,0.5,3,0.2,0.3,0.4,0.3,0.3,0.2,0.2,0.2,106.17,22.12,383.27,79.85,131.88,27.48,371.1,3212.9
137,LHS-000137,0.5,0.5,1.5,4,0.2,0.3,0.2,0.4,0.3,0.3,0.2,0.3,103.74,21.61,380.8,79.33,131.79,27.46,255.5,3328.5
138,LHS-000138,0.5,1,1.5,4,0.2,0.4,0.2,0.3,0.3,0.3,0.3,0.2,105.15,21.91,382.47,79.68,137.93,28.74,234.42,3349.58
139,LHS-000139,1,1.5,1,3,0.3,0.3,0.2,0.3,0.2,0.3,0.3,0.3,108.61,22.63,386.24,80.47,143.71,29.94,265.24,3318.76
140,LHS-000140,1,1.5,1.5,3.5,0.3,0.2,0.4,0.3,0.3,0.3,0.3,0.4,110.04,22.92,387.77,80.79,148.59,30.96,248.95,3335.05
141,LHS-000141,1,0.5,1.5,4,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.3,107.17,22.33,384.57,80.12,138.51,28.86,298.66,3285.34
142,LHS-000142,0.5,1.5,0.5,3,0.2,0.2,0.2,0.2,0.3,0.2,0.4,0.2,106.31,22.15,383.64,79.93,136.93,28.53,252.66,3331.34
143,LHS-000143,0.5,1,0.5,3,0.4,0.2,0.2,0.3,0.2,0.3,0.4,0.3,107.7,22.44,385.02,80.21,137.66,28.68,302.78,3281.22
144,LHS-000144,0.5,1,0.5,3,0.3,0.2,0.2,0.2,0.3,0.2,0.2,0.4,105.17,21.91,382.33,79.65,133.48,27.81,272.75,3311.25
145,LHS-000145,0.5,1.5,1,3,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0.3,108.17,22.53,385.65,80.34,140.79,29.33,264.06,3319.94
146,LHS-000146,0.5,0.5,1,3,0.2,0.4,0.4,0.4,0.3,0.3,0.4,0.4,112.39,23.42,389.87,81.22,144.31,30.06,403.31,3180.69
147,LHS-000147,1,0.5,0.5,3,0.3,0.2,0.4,0.2,0.3,0.2,0.2,0.3,105.77,22.04,382.88,79.77,132.27,27.56,342.24,3241.76
148,LHS-000148,0.5,0.5,1.5,4,0.2,0.2,0.3,0.3,0.2,0.2,0.4,0.4,104.81,21.84,381.91,79.56,135.75,28.28,231.07,3352.93
149,LHS-000149,1,1,1,3.5,0.3,0.3,0.4,0.2,0.3,0.2,0.2,0.4,107.09,22.31,384.53,80.11,139.51,29.07,260.25,3323.75
150,LHS-000150,1,1,1.5,4,0.3,0.3,0.4,0.4,0.3,0.3,0.4,0.4,113.6,23.67,391.51,81.56,154.79,32.25,301.58,3282.42
151,LHS-000151,1,0.5,1.5,3.5,0.2,0.4,0.3,0.2,0.2,0.2,0.4,0.4,105.02,21.88,382.25,79.63,134.95,28.11,248.7,3335.3
152,LHS-000152,0.5,0.5,1.5,4,0.4,0.2,0.2,0.3,0.2,0.2,0.4,0.3,102.62,21.38,379.59,79.08,131.11,27.32,218.97,3365.03
153,LHS-000153,0.5,0.5,0.5,3.5,0.4,0.2,0.2,0.3,0.3,0.3,0.2,0.3,105.28,21.93,382.35,79.66,131.36,27.37,320.08,3263.92
154,LHS-000154,0.5,0.5,1.5,4,0.2,0.3,0.4,0.3,0.2,0.3,0.3,0.3,105.89,22.06,383.04,79.8,135.03,28.13,276.32,3307.68
155,LHS-000155,0.5,1,0.5,3.5,0.4,0.3,0.4,0.4,0.3,0.2,0.4,0.2,112.33,23.4,389.86,81.22,145.12,30.23,376.01,3207.99
156,LHS-000156,1,0.5,1.5,3.5,0.4,0.2,0.4,0.2,0.3,0.2,0.4,0.3,106.45,22.18,383.69,79.93,137.36,28.62,274.18,3309.82
157,LHS-000157,1,1,0.5,3.5,0.2,0.3,0.2,0.2,0.3,0.3,0.3,0.4,107.83,22.46,385.39,80.29,140.47,29.27,274.03,3309.97
158,LHS-000158,1,1,1.5,4,0.3,0.4,0.3,0.4,0.2,0.2,0.2,0.4,109.05,22.72,386.65,80.55,145.27,30.27,271.8,3312.2
159,LHS-000159,1,1.5,1.5,3.5,0.3,0.3,0.3,0.2,0.3,0.3,0.2,0.2,106.49,22.19,384.02,80,140.73,29.32,231.03,3352.97
160,LHS-000160,0.5,1,0.5,4,0.2,0.3,0.3,0.2,0.3,0.3,0.3,0.3,108.21,22.54,385.69,80.35,139.42,29.05,284.14,3299.86
161,LHS-000161,0.5,1,0.5,4,0.2,0.2,0.4,0.2,0.3,0.3,0.3,0.3,108.46,22.6,385.89,80.39,140.12,29.19,284.54,3299.46
162,LHS-000162,1,0.5,0.5,3.5,0.3,0.4,0.4,0.4,0.2,0.2,0.2,0.2,108.02,22.5,385.25,80.26,134.93,28.11,399.12,3184.88
163,LHS-000163,1,1,1.5,3,0.3,0.4,0.4,0.4,0.3,0.3,0.4,0.2,111.41,23.21,389.04,81.05,145.95,30.41,335.72,3248.28
164,LHS-000164,0.5,1.5,1,3.5,0.3,0.3,0.2,0.2,0.3,0.2,0.2,0.2,104.89,21.85,382.17,79.62,135.57,28.24,224.38,3359.62
165,LHS-000165,0.5,1.5,1,4,0.4,0.2,0.2,0.2,0.2,0.3,0.4,0.3,106.59,22.21,384.12,80.02,140.84,29.34,210.23,3373.77
166,LHS-000166,0.5,1.5,1.5,4,0.3,0.3,0.2,0.4,0.3,0.2,0.4,0.2,106.86,22.26,384.34,80.07,141.7,29.52,215.12,3368.88
167,LHS-000167,1,1.5,1,3.5,0.4,0.4,0.3,0.3,0.3,0.3,0.4,0.3,112.96,23.53,390.93,81.44,152.7,31.81,302.56,3281.44
168,LHS-000168,1,1.5,0.5,4,0.4,0.4,0.2,0.3,0.3,0.3,0.2,0.2,111.74,23.28,389.65,81.18,149.14,31.07,318.32,3265.68
169,LHS-000169,0.5,0.5,1.5,3,0.4,0.4,0.2,0.4,0.3,0.2,0.2,0.2,102.87,21.43,379.74,79.11,127.57,26.58,305.08,3278.92
170,LHS-000170,0.5,0.5,0.5,3,0.3,0.4,0.4,0.2,0.3,0.3,0.3,0.3,109.53,22.82,386.82,80.59,137.23,28.59,415.8,3168.2
171,LHS-000171,1,0.5,1.5,3.5,0.4,0.4,0.2,0.4,0.2,0.3,0.4,0.4,108.67,22.64,386.17,80.45,142.15,29.61,297.27,3286.73
172,LHS-000172,1,1,1,3.5,0.3,0.4,0.2,0.4,0.3,0.2,0.2,0.4,109.28,22.77,386.86,80.6,143.96,29.99,291.87,3292.13
173,LHS-000173,0.5,1,1,4,0.4,0.4,0.3,0.4,0.3,0.2,0.2,0.4,110.6,23.04,388.18,80.87,145.67,30.35,304.43,3279.57
174,LHS-000174,0.5,0.5,1.5,3,0.3,0.2,0.2,0.4,0.3,0.2,0.3,0.4,104.3,21.73,381.28,79.43,133.06,27.72,271.68,3312.32
175,LHS-000175,1,0.5,1,3,0.2,0.4,0.2,0.3,0.3,0.2,0.3,0.3,104.79,21.83,381.92,79.57,132.27,27.56,293.35,3290.65
176,LHS-000176,0.5,1.5,1.5,3.5,0.4,0.3,0.3,0.4,0.2,0.2,0.2,0.4,108.6,22.62,386.09,80.44,144.37,30.08,251.31,3332.69
177,LHS-000177,0.5,0.5,1,3.5,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,99.23,20.67,375.9,78.31,121.78,25.37,232.59,3351.41
178,LHS-000178,1,0.5,0.5,3,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.3,104.39,21.75,381.46,79.47,129.56,26.99,329.99,3254.01
179,LHS-000179,0.5,1,0.5,4,0.4,0.3,0.4,0.4,0.2,0.3,0.4,0.3,114.62,23.88,392.4,81.75,150.6,31.38,381.89,3202.11
180,LHS-000180,0.5,1,1.5,4,0.4,0.2,0.3,0.4,0.2,0.3,0.4,0.2,106.98,22.29,384.31,80.06,139.76,29.12,244.67,3339.33
181,LHS-000181,1,1,1,3,0.4,0.2,0.3,0.3,0.3,0.2,0.4,0.3,108.97,22.7,386.46,80.51,142.55,29.7,292.37,3291.63
182,LHS-000182,1,0.5,1,3,0.2,0.3,0.2,0.2,0.2,0.3,0.2,0.3,102.6,21.38,379.62,79.09,127.78,26.62,277.08,3306.92
183,LHS-000183,0.5,1,0.5,4,0.2,0.3,0.4,0.2,0.2,0.2,0.3,0.4,108.92,22.69,386.36,80.49,141.11,29.4,290.56,3293.44
184,LHS-000184,1,1,1.5,4,0.4,0.3,0.2,0.4,0.2,0.2,0.3,0.2,105.6,22,382.96,79.78,138.06,28.76,238.52,3345.48
185,LHS-000185,1,1,0.5,3,0.3,0.3,0.2,0.3,0.2,0.3,0.2,0.2,107.31,22.36,384.69,80.14,136.25,28.39,323.38,3260.62
186,LHS-000186,1,1,1,3,0.2,0.4,0.4,0.3,0.2,0.3,0.3,0.3,110.51,23.02,388.09,80.85,143.63,29.92,334.87,3249.13
187,LHS-000187,0.5,0.5,0.5,4,0.4,0.4,0.4,0.3,0.2,0.2,0.2,0.3,108.14,22.53,385.35,80.28,135.56,28.24,373.24,3210.76
188,LHS-000188,0.5,1,1.5,3.5,0.3,0.4,0.3,0.3,0.2,0.2,0.4,0.4,107.74,22.45,385.13,80.23,140.84,29.34,255.3,3328.7
189,LHS-000189,0.5,1.5,1,3.5,0.2,0.4,0.4,0.2,0.2,0.3,0.4,0.4,111.44,23.22,389.19,81.08,148.03,30.84,285.35,3298.65
190,LHS-000190,1,1,1,3,0.4,0.3,0.2,0.3,0.2,0.3,0.2,0.4,107.81,22.46,385.28,80.27,140.11,29.19,289.58,3294.42
191,LHS-000191,0.5,0.5,0.5,4,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,106.61,22.21,383.81,79.96,135.09,28.14,300.83,3283.17
192,LHS-000192,1,1.5,0.5,4,0.4,0.2,0.4,0.4,0.2,0.3,0.4,0.2,114.45,23.84,392.41,81.75,153.56,31.99,339.06,3244.94
193,LHS-000193,1,1,1,3.5,0.2,0.4,0.2,0.4,0.3,0.3,0.3,0.4,110.44,23.01,388.17,80.87,146.98,30.62,295.77,3288.23
