0.000000000,0.738621102,0.753480032,1.368840484,3.933992077,0.227048847,0.370324608,0.387891758,0.289169674,0.252672703,0.203519130,0.334454316,0.271234488,67.250000000,1871720.840000000,1953800.840000000,113.810000000,2632.000000000
9.000000000,0.653554625,0.828385591,1.066163523,3.840874009,0.234067783,0.332096385,0.244278067,0.396857463,0.278385408,0.290227346,0.355453325,0.253143566,67.180000000,1833414.500000000,1915494.500000000,113.740000000,2614.830000000
99.000000000,0.645650039,0.854671421,1.371389152,3.264228987,0.261895574,0.332814834,0.279042673,0.230767309,0.289701273,0.252053883,0.361195636,0.388814445,66.340000000,1746757.050000000,1828837.050000000,112.900000000,2601.670000000
999.000000000,0.663367669,0.977809082,1.146275978,3.242611923,0.260300167,0.392491417,0.383851169,0.390091881,0.280837991,0.274178595,0.340061450,0.397740469,70.800000000,2025788.200000000,2107868.200000000,117.360000000,2697.830000000
100.000000000,0.698603557,1.068477700,0.967846624,3.600169176,0.366053681,0.240990281,0.311338272,0.334782014,0.200644558,0.224100075,0.251945241,0.310788407,66.510000000,1787137.350000000,1869217.350000000,113.080000000,2612.330000000
101.000000000,0.542016116,0.678206012,0.645593934,3.780483955,0.362288131,0.372890488,0.257383466,0.395899539,0.251637020,0.299781074,0.213469797,0.248814018,66.740000000,2255164.180000000,2337244.180000000,113.300000000,2581.500000000
102.000000000,0.507016480,0.925942870,0.915565226,3.287841433,0.300146402,0.268596214,0.326881452,0.373761657,0.201927984,0.220554565,0.284128140,0.204781729,65.260000000,2030756.740000000,2112836.740000000,111.820000000,2545.000000000
103.000000000,0.648557891,0.809810932,1.247623514,3.988667915,0.232168865,0.288814349,0.219486941,0.336550273,0.221834890,0.235105310,0.223072698,0.308953092,64.890000000,1728690.910000000,1810770.910000000,111.460000000,2567.830000000
104.000000000,0.898343245,1.149735548,0.715101518,3.866505043,0.334639959,0.230226642,0.283413538,0.383043137,0.231939476,0.210995345,0.344096985,0.212245760,67.260000000,1750930.290000000,1833010.290000000,113.820000000,2650.330000000
105.000000000,0.662267152,1.083789352,1.252433326,3.934217297,0.371206736,0.208291721,0.201820159,0.240319136,0.286738365,0.209460793,0.222121730,0.363001876,64.970000000,1494905.190000000,1576985.190000000,111.540000000,2575.500000000
106.000000000,0.817287274,0.815825596,0.534147155,3.384869873,0.379569307,0.313452132,0.387703618,0.275424062,0.281436346,0.281842976,0.396121181,0.285171915,69.210000000,2201369.940000000,2283449.940000000,115.770000000,2676.670000000
107.000000000,0.697401556,1.140225839,1.093726432,3.492516122,0.338269214,0.273229947,0.308023758,0.268159887,0.294980591,0.283616361,0.209029596,0.305146838,66.550000000,1733988.480000000,1816068.480000000,113.110000000,2612.670000000
108.000000000,0.940123108,0.697495906,1.221873981,3.640070920,0.325259808,0.322722050,0.265879812,0.249873946,0.207068192,0.209297040,0.332781818,0.281076811,65.220000000,1818930.950000000,1901010.950000000,111.780000000,2625.670000000
10.000000000,0.923714643,0.547851657,1.153369799,3.965683735,0.364189126,0.297768361,0.281785261,0.249547371,0.240714494,0.208945319,0.281333754,0.381692835,65.640000000,1798952.520000000,1881032.520000000,112.200000000,2633.000000000
109.000000000,0.859581261,1.219126777,0.583771315,3.280998287,0.363897715,0.332662611,0.374784471,0.287982218,0.204583162,0.299319357,0.334896298,0.316115721,69.690000000,2006384.440000000,2088464.440000000,116.260000000,2688.170000000
110.000000000,0.718112601,0.736220384,0.713097094,3.923187858,0.262831252,0.305730694,0.358065830,0.314723923,0.256211361,0.230524242,0.314888594,0.362909886,67.770000000,1951118.440000000,2033198.440000000,114.330000000,2638.500000000
111.000000000,0.999648034,0.722366564,0.926976040,3.331639336,0.358172856,0.267914358,0.241338874,0.312859128,0.291128825,0.263793095,0.324595629,0.200555620,65.500000000,1960599.690000000,2042679.690000000,112.070000000,2639.670000000
112.000000000,0.577195124,0.981881665,0.787485297,3.857435634,0.286805358,0.394668815,0.326572629,0.233981267,0.239947816,0.215038083,0.274830986,0.376633230,66.940000000,1812744.870000000,1894824.870000000,113.500000000,2595.000000000
113.000000000,0.539748459,1.398748727,1.290859322,3.530493063,0.315906508,0.326037231,0.252923842,0.232043516,0.201685538,0.215158950,0.200835918,0.362017139,65.720000000,1543444.030000000,1625524.030000000,112.280000000,2565.670000000
