#,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22,Z23,Z24,Z25,Z26,Z27,Z28,Z29,Z30,Y1,Y2,Y3,Y4,Y5,Y6
26,200,0.166180805,0.151901145,0.527063142,0.446704868,0.61272897,0.557727708,0.654052274,0.422224568,0.514244408,0.39601466,0.825500107,0.64483627,0.783488756,0.615792971,0.917147809,0.21025416,0.583142274,0.182125223,0.364151091,1.628698222,0.565863907,11.56461559,0.763740215,7.742671404,0.800418177,14.16716169,0.959906831,24.71908699,24.90376762,50109.00819,10679.06463,61282.16748,53156.23056,60788.07282,122070.2403
27,30,0.1501919,0.174625646,0.633970677,0.333648075,0.396545069,0.513961944,0.497896274,0.374783186,0.600393831,0.413667351,0.842390762,0.729164313,0.583220381,0.612611368,0.824018834,0.231320369,0.88684612,0.347881957,0.243774036,2.375652835,0.475546846,7.861406478,0.779104745,6.0944586,0.841225005,15.74260505,0.821715041,25.93693435,25.94129227,55792.38777,9234.20532,58293.48558,50772.38421,65026.59309,123320.0787
28,310,0.141499096,0.129436921,0.451909936,0.549871727,0.56094451,0.426374789,0.388669101,0.338826109,0.46834663,0.332001225,0.65315897,0.572063964,0.809910866,0.84850677,1.420915956,0.374664717,0.557730744,0.242782146,0.249057203,1.99154607,0.590379235,12.21389775,0.809850258,9.764731692,0.732947683,18.53435036,0.862178661,26.40293686,27.63412111,47982.71498,13180.85988,72010.6647,48797.54946,61163.57486,133174.2396
29,290,0.114799001,0.140173179,0.447146795,0.318381289,0.509891395,0.503618431,0.35731647,0.511404413,0.61764277,0.445011638,0.632247555,0.569222607,0.752599482,0.587728225,0.950853717,0.212654471,1.35958782,0.279136368,0.206054303,1.952837273,0.491644628,8.698588681,0.874754797,6.545656805,0.787436512,18.45288823,0.810362343,25.66852847,32.221036,60235.89081,8875.14297,67385.39685,40128.05352,69111.03378,136496.4306
30,90,0.183085139,0.196681295,0.461528092,0.38884219,0.581479856,0.5319592,0.368115819,0.428993198,0.671443986,0.617402967,0.75008919,0.714632303,0.708392088,0.595704873,0.794014903,0.209632297,0.598893076,0.181306185,0.292601243,1.555518287,0.484586337,8.621970393,0.814769734,8.32130972,0.856428079,13.56847033,0.813667499,26.69572622,19.90499686,48675.9774,11563.44267,49750.79697,65592.66186,60239.42007,109990.217
31,0,0.190628876,0.195708885,0.644494917,0.45626996,0.40105709,0.63003178,0.559448528,0.577884006,0.576147825,0.571984753,0.786483537,0.776090263,0.611254214,0.580191119,0.554442977,0.33225074,1.007444259,0.264952537,0.297728433,2.258908267,0.471854937,11.34546597,0.825460035,7.113004804,0.714638727,11.78116417,0.983852695,27.51619945,25.15922509,40461.25344,8551.98849,52232.45883,58589.44347,49013.24193,101245.7008
32,240,0.152902785,0.127463425,0.519293823,0.582538275,0.624447492,0.442605808,0.514186777,0.261485795,0.503229221,0.539875847,0.716080982,0.832646548,0.725535023,0.678818576,0.587367301,0.200212523,0.51546326,0.125962689,0.270173054,1.805599269,0.681148711,6.730593538,0.864298829,7.48934576,0.875996753,16.21441862,0.807022793,26.02067312,28.04968609,64080.06263,9986.36745,58967.04345,49138.5189,74066.43008,133033.4735
33,360,0.182190135,0.184836711,0.23031881,0.567311802,0.459469746,0.447760415,0.42973545,0.363496166,0.471959664,0.482082865,0.736451459,0.709023609,0.547217083,0.623005681,1.464384206,0.337532241,0.823961436,0.270317234,0.370915551,1.515013796,0.486841067,9.389673037,0.870464941,10.39094856,0.761803729,15.1460361,0.824087433,27.25695558,33.49145016,54615.06819,15348.34995,56246.36421,53694.58374,69963.41814,126209.7824
34,160,0.175586198,0.148609619,0.571814785,0.361289968,0.491637648,0.559660124,0.436660734,0.473648517,0.361619332,0.383388796,0.794782824,0.909408384,0.60152881,0.718821197,0.377504338,0.32754303,0.741677152,0.284315512,0.312089952,2.227353926,0.677999378,10.03106945,0.801806398,6.672715432,0.901323155,13.54733627,0.823632445,24.37163559,34.87363649,57548.34507,10488.36804,50281.65204,53585.69928,68036.71311,118318.3652
35,350,0.120058118,0.14820335,0.540860251,0.423969892,0.595083087,0.493488902,0.423801703,0.405441227,0.390884854,0.530083075,0.581748619,0.788469326,0.686403235,0.786109672,1.155558952,0.314414033,1.116210036,0.298622901,0.393926955,1.493214486,0.460261897,10.77551394,0.767341295,9.096502985,0.80453115,14.95134207,0.885401392,24.94169221,37.37087935,60705.83372,14741.95788,59654.41053,46058.42088,75447.7916,135102.2021
36,360,0.138068996,0.167922301,0.307596684,0.522203342,0.583303686,0.52747428,0.551541218,0.500572877,0.391805292,0.384003308,0.954661001,0.604639978,0.531637148,0.641643462,1.287219406,0.216860174,0.931715703,0.319271329,0.200434998,2.262013119,0.443773742,13.21689252,0.784977184,7.709101437,0.815284112,13.20609469,0.84971305,27.30988155,27.52897647,37785.19382,13047.14958,50567.19825,47183.60826,50832.3434,101399.5417
37,220,0.126147532,0.156400596,0.473465036,0.392651418,0.65620065,0.477588408,0.439087014,0.565389738,0.605056024,0.62652299,0.717816188,0.85547867,0.680688002,0.815775006,0.865206346,0.227744977,1.095108986,0.292964066,0.333186078,2.112263903,0.446829107,8.538867468,0.850632692,6.471238725,0.818712075,12.28251513,0.904643628,25.8446711,36.76641867,63676.16998,8869.79652,50071.08693,49650.17253,72545.9665,122617.0534
38,120,0.129089394,0.120016728,0.566771927,0.569617032,0.491099022,0.420265175,0.461243083,0.270460252,0.349137083,0.508408576,0.873537761,0.7294779,0.572893918,0.659147737,0.262639437,0.243494461,1.257099525,0.3163627,0.336772491,1.711032044,0.649050308,9.72467112,0.801023417,9.048088041,0.804290166,13.66737437,0.743963105,26.89609199,29.56946148,47866.84299,12392.07048,45820.37796,41592.04887,60258.91347,106079.2914
39,350,0.117679734,0.126861865,0.500694404,0.41276792,0.412256327,0.302299667,0.50365798,0.379117991,0.463174,0.515597996,0.837951959,0.703418035,0.557337429,0.583385495,0.597395,0.251568484,1.05830662,0.319948239,0.383834709,1.997299922,0.52153104,10.015351,0.795345624,9.004050858,0.782755316,18.13727514,0.821477495,25.20323435,38.0145973,64088.87668,12654.26235,67141.32405,34411.10925,76743.13903,143884.4631
40,40,0.116838124,0.159690837,0.601703043,0.29795904,0.638322112,0.607309899,0.41956628,0.40622409,0.358159282,0.514376664,0.66855545,0.528674516,0.701975743,0.869181669,0.715226091,0.283230388,0.840866058,0.138265797,0.349033271,1.81596807,0.537327441,9.366840992,0.827229449,11.89518092,0.861416493,14.73430654,0.757085565,26.45642977,35.5968469,55988.49154,18950.06202,50268.60801,52256.82033,74938.55356,125207.1616
41,130,0.164700917,0.146412708,0.53144678,0.682323822,0.377673546,0.639188834,0.474169668,0.5053218,0.428248704,0.392773879,0.698523986,0.614272234,0.821132179,0.684307191,0.328168974,0.366660546,1.438778674,0.335978521,0.389940822,2.130115951,0.561112108,8.763286412,0.808560644,6.735992038,0.73208,15.51000821,0.883897093,25.83127596,37.93689629,64914.9609,8895.14556,61778.29515,54780.33165,73810.10646,135588.4016
42,140,0.158390901,0.132604562,0.512599067,0.425107185,0.547513063,0.57241896,0.677312681,0.63876204,0.621463868,0.400425337,0.79614876,0.875816463,0.594973831,0.660721739,0.885207931,0.317905366,1.134059318,0.13064725,0.36044045,2.009386217,0.587588521,7.978350824,0.898885151,7.619416443,0.847947119,13.38873369,0.809311175,26.26992627,20.79353882,50324.42084,10001.81166,48828.93165,47697.11271,60326.2325,109155.1642
43,280,0.177689595,0.1767522,0.355948522,0.57857267,0.339785269,0.521887522,0.541126015,0.457530659,0.492584793,0.367251102,0.710226876,0.629072849,0.726854164,0.662166568,0.343112279,0.390473157,0.958599506,0.246843473,0.3706399,2.107842516,0.502381398,9.92264579,0.741504612,9.421396581,0.817845097,12.53429108,0.85026096,26.3210975,31.92071086,51837.35547,14215.32765,48025.75425,58576.89321,66052.68312,114078.4374
44,170,0.189035184,0.20457215,0.548105619,0.41458176,0.536554831,0.633068162,0.431304925,0.244861805,0.521237573,0.538911825,0.532560588,0.795175085,0.7838846,0.749066419,0.81501686,0.380227566,0.655538263,0.285389249,0.207249094,2.079210275,0.518473637,9.291200483,0.752316408,5.996907109,0.828285305,14.89750555,0.788990932,24.4095185,21.33483652,48605.84618,8817.77082,52967.28996,67203.2415,57423.617,110390.907
45,330,0.185560747,0.175141955,0.511899286,0.432506068,0.541321437,0.498947849,0.444643733,0.526546049,0.572973998,0.495711313,0.920685604,0.691294774,0.639936763,0.558118175,0.68564474,0.269364208,1.07500674,0.112010456,0.225649585,1.523329555,0.573811951,5.534795899,0.87968512,11.23963803,0.80109825,17.78704521,0.840162073,26.49110724,32.49459064,74202.97827,14696.50488,67342.47483,56297.86017,88899.48315,156241.958
46,170,0.14720845,0.180506068,0.27439765,0.210361579,0.592868167,0.464088219,0.633057691,0.436715845,0.592359377,0.478834207,0.722639169,0.692517249,0.56548028,0.83277336,0.898396453,0.390723439,0.934073323,0.141009477,0.295918746,1.693547651,0.761842117,12.84052353,0.706303171,10.09125483,0.772647578,15.3626711,0.8208801,25.72206276,30.22242683,45048.62059,10811.04183,56828.81988,49074.64926,55859.66242,112688.4823
47,350,0.130294154,0.123944677,0.659481079,0.528423701,0.481024767,0.687180153,0.38445138,0.523263044,0.397900136,0.358806075,0.702996388,0.733790161,0.918927895,0.696228716,1.256374771,0.293725389,0.710263092,0.257873247,0.344736707,2.370783607,0.568550145,13.65468978,0.787915846,9.718666046,0.862348449,13.22063105,0.786763755,26.2573338,19.61289292,37260.30369,15775.31712,46872.56259,46102.15059,53035.62081,99908.1834
48,340,0.138248014,0.155508175,0.51413101,0.481940529,0.646592484,0.469716916,0.263038817,0.477510901,0.535316173,0.604225799,0.807398709,0.720208267,0.885546515,0.919301367,1.164737053,0.347448809,1.32648783,0.337487422,0.202882425,1.689015905,0.588187981,12.02951026,0.750262648,11.53962357,0.881599007,15.86250152,0.835026695,26.1542581,35.65598626,50364.8371,16286.51949,59688.98751,54178.84785,66651.35659,126340.3441
49,10,0.129579313,0.15809885,0.629081073,0.642078566,0.534875527,0.540595052,0.399744059,0.354489552,0.359435508,0.519739303,0.858003277,0.697655091,0.571896667,0.669748811,0.99560163,0.267487232,0.638944718,0.194077757,0.258730683,1.827598626,0.695885066,9.505488957,0.886170424,8.639104516,0.839726971,14.63967283,0.793584809,24.99352768,39.28532281,61199.44676,12086.60997,52353.64176,49144.40817,73286.05673,125639.6985
50,150,0.180402005,0.116605918,0.59773215,0.616779488,0.501485738,0.476630526,0.403955227,0.422631468,0.631232417,0.420444938,0.687000942,0.594020541,0.807822443,0.624447899,0.435304099,0.330923864,1.402403857,0.342535376,0.353102243,1.524870726,0.616583609,10.35255444,0.850377814,6.536238074,0.878444879,17.10204133,0.852898252,26.29707431,18.22407677,47321.85358,9383.96478,65730.5643,47099.62485,56705.81836,122436.3827
51,0,0.181731849,0.165351763,0.517361902,0.461570694,0.402517584,0.529963486,0.420247564,0.301196239,0.472964292,0.429533152,0.707461468,0.797121401,0.673694527,0.627306485,1.301055996,0.368784904,0.66443435,0.306676262,0.211063203,1.425622563,0.426741923,8.890234711,0.894616616,9.951378989,0.755601442,12.75531435,0.921246758,27.46651188,37.58062246,54608.91031,16946.39895,52952.84637,54344.73168,71555.30926,124508.1556
52,80,0.153281963,0.207624231,0.588471408,0.453318918,0.427289771,0.618887843,0.379477136,0.342137977,0.634475664,0.486458465,0.565443983,0.558817144,0.804223869,0.694174169,1.115547632,0.347816424,0.99924516,0.227527235,0.212040674,2.373953805,0.69661768,11.56790801,0.974438042,7.46188286,0.820388906,19.03905763,0.78382119,24.49582423,35.28781202,58423.67549,8863.34154,67248.81549,61716.68508,67287.01703,134535.8325
53,260,0.146121972,0.161220905,0.577475828,0.552913866,0.564688,0.630835845,0.586527546,0.460207538,0.467147798,0.391182993,0.817213954,0.625336968,0.755255706,0.647593768,0.206265812,0.323850631,1.328420923,0.208403692,0.306322187,1.645404345,0.636379879,11.68529244,0.930825931,6.651195484,0.790659021,13.5033427,0.834921354,24.54671746,31.09182905,51112.08442,8705.71773,50805.3033,57404.60475,59817.80215,110623.1055
54,80,0.149578933,0.139275844,0.639493819,0.522621633,0.346749181,0.36440868,0.473683558,0.345603069,0.561730959,0.452069324,0.550569131,0.561255629,0.694956942,0.946145692,1.320399809,0.316698791,0.55196801,0.135295557,0.358492895,1.807042466,0.575821941,9.338258841,0.828418783,12.80543013,0.971317508,18.50066102,0.897012634,25.45086767,40.11739669,72965.9653,20545.14186,74783.87976,46477.2294,93511.10716,168294.9869
55,40,0.129164463,0.181588873,0.669395559,0.530459036,0.510651531,0.623360798,0.391570264,0.31716884,0.433407213,0.407265161,0.69247926,0.725308404,0.77700005,0.809324498,0.370429044,0.379694929,1.067690983,0.148674982,0.390095511,2.245082825,0.642081655,10.76802252,0.795900859,9.664464476,0.893374889,13.83583136,0.903096516,25.40709476,39.45647171,58198.83403,15140.87172,56306.89845,63339.32448,73339.70575,129646.6042
56,340,0.147720931,0.120725349,0.607177442,0.543654636,0.627145573,0.533572263,0.328154709,0.466464132,0.576715206,0.327752306,0.865375833,0.649009199,0.709566186,0.63312505,0.400477208,0.327501284,1.205372543,0.313405895,0.222304588,2.375759268,0.721986445,12.00871642,0.866895438,11.57234726,0.747120633,15.66755742,0.772211594,27.36417435,26.10014043,39619.79835,13582.7298,54520.49418,45144.59322,53202.52815,107723.0223
57,10,0.13273349,0.175353254,0.590279771,0.270712394,0.383786672,0.667141811,0.440534233,0.481606682,0.436592742,0.508765383,0.960748564,0.573766335,0.620861758,0.745748817,1.307618379,0.31069985,1.327785817,0.321758732,0.203786577,2.157368756,0.501432974,10.95813232,0.74406129,10.17558107,0.804828212,14.92092797,0.967572364,25.79363484,39.14444372,56488.93421,15028.56357,65058.11496,49173.02394,71517.49778,136575.6127
58,190,0.160007336,0.197802604,0.586618829,0.364213299,0.578607656,0.613551839,0.484954504,0.320135902,0.392421636,0.53639922,0.784394283,0.9043733,0.698641458,0.853081425,0.69058294,0.223018499,0.569236597,0.322592567,0.26034837,1.785146132,0.566390517,9.378713212,0.830750118,10.36040561,0.793525179,14.70693265,0.793663329,26.24016768,33.07282022,55239.46347,14465.45322,52599.37572,68141.08077,69704.91669,122304.2924
59,340,0.167653243,0.167569034,0.629695787,0.360511096,0.490273252,0.266048362,0.405418129,0.207430624,0.377980094,0.476092673,0.785764286,0.702837013,0.733143541,0.814000973,1.259327336,0.217611522,0.667300513,0.110084939,0.270991625,1.647287655,0.474262152,13.96281594,0.777997798,12.69737713,0.808561848,16.46970476,0.800424747,26.9913858,29.29996868,41863.33695,22324.81974,59405.75319,55744.55982,64188.15669,123593.9099
60,110,0.189562966,0.20646212,0.592771998,0.61018199,0.487904508,0.559419124,0.324427253,0.445618871,0.491965437,0.541680247,0.909294489,0.705855147,0.733516182,0.9073534,0.844085636,0.257253132,0.812473194,0.224725578,0.341547621,1.549427035,0.542918324,14.134084,0.798896765,9.147322383,0.779805262,16.59894238,0.773213617,25.66855335,22.73812741,44183.9812,12311.42247,57836.51289,77841.49326,56495.40367,114331.9166
61,60,0.150632165,0.161528176,0.637518562,0.538171617,0.529616014,0.573707788,0.513419818,0.293619509,0.390088091,0.389825334,0.613405201,0.898224101,0.720590273,0.871832895,1.07790977,0.374108101,0.520105802,0.145808446,0.215210513,1.470130117,0.586431375,5.187086797,0.8489077,8.396685305,0.738528348,14.3553562,0.953426542,25.10336652,31.80484594,82900.07582,11678.71344,61677.02325,62843.841,94578.78926,156255.8125
62,330,0.151834591,0.161189323,0.514947002,0.600576496,0.588220096,0.636853385,0.471792177,0.311757085,0.480875958,0.464687255,0.654325525,0.712411418,0.671719322,0.896304931,1.327589749,0.263116794,0.570138904,0.188171583,0.313051855,2.194161612,0.673528469,9.084524302,0.841608981,6.439154108,0.899334017,15.47118234,0.764702566,25.63997685,25.36152769,51579.36182,9419.22192,53313.62874,58400.77755,60998.58374,114312.2125
