#,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22,Z23,Z24,Z25,Z26,Z27,Z28,Z29,Z30,Y1,Y2,Y3,Y4,Y5,Y6
110,230,0.152051369,0.199759636,0.380983421,0.281672811,0.325995628,0.617903496,0.534178307,0.504786703,0.396410332,0.472381354,0.822544013,0.809944088,0.688424696,0.745352227,1.297502481,0.398867672,1.00540036,0.291360139,0.382664117,2.301609872,0.560454184,7.005372913,0.865668313,6.502842515,0.955704207,11.31565041,0.814961849,25.94453454,35.81566083,67755.45107,10830.47217,41556.5007,64399.95225,78585.92324,120142.4239
111,360,0.160439399,0.134660561,0.51062684,0.443373138,0.679142429,0.525864571,0.48260151,0.561625001,0.584764739,0.430396701,0.728911171,0.737098859,0.74520534,0.744852865,0.703215914,0.305577468,1.378785069,0.111002352,0.334185109,2.366004674,0.62432198,7.060222396,0.85988291,9.64332094,0.969212883,15.16159383,0.858345622,26.08927392,38.35063986,68635.60521,14617.58997,58644.76206,49908.14283,83253.19518,141897.9572
112,130,0.139289172,0.168378187,0.497533185,0.322601674,0.391886622,0.408145702,0.532631143,0.592681624,0.655681836,0.416688704,0.728485581,0.927334762,0.622822254,0.711389936,1.163065356,0.293827427,1.24875495,0.175166781,0.33382508,2.211907836,0.418588457,5.603638089,0.873720674,6.379180264,0.836785088,15.93600823,0.863111154,25.87116392,15.41427976,60371.67709,9708.85236,61982.40855,47612.78922,70080.52945,132062.938
113,270,0.193032847,0.170483254,0.646534537,0.614544312,0.690782761,0.519644124,0.60767233,0.512540521,0.399668395,0.485861048,0.748082154,0.790435697,0.820441577,0.927923071,1.465499347,0.353731693,1.098894057,0.249546349,0.34170599,1.715677713,0.611073527,6.418664495,0.762420903,6.968026762,0.937166802,18.17928352,0.721623779,25.85307447,31.67875589,71416.49169,10705.92441,59116.64595,74920.11123,82122.4161,141239.0621
114,20,0.156797826,0.165706624,0.626057737,0.56481193,0.388769102,0.416133298,0.301155518,0.458551974,0.319781105,0.446861954,0.637245876,0.545304207,0.803366865,0.600344639,1.417255081,0.389109885,0.857805277,0.341377612,0.358543545,2.374484753,0.489761647,8.32267359,0.800988275,8.375917526,0.805361637,15.99026584,0.906482532,26.74055462,23.17073261,53122.71306,14335.80426,65318.66529,53364.08811,67458.51732,132777.1826
115,210,0.141375287,0.187573218,0.352203034,0.608453727,0.535872491,0.251528494,0.266601685,0.482251388,0.452085057,0.566811122,0.780272014,0.653001585,0.678429366,0.71855238,0.309474554,0.308856444,0.637939907,0.147997098,0.248283968,2.026534749,0.478136433,8.842027833,0.7385427,6.77322454,0.873654636,19.11032726,0.919029169,27.2647057,28.92284863,53686.93101,10866.23616,79144.29396,53765.11437,64553.16717,143697.4611
116,100,0.13302359,0.132118154,0.558016836,0.516322018,0.352007222,0.631920906,0.518925808,0.534509631,0.613069994,0.400298174,0.836432434,0.679180251,0.607545882,0.902179086,1.293645922,0.305964883,1.374190844,0.106575339,0.272295968,1.676686449,0.686299775,6.034456767,0.726695002,9.49363057,0.842473367,15.13479449,0.864197713,26.25147273,28.79557873,65661.33653,11830.27467,58940.22945,45227.2392,77491.6112,136431.8407
117,40,0.154375885,0.171663935,0.657163272,0.604266584,0.463240427,0.449665586,0.36773809,0.361355954,0.619941714,0.434031,0.867733763,0.637612721,0.844045839,0.548958099,1.173857543,0.394581383,0.779101328,0.109932132,0.253757074,1.40157546,0.4938449,9.905036128,0.740030163,9.292952417,0.762250028,15.27389755,0.877728613,26.87342702,30.01171333,49762.73481,12903.45597,60413.26635,57074.75658,62666.19078,123079.4571
118,360,0.167924466,0.154444161,0.537234431,0.57031799,0.51512164,0.582487163,0.515815189,0.266571056,0.574275135,0.668939627,0.881135302,0.618088391,0.710833864,0.83698079,0.856194152,0.329915083,1.344536536,0.115751694,0.388037974,1.640634289,0.462908729,11.1335098,0.76433102,6.925959234,0.751860913,16.82283724,0.873051785,26.80626111,22.77662275,44753.79459,9075.27678,66185.28396,53416.5291,53829.07137,120014.3553
119,70,0.161842329,0.161607772,0.567983473,0.455673906,0.357419704,0.531571918,0.347499035,0.439430355,0.650901706,0.57530139,0.745050292,0.725636508,0.604393943,0.767896753,0.602151102,0.241551368,0.637682433,0.292679853,0.290872264,2.368301758,0.595229587,7.693680716,0.90814907,10.35240115,0.802534154,14.23045004,0.90405241,26.00528901,17.02478037,53556.33094,12421.41873,57974.15373,50956.64544,65977.74967,123951.9034
120,0,0.118073468,0.137587537,0.470716873,0.41656166,0.352735062,0.487943783,0.626206348,0.468297407,0.50185859,0.361413176,0.806903319,0.710597107,0.613808533,0.857182764,1.100487961,0.315711434,1.016442775,0.276130092,0.361281824,1.975876597,0.509626392,10.1838844,0.797718701,7.184782804,0.774735437,15.79658139,0.827943275,25.49220253,31.88187363,55431.93007,10139.14185,58936.70766,40175.50776,65571.07192,124507.7796
121,20,0.11000948,0.133378414,0.324458251,0.504981398,0.625217984,0.304164645,0.344426491,0.48457508,0.458548059,0.320817571,0.781703158,0.607359951,0.723038139,0.747258431,1.17159121,0.375997077,0.762736156,0.251322552,0.251242964,1.768235544,0.734413812,10.55148148,0.871228878,7.320486901,0.79367461,13.43649019,0.822897394,25.5175969,23.98303312,45707.59473,9623.61654,49825.73556,42640.19178,55331.21127,105156.9468
122,320,0.153373701,0.185704168,0.485084171,0.492455732,0.612004356,0.542852369,0.36708156,0.384632453,0.606470084,0.335716109,0.742715974,0.719202743,0.681325229,0.592501047,0.600174392,0.318785498,0.684447137,0.342996229,0.246304545,2.118015356,0.440552958,8.028434504,0.794923879,11.77398806,0.907460875,15.8340031,0.742422847,25.56575754,23.42505149,55285.60504,21021.5547,52974.17985,58781.9778,76307.15974,129281.3396
123,140,0.148289231,0.179881358,0.535050687,0.336084068,0.582331236,0.561759257,0.474792179,0.507177984,0.452517793,0.503950582,0.879628489,0.760260201,0.684292087,0.852401046,0.584990133,0.370784326,1.306796024,0.295714595,0.224320793,2.106640437,0.555148154,7.552736903,0.827519448,10.60131238,0.814188755,18.62692667,0.795354958,26.08471003,22.22435103,55875.66253,14697.27333,66761.23887,61422.42759,70572.93586,137334.1747
124,90,0.179581134,0.150943707,0.507476974,0.418347729,0.238162204,0.597191955,0.380625913,0.498997166,0.384109297,0.504815866,0.766448319,0.675873277,0.574347361,0.651439447,0.361039426,0.368036527,0.881252019,0.346433161,0.393606044,1.49457185,0.514096295,8.001403568,0.766969898,10.96610578,0.961799262,13.28680417,0.939345446,27.36771587,19.32376439,51603.89336,19519.11396,56242.94379,49484.33121,71123.00732,127365.9511
125,120,0.147424014,0.150446599,0.494356228,0.450362365,0.321588154,0.611932957,0.490559855,0.26466165,0.412178211,0.513711774,0.716583761,0.730582942,0.80811674,0.789693667,0.447868557,0.29576177,0.863906955,0.343601282,0.24837124,2.001613801,0.593422965,7.768479399,0.876090797,7.565643828,0.778609784,17.05299741,0.870217288,26.59385762,29.84364199,60346.63823,10074.30756,66872.9715,53927.00553,70420.94579,137293.9173
126,350,0.161727087,0.145775576,0.576126117,0.635226917,0.357677093,0.538988036,0.387011774,0.628680795,0.551094646,0.629790004,0.802798094,0.866809198,0.696764383,0.837524328,1.424954415,0.334003421,1.22273137,0.163593606,0.317340359,1.59265689,0.491705583,9.820027187,0.914147449,10.91508263,0.900391034,17.9382422,0.799871471,24.67766699,34.33905743,64088.99347,16448.59704,64658.00103,50955.23934,80537.59051,145195.5915
127,330,0.162672968,0.141454942,0.672409231,0.460834119,0.595998229,0.430111218,0.544708451,0.435706562,0.487556085,0.52701221,0.906516248,0.978954911,0.896993852,0.858546413,0.864832863,0.236135897,0.874015436,0.316652117,0.239370505,1.612305475,0.470119111,11.11719781,0.803390829,10.61629396,0.728378371,13.61075366,0.843356514,26.09822887,34.12981034,51177.92541,14144.91147,51726.79257,57828.91341,65322.83688,117049.6295
128,200,0.147913058,0.16713145,0.635970061,0.25809066,0.332183024,0.500883153,0.269216364,0.564031697,0.441340382,0.53229628,0.644600817,0.582330321,0.718740209,0.668006239,0.238653983,0.209975608,0.975437855,0.21021259,0.376023232,1.894530295,0.465691687,12.39839257,0.87688166,7.345243142,0.896528785,10.41901131,0.719419168,26.2234689,28.13409211,40933.64138,12543.79521,33777.74949,48743.601,53477.43659,87255.18608
129,280,0.150717005,0.154183673,0.551852415,0.286331408,0.64790277,0.481560073,0.65648976,0.496349555,0.387467589,0.486018991,0.742119649,0.690761504,0.620013026,0.575001163,1.055715614,0.326526051,1.485221623,0.264140533,0.261229418,1.625780246,0.487183348,10.34899767,0.962801784,9.343201015,0.823243234,16.55749225,0.853834598,26.5580919,25.45419298,50327.72914,14114.2683,63707.49051,48655.25868,64441.99744,128149.488
130,0,0.154959529,0.196422992,0.286398506,0.535281449,0.533801001,0.516052465,0.243511504,0.542424817,0.638921623,0.425586623,0.669179147,0.616673816,0.560410761,0.839470494,0.957780542,0.279635215,1.262765566,0.150646346,0.33081452,1.93565078,0.466154098,9.236280927,0.860381498,8.227827929,0.843004694,10.29201945,0.921860745,26.50040474,17.35275228,40588.60779,12604.00572,42755.11593,55927.86948,53192.61351,95947.72944
131,210,0.177434549,0.12895286,0.573880381,0.511782425,0.430095082,0.575780536,0.31913688,0.340802513,0.518934478,0.405713824,0.723473997,0.738662901,0.780093872,0.965669831,0.588650005,0.376330287,0.915155492,0.207393603,0.281459114,1.48198491,0.703488295,6.975772346,0.837590108,8.696992893,0.749610909,13.24645658,0.868228527,25.15150748,28.16676952,62723.28171,10911.28041,51826.98537,56690.90436,73634.56212,125461.5475
132,310,0.160962052,0.147444488,0.444449213,0.440278133,0.517322441,0.548201483,0.524813684,0.639543067,0.477617815,0.404439498,0.664967447,0.941805873,0.874638141,0.564627133,0.202952659,0.318160456,1.426936647,0.295222589,0.287063472,1.887644263,0.481010327,12.44962081,0.956809533,8.065201726,0.819529276,12.1143253,0.816909708,26.04471524,25.63005563,42814.37721,12031.29138,44595.95589,52304.25495,54845.66859,99441.62448
133,200,0.153452644,0.165914434,0.642723819,0.619969765,0.360060016,0.365052273,0.4958115,0.343668661,0.413024314,0.649331842,0.641046634,0.657260847,0.962829213,0.75709315,0.724468689,0.216939462,1.010839431,0.114969074,0.229217373,2.243734465,0.539963242,8.566801176,0.9431521,10.47542429,0.83264115,12.36398357,0.80111387,26.61271045,24.54700039,46135.43779,14545.74807,44634.93102,52650.16863,60681.18586,105316.1169
134,50,0.159271849,0.121842613,0.611147551,0.486314722,0.439583137,0.299564837,0.519582491,0.579116023,0.518514597,0.428605886,0.859507381,0.89653932,0.696399171,0.856990943,0.261383903,0.327454227,1.161948839,0.179782043,0.26656926,2.222183783,0.752787174,9.704700072,0.893727853,7.422090626,0.91818567,17.70958476,0.747098911,25.08875363,27.78836225,53926.78924,9839.38749,59622.29259,47716.36974,63766.17673,123388.4693
135,170,0.12370679,0.182400932,0.375698154,0.377374418,0.507894126,0.471180868,0.558141879,0.402289836,0.458889828,0.438497164,0.680119206,0.583164388,0.8152792,0.921155927,1.141280468,0.260693841,0.661459967,0.152673205,0.235707765,1.945650033,0.540772832,8.227916807,0.940604595,11.44689131,0.789417415,14.80381318,0.910348309,25.77660503,29.93180347,59678.89676,16165.245,60730.01163,53819.5893,75844.14176,136574.1534
136,160,0.118816307,0.169735684,0.579001205,0.509402682,0.598556464,0.637938974,0.546714455,0.474586123,0.437206934,0.365920373,0.797389412,0.782262337,0.775532271,0.68225633,0.431589183,0.322071036,1.302049953,0.196810583,0.3846587,1.944796706,0.596325665,5.438264515,0.761709709,11.12236438,0.802291665,11.46747499,0.865885799,24.86596732,32.7352808,78500.68882,15775.96785,44745.62706,54140.05257,94276.65667,139022.2837
137,330,0.184551647,0.183734083,0.42088102,0.559755197,0.375938551,0.352195206,0.448096207,0.566752228,0.637634152,0.447186115,0.618947628,0.765423716,0.685398174,0.69817477,0.396380823,0.380018894,0.922930822,0.105140574,0.36634906,2.198503647,0.486087121,10.27829673,0.856549573,9.18049288,0.905947047,15.42511574,0.887875532,25.94971005,29.74172155,53407.78419,14166.59157,61716.70143,54939.46947,67574.37576,129291.0772
138,250,0.154262002,0.17203804,0.572469119,0.494901592,0.563724068,0.512794381,0.583306355,0.497132897,0.552806083,0.480109425,0.935209138,0.681740178,0.766444422,0.705165279,1.00917458,0.363295203,1.401175805,0.198816061,0.223276522,1.529251995,0.624799247,11.29728085,0.819225623,10.76695786,0.731017973,12.20610913,0.812853887,27.20610904,29.8737863,41289.5024,12257.29743,44710.74597,60072.12033,53546.79983,98257.5458
139,240,0.119210333,0.120255256,0.592005118,0.61819634,0.530924079,0.394494037,0.321229117,0.390764549,0.556438535,0.646526536,0.649474658,0.547417917,0.667565921,0.954698896,1.000067347,0.304678066,0.653476949,0.346353119,0.200588402,2.391708822,0.49377244,12.05980817,0.768160408,6.339779634,0.83731085,15.29358121,0.769024311,26.18357442,27.4729268,43627.58229,8781.47709,52999.46022,41032.65651,52409.05938,105408.5196
140,250,0.175267393,0.162982125,0.337583854,0.676908423,0.629001589,0.47840601,0.341523175,0.292563714,0.357093253,0.473482606,0.790165231,0.960679198,0.796685239,0.770939757,0.923370786,0.317026896,1.475360956,0.149335874,0.309663752,2.300462709,0.594534967,8.174942194,0.804489456,8.888898143,0.837950137,14.11852202,0.835363602,27.67400495,28.48035418,48357.50089,13684.42353,53148.00651,66611.72139,62041.92442,115189.9309
141,150,0.149385735,0.186702995,0.581966109,0.525648896,0.368314729,0.472075073,0.404523363,0.479619466,0.548039285,0.395285876,0.725267689,0.741236858,0.716281786,0.677954275,0.964887082,0.265619839,1.015966749,0.141150924,0.312956809,1.593742464,0.572148274,7.576203982,0.884374783,9.276530379,0.818385665,13.59245876,0.791687909,25.01683138,40.53646623,71792.90886,13297.32747,48492.46173,56000.77413,85090.23633,133582.6981
142,30,0.142189664,0.188923782,0.598346287,0.287757994,0.603177941,0.605159423,0.317142053,0.45563734,0.396758256,0.641676263,0.932571358,0.598939186,0.74691083,0.637417147,1.4554911,0.382251777,1.198235444,0.343900512,0.350974607,1.756439146,0.461293975,13.14635399,0.857615722,8.746212162,0.864504497,14.34521141,0.89838836,24.92131991,33.60334088,53860.83428,14147.27241,58075.54008,61207.49703,68008.10669,126083.6468
143,180,0.11668804,0.212549297,0.484319794,0.533910472,0.488621937,0.566867292,0.590836105,0.324683169,0.437284257,0.485463529,0.817559967,0.766809099,0.676347763,0.715788352,1.080578775,0.203361828,0.699243511,0.140429117,0.348238803,2.192247955,0.647423701,11.73424602,0.812653826,9.560713674,0.925050037,14.83226864,0.727975053,25.21289966,27.72979645,46732.62481,14461.70907,48657.10296,58251.64593,61194.33388,109851.4368
144,0,0.154452603,0.128593395,0.624525754,0.596771796,0.42386445,0.232957113,0.496635392,0.443214216,0.356358796,0.429614874,0.715860154,0.636451831,0.782173856,0.792647658,1.320894677,0.214588431,0.607670532,0.143732049,0.294266698,1.411180714,0.497251928,8.404000327,0.925968893,6.310765461,0.820971739,15.75340635,0.863279524,26.75304597,19.76802172,47990.78627,10736.09343,61284.13929,44699.48082,58726.8797,120011.019
145,190,0.119323428,0.108053589,0.320435151,0.576400044,0.619298889,0.459303812,0.512097174,0.483101847,0.624047666,0.481587604,0.689154295,0.520206371,0.631557451,0.555373251,0.369078589,0.356506388,0.718140268,0.213275672,0.252004639,1.67644134,0.468158601,9.120186778,0.794648025,7.816315101,0.920740531,15.75805862,0.721913249,26.82848632,34.94493373,53051.9867,12641.27064,51263.69517,32472.85272,65693.25734,116956.9525
146,190,0.143952943,0.189078564,0.670708204,0.316860664,0.607523125,0.481287515,0.605656135,0.41434787,0.402701948,0.466671097,0.712809635,0.628757346,0.715452958,0.6554922,1.164574861,0.308758863,0.874976472,0.154008366,0.242521532,1.550102835,0.52990543,11.85063459,0.776377788,9.673050759,0.884587292,17.01645601,0.91300639,26.62130499,23.5927679,44293.44399,15701.40858,70010.81118,55439.44593,59994.85257,130005.6638
147,280,0.148606099,0.13432793,0.58266802,0.627100767,0.519358482,0.357513024,0.410888446,0.64737704,0.524849276,0.453417821,0.72442136,0.595969595,0.649584706,0.673657754,1.488149305,0.222210241,1.356784753,0.201934402,0.248808736,2.252558154,0.750227175,8.823628889,0.789339607,9.620071846,0.807369619,17.4138208,0.895525441,25.83632749,40.41496824,66120.95465,11094.49851,70273.92192,45916.41786,77215.45316,147489.3751
148,40,0.163837708,0.140987237,0.433727672,0.6134994,0.653301126,0.595742717,0.459913638,0.361167587,0.504465544,0.62347698,0.699595087,0.74916901,0.730575222,0.757921924,0.40664358,0.351422498,1.413672325,0.166200779,0.24130653,2.206644777,0.520343997,10.54078777,0.9075852,10.01116435,0.913583475,14.21728384,0.82682169,27.30225241,27.88540188,43483.41173,15233.30154,52972.52523,57239.26701,58716.71327,111689.2385
149,270,0.113263231,0.16039827,0.455496809,0.354699516,0.399870926,0.508712678,0.507340667,0.519074988,0.443905348,0.619162502,0.586982516,0.642037465,0.857658891,0.759670289,0.585196677,0.264247441,0.769321861,0.241465599,0.388123382,1.840039604,0.657989603,12.80047418,0.782950059,9.647548134,0.821196124,16.97737013,0.845069573,26.77360832,27.59079569,49670.30779,11727.77652,64652.46165,47419.40469,61398.08431,126050.546
150,250,0.104960099,0.156454038,0.580484042,0.597181674,0.448220874,0.398088943,0.425506855,0.394180561,0.609976076,0.394398147,0.625399125,0.930817122,0.67896098,0.736797616,0.551370082,0.300403738,1.06239561,0.277499785,0.38895875,1.471355117,0.530958758,7.315999438,0.798216535,10.2416371,0.807806067,15.87882989,0.842847191,25.59772378,32.76355784,70870.72588,14453.80875,60310.02591,49353.01128,85324.53463,145634.5605
151,190,0.151635996,0.16472581,0.382730522,0.491344344,0.431613504,0.432045537,0.321827312,0.276910662,0.474442292,0.629188029,0.946985766,0.751872496,0.590412704,0.713161183,1.16616568,0.211024286,1.04405482,0.228240033,0.291353621,1.696922844,0.517209078,10.66196431,0.818088478,10.14246818,0.809965646,12.82725702,0.811035604,25.75291859,19.0539939,42086.14634,14486.08038,46880.89455,51680.85888,56572.22672,103453.1213
152,360,0.14999337,0.172771842,0.518570206,0.60524499,0.568866277,0.332381139,0.264661095,0.297055218,0.494149623,0.467566553,0.682566383,0.659701856,0.846085906,0.713509578,1.362738942,0.271056881,1.043292112,0.230725693,0.375736403,2.268748242,0.423605013,9.181665827,0.717559809,10.02144432,0.847234559,15.77359772,0.729268773,26.837806,24.5060957,47255.58657,18451.94292,51837.08313,55716.95121,65707.52949,117544.6126
153,250,0.134181094,0.149447891,0.403201729,0.541588036,0.555780792,0.54523546,0.648228017,0.450995017,0.471069115,0.47542579,0.95159235,0.722196691,0.883135315,0.663761768,1.121394151,0.20568953,0.793136987,0.294111917,0.384491997,2.15525457,0.747665963,10.40013112,0.860830697,8.079755548,0.850207925,14.23714714,0.89301424,25.16869832,29.09860451,57156.0385,9975.44565,57293.26125,52844.94945,67131.48415,124424.7454
154,150,0.16871992,0.115900421,0.31418121,0.477057602,0.601372341,0.301176342,0.362108647,0.41669588,0.517206665,0.531697191,0.693406561,0.557092189,0.743424268,0.803116189,1.132862998,0.307143768,1.450316491,0.259249352,0.254088499,1.971762901,0.651484882,9.273298042,0.800305825,11.0115249,0.926654814,11.19689346,0.866770162,25.54106858,31.25019017,52984.91246,16042.70829,43734.4515,42361.215,69027.62075,112762.0723
155,170,0.143412293,0.112698859,0.569631071,0.469285371,0.405616305,0.542057659,0.444088638,0.533487479,0.37585613,0.503271746,0.674948754,0.605111865,0.695732849,0.64240994,1.073758018,0.333429305,0.634184921,0.236656909,0.304993345,1.557747292,0.621595099,7.541553976,0.863454411,9.683327825,0.712158629,13.56146956,0.825069504,26.68255116,21.95212714,51166.87467,11743.20765,50421.93177,38967.32124,62910.08232,113332.0141
156,210,0.152479362,0.136112284,0.44372001,0.583783175,0.608906361,0.425928344,0.498162331,0.417544476,0.444539615,0.367979468,0.681798192,0.717018125,0.724046823,0.680580398,0.669729489,0.254732086,1.25818542,0.347128845,0.255400706,1.876929577,0.47504877,13.94838677,0.753706359,9.391458811,0.952014691,13.90788535,0.94174366,25.61435463,23.8457928,42961.50852,17970.66432,59022.28029,48162.75417,60932.17284,119954.4531
157,360,0.108092522,0.173460229,0.65094212,0.560625097,0.250905622,0.367875564,0.51241658,0.548543082,0.422144981,0.615706134,0.84001483,0.821693951,0.818177026,0.716248059,0.263667224,0.276875611,0.994900358,0.195170598,0.382585347,1.522674494,0.454919533,9.066073145,0.832806139,8.422101682,0.834950635,15.00417304,0.741251281,26.84102777,19.74059796,45455.82248,12916.0095,50118.68832,47991.14784,58371.83198,108490.5203
158,360,0.141085617,0.150594924,0.424030664,0.505806604,0.418175687,0.682005917,0.348991938,0.495579639,0.454995057,0.466105774,0.563477784,0.581203417,0.676960955,0.741732233,0.358650895,0.393759816,0.930721845,0.136246537,0.386765784,2.132173899,0.708290228,9.106967015,0.796309286,8.707174567,0.762818048,15.0403672,0.725952248,26.0267487,26.04677519,48666.09733,10582.22685,49202.66976,45504.64965,59248.32418,108450.9939
159,290,0.147623265,0.158542751,0.474680613,0.640685997,0.628545191,0.51309553,0.542048077,0.48738381,0.454481108,0.47280682,0.703723917,0.686352376,0.670375362,0.696717543,0.265433876,0.354295925,1.187420719,0.331645969,0.237617454,2.384783682,0.619341416,11.40675745,0.948808501,8.542188337,0.910356992,18.03189944,0.779532975,27.1115532,27.11273177,46072.27821,12597.84504,63342.93129,54926.64126,58670.12325,122013.0545
160,60,0.139564972,0.105772348,0.236796257,0.660836585,0.388630534,0.48450364,0.363769783,0.310498355,0.39411512,0.478192067,0.69947127,0.903561557,0.703898816,0.728952944,1.064028209,0.261409734,0.805505019,0.108557138,0.283339464,1.861276819,0.607012358,9.569173618,0.8227997,5.743498956,0.792257235,17.07927985,0.792394925,25.12593879,31.26784025,56205.08046,8053.81707,60986.45811,40909.77318,64258.89753,125245.3556
161,120,0.156393105,0.109609863,0.613021054,0.603904367,0.485658525,0.329572322,0.439456611,0.53588096,0.438994153,0.53111088,0.89034334,0.652707264,0.650690222,0.726098194,0.796198532,0.219379632,0.555722741,0.282154977,0.271602448,1.756405726,0.554627548,9.986277959,0.901130422,11.21626138,0.877208141,14.18585545,0.781093572,26.01695367,34.35652498,56524.13903,16592.09772,49932.21003,43581.83079,73116.23675,123048.4468
162,310,0.113455076,0.152421061,0.452232682,0.355910716,0.453057092,0.315739987,0.257575077,0.571832629,0.467640404,0.316192794,0.628416713,0.92377781,0.897684084,0.518883173,0.478991748,0.287504223,1.277695459,0.278522914,0.303509769,1.93509354,0.536697844,9.773912207,0.788142464,7.684183578,0.841999243,12.91802995,0.779115929,25.46159204,22.92379358,45931.12165,12289.48404,45354.51741,45003.06108,58220.60569,103575.1231
163,180,0.16208354,0.200173791,0.405221015,0.552361962,0.479725217,0.445724665,0.573365881,0.433894032,0.421081079,0.448505756,0.714850996,0.601857956,0.903877531,0.703009071,0.386510971,0.28563148,1.496045687,0.165824937,0.328465578,1.870594138,0.697768752,14.62247034,0.783722321,12.18974766,0.769970522,13.18888903,0.786949317,25.16463365,33.85363387,43240.16297,14963.48403,46771.05525,59906.70084,58203.647,104974.7023
164,350,0.114022147,0.142423886,0.600195843,0.60811494,0.643189374,0.401266782,0.38947434,0.581388281,0.525508693,0.487028359,0.868164768,0.646263925,0.979291829,0.823928206,0.55616078,0.354385187,1.372334837,0.123738532,0.224761269,1.873081865,0.490118749,10.41800483,0.950072634,9.166081667,0.862849311,15.84884537,0.857826269,24.4717189,20.28626299,47795.72703,14036.65485,61265.94828,48417.3204,61832.38188,123098.3302
165,280,0.139219157,0.179047293,0.479700251,0.447425963,0.327169221,0.549445957,0.523208933,0.446111052,0.400321498,0.663423949,0.792395791,0.627086462,0.828391939,0.571639731,0.500521936,0.265891054,0.610270652,0.347570123,0.376432478,2.290796498,0.674476731,8.103228948,0.908622525,5.455613214,0.947987732,13.47688863,0.811469394,25.73415984,31.98101663,64941.62168,7615.34604,49281.50619,53441.73753,72556.96772,121838.4739
166,280,0.124219607,0.178479859,0.588244429,0.538648222,0.667912704,0.514431605,0.390879609,0.537067722,0.485195571,0.434855689,0.741544858,0.842306083,0.685871231,0.701096147,0.334056439,0.254829099,0.574390938,0.268281436,0.326235661,1.492608585,0.608828378,8.425622453,0.879118345,7.069768839,0.94529417,17.39204208,0.820223495,24.31374504,20.99376199,59421.9523,11274.62973,64284.30543,58270.04295,70696.58203,134980.8875
167,40,0.17186331,0.205847379,0.582491487,0.374012578,0.444075423,0.458807819,0.406784724,0.618287861,0.43188798,0.528875288,0.632785206,0.69539099,0.581322408,0.727469662,1.364737975,0.382555985,0.771422028,0.196481929,0.341613425,1.848771719,0.582760213,8.155769622,0.967663298,8.477825123,0.922150339,11.26935095,0.896453076,25.39597123,23.71897791,56314.20223,12956.3286,45524.86152,59202.42459,69270.53083,114795.3924
168,320,0.131336545,0.181768658,0.318439631,0.573589848,0.56412679,0.595137417,0.335050292,0.573644867,0.534598994,0.339296849,0.674262884,0.668889119,0.537599561,0.814415959,1.241857522,0.352660799,0.986494911,0.113732726,0.273841566,2.376295845,0.490675907,11.18336591,0.899928083,11.04560987,0.754759298,11.86381087,0.867916309,24.58194966,30.70995947,50862.93098,15587.62566,46400.66889,56477.58264,66450.55664,112851.2255
169,0,0.142956833,0.177284103,0.492756391,0.396750015,0.413170679,0.537375708,0.435748964,0.45372285,0.427927179,0.53435576,0.690629436,0.627686551,0.930225,0.60653129,0.992753866,0.202208131,0.953732688,0.193336459,0.309338923,2.390243046,0.584689174,12.96872428,0.853412761,7.513908325,0.774415406,15.70666738,0.859514123,26.31565499,37.19745505,47995.46517,9927.92274,60835.80267,53387.47188,57923.38791,118759.1906
170,290,0.131921576,0.129267562,0.607539881,0.473199941,0.581738623,0.549988927,0.445955536,0.600149383,0.453863093,0.408707941,0.634649522,0.697062453,0.88387766,0.88829505,0.283571573,0.252707265,1.222995402,0.168135043,0.32794172,1.645568687,0.561938543,9.803158413,0.817230632,9.156459736,0.730244027,13.41894506,0.84759611,25.41032621,39.06479084,59279.69703,11668.16442,51254.20563,51758.38404,70947.86145,122202.0671
171,270,0.149126751,0.1569441,0.365385687,0.464363626,0.556179423,0.590329687,0.589629329,0.354961076,0.344876048,0.509502198,0.593782502,0.933566328,0.834796268,0.581579131,0.909379309,0.371067793,1.307510004,0.316578902,0.373772461,2.199235415,0.580751686,8.862822809,0.822571377,8.039151067,0.897364934,17.55045125,0.734636346,27.66425504,42.02850137,59061.70668,12606.15411,58100.9022,56439.10128,71667.86079,129768.763
172,30,0.164311231,0.171185159,0.525566166,0.599318545,0.458364317,0.568491587,0.521233851,0.599690271,0.582042049,0.496662085,0.67029598,0.735691705,0.80535164,0.654407027,0.907224354,0.222418601,1.126044346,0.337741636,0.249504127,2.25578751,0.488250514,7.751623432,0.821246034,6.893519566,0.874485582,11.65240928,0.748024231,26.21786337,27.97899025,53378.63634,10159.29159,39278.37999,57330.76161,63537.92793,102816.3079
173,70,0.192736904,0.184184596,0.583988519,0.451575454,0.688085289,0.643441213,0.482834093,0.544130683,0.490731703,0.502988887,0.772568813,0.686921837,0.593532565,0.885602081,0.735818725,0.318267384,1.169018871,0.278785877,0.27014602,2.016880011,0.769914971,10.5845684,0.797201741,8.46842501,0.820132386,14.44494115,0.995570751,25.49048612,34.29579211,56852.6152,9824.73462,64805.23605,72059.99592,66677.34982,131482.5859
